iteration,x0,x1,x2,x3,x4,x5,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,min_distance_redirect,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,0.625095466604667,0.8972138009695755,0.7756856902451935,0.22520718999059186,0.30016628491122543,0.8735534453962619,-0.16162744663270998,-0.16162744663270998,False,0.0,logei,0.0,False,False,7,7ddf9e89-2ff1-411e-8d7c-5404dbb0d4bb,gaussian,5.0,20,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,-0.16162744663270998,8.128791409924647,8.128791409924647,8.128791409924647,8.128791409924647,-0.16162744663270998,8.128791409924647,hartmann_6
2,0.005265304565574724,0.8212284183827663,0.7970694287520462,0.4679349528437208,0.3030324268193135,0.2784256121007733,-0.21758038324299367,-0.21758038324299367,False,0.0,logei,0.0,False,False,7,7ddf9e89-2ff1-411e-8d7c-5404dbb0d4bb,gaussian,5.0,20,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,-0.16162744663270998,8.18474434653493,16.31353575645958,8.128791409924647,8.15676787822979,-0.16162744663270998,8.128791409924647,hartmann_6
3,0.2548695876541246,0.4450763058826466,0.5045482589579533,0.5534973520744925,0.9955002834343927,0.7926619192137531,-0.2556805220334109,-0.2556805220334109,False,0.0,logei,0.0,False,False,7,7ddf9e89-2ff1-411e-8d7c-5404dbb0d4bb,gaussian,5.0,20,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,-0.16162744663270998,8.222844485325348,24.536380241784926,8.128791409924647,8.17879341392831,-0.16162744663270998,8.128791409924647,hartmann_6
4,0.6221792294411627,0.9889601476818849,0.21530869823559895,0.16021203385784455,0.6125396042730308,0.04394200796138337,-0.08566626342162283,-0.08566626342162283,False,0.0,logei,0.0,False,False,7,7ddf9e89-2ff1-411e-8d7c-5404dbb0d4bb,gaussian,5.0,20,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,-0.08566626342162283,8.05283022671356,32.589210468498486,8.05283022671356,8.147302617124621,-0.08566626342162283,8.05283022671356,hartmann_6
5,0.03568027877359614,0.5148888202713703,0.4662060253252891,0.9171677731928523,0.6292262544910104,0.5141176465995139,-0.583996167024681,-0.583996167024681,False,0.0,logei,0.0,False,False,7,7ddf9e89-2ff1-411e-8d7c-5404dbb0d4bb,gaussian,5.0,20,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,-0.08566626342162283,8.551160130316617,41.1403705988151,8.05283022671356,8.22807411976302,-0.08566626342162283,8.05283022671356,hartmann_6
6,0.13998792380363892,0.469785029791503,0.16811144158710636,0.19572946828887544,1.0,0.05173315218855296,-0.5219908816477582,-0.5219908816477582,False,0.0,logei,0.3954736999585293,False,False,7,7ddf9e89-2ff1-411e-8d7c-5404dbb0d4bb,gaussian,5.0,20,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,-0.08566626342162283,8.489154844939696,49.6295254437548,8.05283022671356,8.271587573959133,-0.08566626342162283,8.05283022671356,hartmann_6
7,0.5648343102934151,1.0,0.35846224545700134,0.2968446393567678,0.39532407670293107,0.0,1.4801203872949809,1.4801203872949809,False,0.0,logei,0.5074223999981768,False,False,7,7ddf9e89-2ff1-411e-8d7c-5404dbb0d4bb,gaussian,5.0,20,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,1.4801203872949809,6.487043575996957,56.11656901975176,6.487043575996957,8.016652717107394,1.4801203872949809,6.487043575996957,hartmann_6
8,0.6503245772436901,1.0,0.26304953640120315,0.30169832416315207,0.35459789324867125,0.0,0.5524185243441777,0.5524185243441777,False,0.0,logei,0.38236039999173954,False,False,7,7ddf9e89-2ff1-411e-8d7c-5404dbb0d4bb,gaussian,5.0,20,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,1.4801203872949809,7.41474543894776,63.53131445869952,6.487043575996957,7.94141430733744,1.4801203872949809,6.487043575996957,hartmann_6
9,0.803452495765337,1.0,0.3779815028681665,0.1557985894572693,0.13628977670382167,0.0,-0.5859391372961674,-0.5859391372961674,False,0.0,logei,0.5479858000180684,False,False,7,7ddf9e89-2ff1-411e-8d7c-5404dbb0d4bb,gaussian,5.0,20,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,1.4801203872949809,8.553103100588105,72.08441755928763,6.487043575996957,8.009379728809737,1.4801203872949809,6.487043575996957,hartmann_6
10,0.5354423785947073,1.0,0.36883718028663964,0.39879667779150624,0.3184620121940531,0.0,3.286554129496229,3.286554129496229,False,0.0,logei,0.3363287000101991,False,False,7,7ddf9e89-2ff1-411e-8d7c-5404dbb0d4bb,gaussian,5.0,20,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,3.286554129496229,4.6806098337957085,76.76502739308334,4.6806098337957085,7.676502739308335,3.286554129496229,4.6806098337957085,hartmann_6
