iteration,x0,x1,x2,x3,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,min_distance_redirect,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,370.24920397008464,-213.1827909124446,103.14815005156186,277.5340829201788,-0.8884304404527471,-1.1123950690398037,True,-0.22396462858705657,logei,0.0,False,False,9,ba6636ac-6427-41fc-9953-61ed95cabb1c,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3",4.328390371778852,-0.8884304404527471,5.216820812231599,5.216820812231599,5.216820812231599,5.216820812231599,-0.8884304404527471,5.216820812231599,schwefel
2,216.0746296035653,415.3801204905076,360.3936491828846,418.2376290487624,2.7485478000206873,2.937304224795102,True,0.18875642477441446,logei,0.0,False,False,9,ba6636ac-6427-41fc-9953-61ed95cabb1c,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3",4.328390371778852,2.7485478000206873,1.5798425717581646,6.796663383989763,1.5798425717581646,3.3983316919948816,2.7485478000206873,1.5798425717581646,schwefel
3,-473.4122655324028,-62.75199987049132,-15.055673022711915,-434.8458026298925,-1.4375677418251045,-0.7590328041413689,True,0.6785349376837356,logei,0.0,False,False,9,ba6636ac-6427-41fc-9953-61ed95cabb1c,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3",4.328390371778852,2.7485478000206873,5.765958113603956,12.56262149759372,1.5798425717581646,4.187540499197906,2.7485478000206873,1.5798425717581646,schwefel
4,-494.3739493206071,330.621436971257,483.30224428617555,284.6098526726796,-0.886120106957704,-1.274306151661651,True,-0.3881860447039469,logei,0.0,False,False,9,ba6636ac-6427-41fc-9953-61ed95cabb1c,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3",4.328390371778852,2.7485478000206873,5.214510478736556,17.777131976330274,1.5798425717581646,4.4442829940825685,2.7485478000206873,1.5798425717581646,schwefel
5,-184.39651002172684,205.33370458945376,-200.81892680175326,240.74848287574866,-0.2832592544134897,-0.3051237869260831,True,-0.021864532512593404,logei,0.0,False,False,9,ba6636ac-6427-41fc-9953-61ed95cabb1c,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3",4.328390371778852,2.7485478000206873,4.611649626192341,22.388781602522617,1.5798425717581646,4.477756320504524,2.7485478000206873,1.5798425717581646,schwefel
6,321.55871627310864,500.0,468.0799657314374,500.0,-1.1709521626320567,-1.58044161108394,True,-0.4094894484518834,logei,0.2229702000040561,False,False,9,ba6636ac-6427-41fc-9953-61ed95cabb1c,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3",4.328390371778852,2.7485478000206873,5.499342534410909,27.888124136933527,1.5798425717581646,4.648020689488921,2.7485478000206873,1.5798425717581646,schwefel
7,203.68432110048934,218.30719406386936,109.86755010080469,258.70926516273676,0.481416016411977,0.4457781370161506,True,-0.03563787939582641,logei,0.28561489999992773,False,True,9,ba6636ac-6427-41fc-9953-61ed95cabb1c,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3",4.328390371778852,2.7485478000206873,3.846974355366875,31.735098492300402,1.5798425717581646,4.533585498900058,2.7485478000206873,1.5798425717581646,schwefel
8,229.3455573284466,388.85547213597636,478.9528356299852,393.3505669402839,2.060809938703619,1.9044962617787842,True,-0.156313676924835,logei,0.41229039995232597,False,True,9,ba6636ac-6427-41fc-9953-61ed95cabb1c,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3",4.328390371778852,2.7485478000206873,2.2675804330752327,34.00267892537563,1.5798425717581646,4.250334865671954,2.7485478000206873,1.5798425717581646,schwefel
9,192.8679041437662,492.0907512344112,367.5202987009192,479.6127526077785,0.6526039673771473,0.49459323221363705,True,-0.15801073516351027,logei,0.31631790002575144,False,False,9,ba6636ac-6427-41fc-9953-61ed95cabb1c,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3",4.328390371778852,2.7485478000206873,3.6757864044017046,37.67846532977734,1.5798425717581646,4.186496147753037,2.7485478000206873,1.5798425717581646,schwefel
10,174.51160075254506,410.7908478605417,380.1009046352732,38.22566167824368,1.9007693489758004,1.9463407923082037,True,0.04557144333240326,logei,0.318113400018774,False,True,9,ba6636ac-6427-41fc-9953-61ed95cabb1c,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3",4.328390371778852,2.7485478000206873,2.4276210228030513,40.10608635258039,1.5798425717581646,4.0106086352580395,2.7485478000206873,1.5798425717581646,schwefel
