iteration,x0,x1,x2,x3,objective_true,objective_observed,objective_true_deployed,input_error_l2,input_error_applied,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,missing,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,0.3269722766055607,0.9872768433379255,0.31871083848551673,0.7885489358200289,0.7605355480143281,0.7605355480143281,0.7605355480143281,0.0,False,True,0.0,ucb,0.0,False,False,8,b10cf76e-558d-488b-8d7d-c3d6b4350439,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3",2.153305282720616,0.7605355480143281,1.3927697347062877,1.3927697347062877,1.3927697347062877,1.3927697347062877,0.7605355480143281,1.3927697347062877,weber_fechner
2,0.8698965116962161,0.391084806539194,0.4378818731227988,0.37274890308935305,0.5477004673352494,0.5477004673352494,0.5477004673352494,0.0,False,True,0.0,ucb,0.0,False,False,8,b10cf76e-558d-488b-8d7d-c3d6b4350439,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3",2.153305282720616,0.7605355480143281,1.6056048153853664,2.998374550091654,1.3927697347062877,1.499187275045827,0.7605355480143281,1.3927697347062877,weber_fechner
3,0.10695359647277436,0.47896545416271696,0.24135214508468228,0.25714524855112975,-1.0083709297012688,,-1.0083709297012688,0.0,False,True,,ucb,0.0,False,True,8,b10cf76e-558d-488b-8d7d-c3d6b4350439,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3",2.153305282720616,0.7605355480143281,3.1616762124218845,6.160050762513539,1.3927697347062877,2.0533502541711797,0.7605355480143281,1.3927697347062877,weber_fechner
4,0.1847315568344149,0.1938645489043107,0.813827670155021,0.42298418814422634,-0.27185097240544737,-0.27185097240544737,-0.27185097240544737,0.0,False,True,0.0,ucb,0.0,False,False,8,b10cf76e-558d-488b-8d7d-c3d6b4350439,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3",2.153305282720616,0.7605355480143281,2.4251562551260633,8.585207017639602,1.3927697347062877,2.1463017544099006,0.7605355480143281,1.3927697347062877,weber_fechner
5,0.25592050515822606,0.5909028517654116,0.6042722960584558,0.6468580270601879,0.5836233699068986,0.5836233699068986,0.5836233699068986,0.0,False,True,0.0,ucb,0.0,False,False,8,b10cf76e-558d-488b-8d7d-c3d6b4350439,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3",2.153305282720616,0.7605355480143281,1.5696819128137172,10.15488893045332,1.3927697347062877,2.0309777860906637,0.7605355480143281,1.3927697347062877,weber_fechner
6,0.7488342863773653,0.7677575321862634,0.5349415019209877,0.8644371193279976,1.4148994604247749,1.4148994604247749,1.4148994604247749,0.0,False,True,0.0,ucb,0.3133341000066139,False,False,8,b10cf76e-558d-488b-8d7d-c3d6b4350439,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3",2.153305282720616,1.4148994604247749,0.738405822295841,10.89329475274916,0.738405822295841,1.8155491254581932,1.4148994604247749,0.738405822295841,weber_fechner
7,1.0,0.9237158620325535,0.9319821940997158,0.8627756037761891,1.9872217679276267,1.9872217679276267,1.9872217679276267,0.0,False,True,0.0,ucb,0.2692599999718368,False,False,8,b10cf76e-558d-488b-8d7d-c3d6b4350439,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3",2.153305282720616,1.9872217679276267,0.1660835147929891,11.059378267542149,0.1660835147929891,1.5799111810774498,1.9872217679276267,0.1660835147929891,weber_fechner
8,1.0,1.0,1.0,0.2991649700509797,1.485183494736021,1.485183494736021,1.485183494736021,0.0,False,True,0.0,ucb,0.26330419996520504,False,False,8,b10cf76e-558d-488b-8d7d-c3d6b4350439,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3",2.153305282720616,1.9872217679276267,0.6681217879845949,11.727500055526743,0.1660835147929891,1.465937506940843,1.9872217679276267,0.1660835147929891,weber_fechner
9,1.0,0.6756759754160582,1.0,1.0,1.9347234523349444,1.9347234523349444,1.9347234523349444,0.0,False,True,0.0,ucb,0.2346026999875903,False,False,8,b10cf76e-558d-488b-8d7d-c3d6b4350439,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3",2.153305282720616,1.9872217679276267,0.21858183038567147,11.946081885912415,0.1660835147929891,1.327342431768046,1.9872217679276267,0.1660835147929891,weber_fechner
10,1.0,1.0,1.0,1.0,2.153305282720616,2.153305282720616,2.153305282720616,0.0,False,True,0.0,ucb,0.24566040001809597,False,False,8,b10cf76e-558d-488b-8d7d-c3d6b4350439,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3",2.153305282720616,2.153305282720616,0.0,11.946081885912415,0.0,1.1946081885912414,2.153305282720616,0.0,weber_fechner
