iteration,x0,x1,x2,x3,objective_true,objective_observed,objective_true_deployed,input_error_l2,input_error_applied,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,missing,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,0.625095466604667,0.8972138009695755,0.7756856902451935,0.22520718999059186,0.8667354478597996,0.8667354478597996,0.8667354478597996,0.0,False,True,0.0,logei,0.0,False,False,7,f994c2db-fcc4-4a3c-b57f-83bf5f2733a2,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3",2.153305282720616,0.8667354478597996,1.286569834860816,1.286569834860816,1.286569834860816,1.286569834860816,0.8667354478597996,1.286569834860816,weber_fechner
2,0.30016628491122543,0.8735534453962619,0.005265304565574724,0.8212284183827663,-1.0643392029821754,,-1.0643392029821754,0.0,False,True,,logei,0.0,False,True,7,f994c2db-fcc4-4a3c-b57f-83bf5f2733a2,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3",2.153305282720616,0.8667354478597996,3.2176444857027913,4.504214320563607,1.286569834860816,2.2521071602818035,0.8667354478597996,1.286569834860816,weber_fechner
3,0.7970694287520462,0.4679349528437208,0.3030324268193135,0.2784256121007733,0.2360213266448916,0.2360213266448916,0.2360213266448916,0.0,False,True,0.0,logei,0.0,False,False,7,f994c2db-fcc4-4a3c-b57f-83bf5f2733a2,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3",2.153305282720616,0.8667354478597996,1.9172839560757242,6.421498276639332,1.286569834860816,2.140499425546444,0.8667354478597996,1.286569834860816,weber_fechner
4,0.2548695876541246,0.4450763058826466,0.5045482589579533,0.5534973520744925,0.23801149854205525,0.23801149854205525,0.23801149854205525,0.0,False,True,0.0,logei,0.0,False,False,7,f994c2db-fcc4-4a3c-b57f-83bf5f2733a2,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3",2.153305282720616,0.8667354478597996,1.9152937841785607,8.336792060817892,1.286569834860816,2.084198015204473,0.8667354478597996,1.286569834860816,weber_fechner
5,0.9955002834343927,0.7926619192137531,0.6221792294411627,0.9889601476818849,1.7504782612251544,1.7504782612251544,1.7504782612251544,0.0,False,True,0.0,logei,0.0,False,False,7,f994c2db-fcc4-4a3c-b57f-83bf5f2733a2,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3",2.153305282720616,1.7504782612251544,0.40282702149546146,8.739619082313354,0.40282702149546146,1.7479238164626707,1.7504782612251544,0.40282702149546146,weber_fechner
6,1.0,0.8485440625899294,0.2108680386522324,1.0,1.2036872027682672,1.2036872027682672,1.2036872027682672,0.0,False,True,0.0,logei,0.3994711000123061,False,False,7,f994c2db-fcc4-4a3c-b57f-83bf5f2733a2,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3",2.153305282720616,1.7504782612251544,0.9496180799523486,9.689237162265702,0.40282702149546146,1.614872860377617,1.7504782612251544,0.40282702149546146,weber_fechner
7,1.0,0.7752343297032993,0.9813137973242126,1.0,2.0007000589514985,2.0007000589514985,2.0007000589514985,0.0,False,True,0.0,logei,0.23421770002460107,False,False,7,f994c2db-fcc4-4a3c-b57f-83bf5f2733a2,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3",2.153305282720616,2.0007000589514985,0.15260522376911734,9.84184238603482,0.15260522376911734,1.40597748371926,2.0007000589514985,0.15260522376911734,weber_fechner
8,1.0,0.7103481926636961,1.0,1.0,1.9625636911531203,1.9625636911531203,1.9625636911531203,0.0,False,True,0.0,logei,0.3815084000234492,False,False,7,f994c2db-fcc4-4a3c-b57f-83bf5f2733a2,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3",2.153305282720616,2.0007000589514985,0.19074159156749548,10.032583977602314,0.15260522376911734,1.2540729972002893,2.0007000589514985,0.15260522376911734,weber_fechner
9,1.0,1.0,1.0,1.0,2.153305282720616,2.153305282720616,2.153305282720616,0.0,False,True,0.0,logei,0.1973439000430517,False,False,7,f994c2db-fcc4-4a3c-b57f-83bf5f2733a2,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3",2.153305282720616,2.153305282720616,0.0,10.032583977602314,0.0,1.1147315530669237,2.153305282720616,0.0,weber_fechner
10,0.7438828163964774,1.0,1.0,1.0,1.9882439200761381,1.9882439200761381,1.9882439200761381,0.0,False,True,0.0,logei,0.23928959999466315,False,False,7,f994c2db-fcc4-4a3c-b57f-83bf5f2733a2,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3",2.153305282720616,2.153305282720616,0.16506136264447768,10.197645340246792,0.0,1.0197645340246793,2.153305282720616,0.0,weber_fechner
11,1.0,1.0,1.0,1.0,2.153305282720616,2.153305282720616,2.153305282720616,0.0,False,True,0.0,logei,0.2544423000072129,False,False,7,f994c2db-fcc4-4a3c-b57f-83bf5f2733a2,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3",2.153305282720616,2.153305282720616,0.0,10.197645340246792,0.0,0.927058667295163,2.153305282720616,0.0,weber_fechner
12,1.0,1.0,1.0,1.0,2.153305282720616,2.153305282720616,2.153305282720616,0.0,False,True,0.0,logei,0.19861690001562238,False,False,7,f994c2db-fcc4-4a3c-b57f-83bf5f2733a2,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3",2.153305282720616,2.153305282720616,0.0,10.197645340246792,0.0,0.8498037783538993,2.153305282720616,0.0,weber_fechner
13,1.0,1.0,1.0,0.8429025071959416,2.0578922120270833,2.0578922120270833,2.0578922120270833,0.0,False,True,0.0,logei,0.30252899997867644,False,False,7,f994c2db-fcc4-4a3c-b57f-83bf5f2733a2,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3",2.153305282720616,2.153305282720616,0.09541307069353255,10.293058410940326,0.0,0.7917737239184865,2.153305282720616,0.0,weber_fechner
14,1.0,0.0,1.0,0.0,-3.0559917112647907,-3.0559917112647907,-3.0559917112647907,0.0,False,True,0.0,logei,0.29655889997957274,False,False,7,f994c2db-fcc4-4a3c-b57f-83bf5f2733a2,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3",2.153305282720616,2.153305282720616,5.209296993985406,15.502355404925732,0.0,1.1073111003518379,2.153305282720616,0.0,weber_fechner
15,1.0,0.3980191796728086,0.0,1.0,-0.962885883807717,-0.962885883807717,-0.962885883807717,0.0,False,True,0.0,logei,0.3239030000404455,False,False,7,f994c2db-fcc4-4a3c-b57f-83bf5f2733a2,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3",2.153305282720616,2.153305282720616,3.116191166528333,18.618546571454065,0.0,1.2412364380969376,2.153305282720616,0.0,weber_fechner
16,0.0,0.727214102010391,1.0,1.0,-0.6290231543172607,-0.6290231543172607,-0.6290231543172607,0.0,False,True,0.0,logei,0.37647069996455684,False,False,7,f994c2db-fcc4-4a3c-b57f-83bf5f2733a2,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3",2.153305282720616,2.153305282720616,2.7823284370378767,21.40087500849194,0.0,1.3375546880307463,2.153305282720616,0.0,weber_fechner
17,0.9194372643862505,0.8979519413939434,1.0,1.0,2.046277365245727,2.046277365245727,2.046277365245727,0.0,False,True,0.0,logei,0.32702660001814365,False,False,7,f994c2db-fcc4-4a3c-b57f-83bf5f2733a2,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3",2.153305282720616,2.153305282720616,0.10702791747488893,21.507902925966828,0.0,1.2651707603509899,2.153305282720616,0.0,weber_fechner
18,0.9591893828396336,1.0,1.0,1.0,2.1300274017037433,2.1300274017037433,2.1300274017037433,0.0,False,True,0.0,logei,0.2747967999894172,False,False,7,f994c2db-fcc4-4a3c-b57f-83bf5f2733a2,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3",2.153305282720616,2.153305282720616,0.02327788101687256,21.531180806983702,0.0,1.1961767114990947,2.153305282720616,0.0,weber_fechner
