iteration,x0,x1,x2,x3,x4,x5,objective_true,objective_observed,objective_true_deployed,input_error_l2,input_error_applied,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,missing,imputed_value,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,0.8702492039700847,0.28681720908755537,0.6031481500515619,0.7775340829201788,0.7160746296035653,0.9153801204905075,-0.6203051845937949,,-0.6203051845937949,0.0,False,True,,ucb,0.0,False,True,,9,0e9b2653-6ea3-477d-871e-e0f2dccb1f45,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,-0.6203051845937949,8.587469147885733,8.587469147885733,8.587469147885733,8.587469147885733,-0.6203051845937949,8.587469147885733,hartmann_6
2,0.8603936491828846,0.9182376290487624,0.026587734467597213,0.4372480001295087,0.48494432697728806,0.06515419737010752,-0.47852200150684815,-0.47852200150684815,-0.47852200150684815,0.0,False,True,0.0,ucb,0.0,False,False,,9,0e9b2653-6ea3-477d-871e-e0f2dccb1f45,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,-0.47852200150684815,8.445685964798786,17.03315511268452,8.445685964798786,8.51657755634226,-0.47852200150684815,8.445685964798786,hartmann_6
3,0.005626050679392924,0.830621436971257,0.9833022442861755,0.7846098526726796,0.31560348997827314,0.7053337045894538,-0.5412982988132623,-0.5412982988132623,-0.5412982988132623,0.0,False,True,0.0,ucb,0.0,False,False,,9,0e9b2653-6ea3-477d-871e-e0f2dccb1f45,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,-0.47852200150684815,8.5084622621052,25.541617374789716,8.445685964798786,8.513872458263238,-0.47852200150684815,8.445685964798786,hartmann_6
4,0.2991810731982467,0.7407484828757487,0.279747219748287,0.7825909153281315,0.9877407468945767,0.9862385492802385,-0.6665178495997667,-0.6665178495997667,-0.6665178495997667,0.0,False,True,0.0,ucb,0.0,False,False,,9,0e9b2653-6ea3-477d-871e-e0f2dccb1f45,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,-0.47852200150684815,8.633681812891703,34.17529918768142,8.445685964798786,8.543824796920354,-0.47852200150684815,8.445685964798786,hartmann_6
5,0.8828625669966758,0.9128100517839179,0.7082069141031725,0.5544968772635087,0.9232382080702205,0.08973077985431255,-0.5212958261669214,-0.5212958261669214,-0.5212958261669214,0.0,False,True,0.0,ucb,0.0,False,False,,9,0e9b2653-6ea3-477d-871e-e0f2dccb1f45,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,-0.47852200150684815,8.488459789458858,42.663758977140276,8.445685964798786,8.532751795428055,-0.47852200150684815,8.445685964798786,hartmann_6
6,0.4692988842683349,0.9332022936237767,0.5273276189270958,0.5246420397157544,0.06686873365965894,0.12686380147649817,5.94243520803683,5.94243520803683,5.94243520803683,0.0,False,True,0.0,ucb,0.24243340000975877,False,False,,9,0e9b2653-6ea3-477d-871e-e0f2dccb1f45,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,5.94243520803683,2.024728755255107,44.68848773239538,2.024728755255107,7.448081288732563,5.94243520803683,2.024728755255107,hartmann_6
7,0.3642612561174281,1.0,0.7549822071491186,0.13586063620665023,0.0,0.0,0.36797087705043646,0.36797087705043646,0.36797087705043646,0.0,False,True,0.0,ucb,0.4820251999772154,False,False,,9,0e9b2653-6ea3-477d-871e-e0f2dccb1f45,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,5.94243520803683,7.599193086241501,52.28768081863688,2.024728755255107,7.469668688376697,5.94243520803683,2.024728755255107,hartmann_6
8,0.39224328921120927,1.0,0.48056729372833423,0.6766878239354075,0.0,0.0,5.831605822672136,5.831605822672136,5.831605822672136,0.0,False,True,0.0,ucb,0.43012489995453507,False,False,,9,0e9b2653-6ea3-477d-871e-e0f2dccb1f45,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,5.94243520803683,2.1355581406198008,54.42323895925668,2.024728755255107,6.802904869907085,5.94243520803683,2.024728755255107,hartmann_6
9,0.7121826202369956,0.547668878877254,0.4501608484970326,0.7088964295105319,0.0,0.24633663547051202,-0.34750613230218846,-0.34750613230218846,-0.34750613230218846,0.0,False,True,0.0,ucb,0.5199588999967091,False,False,,9,0e9b2653-6ea3-477d-871e-e0f2dccb1f45,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,5.94243520803683,8.314670095594126,62.7379090548508,2.024728755255107,6.970878783872312,5.94243520803683,2.024728755255107,hartmann_6
10,0.3701039333696487,1.0,0.44114383120820977,0.31222308284043965,0.018974251276818097,0.4786690214414955,-0.2945488259624402,-0.2945488259624402,-0.2945488259624402,0.0,False,True,0.0,ucb,0.49613859999226406,False,False,,9,0e9b2653-6ea3-477d-871e-e0f2dccb1f45,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,5.94243520803683,8.261712789254377,70.99962184410518,2.024728755255107,7.099962184410518,5.94243520803683,2.024728755255107,hartmann_6
11,0.46990777148181356,1.0,1.0,0.6259643243784737,0.6620362314974177,0.02328722158947029,5.851936308833331,5.851936308833331,5.851936308833331,0.0,False,True,0.0,ucb,0.4241864000214264,False,False,,9,0e9b2653-6ea3-477d-871e-e0f2dccb1f45,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,5.94243520803683,2.1152276544586064,73.11484949856379,2.024728755255107,6.646804499869435,5.94243520803683,2.024728755255107,hartmann_6
12,0.4000396518178282,0.7380376602308281,0.0,0.5862966225401909,1.0,0.0,5.447305029710954,5.447305029710954,5.447305029710954,0.0,False,True,0.0,ucb,0.5394747999962419,False,False,,9,0e9b2653-6ea3-477d-871e-e0f2dccb1f45,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,5.94243520803683,2.5198589335809833,75.63470843214476,2.024728755255107,6.302892369345397,5.94243520803683,2.024728755255107,hartmann_6
13,0.42604171919283024,0.26098614417605615,1.0,0.6737528390589179,0.0,0.10928474347218635,-0.34460001146769287,-0.34460001146769287,-0.34460001146769287,0.0,False,True,0.0,ucb,0.38154829997802153,False,False,,9,0e9b2653-6ea3-477d-871e-e0f2dccb1f45,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,5.94243520803683,8.31176397475963,83.94647240690439,2.024728755255107,6.457420954377261,5.94243520803683,2.024728755255107,hartmann_6
14,0.2742172072696284,0.9708504312114226,1.0,0.5458736194079249,1.0,0.04233878524070495,4.6870270335538695,4.6870270335538695,4.6870270335538695,0.0,False,True,0.0,ucb,0.3973063000012189,False,False,,9,0e9b2653-6ea3-477d-871e-e0f2dccb1f45,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,5.94243520803683,3.2801369297380676,87.22660933664245,2.024728755255107,6.230472095474461,5.94243520803683,2.024728755255107,hartmann_6
15,0.42280903937397457,0.9857723909364463,0.0,0.6975231795207313,1.0,0.21501091349697918,3.0740030873962807,3.0740030873962807,3.0740030873962807,0.0,False,True,0.0,ucb,0.37770329997874796,False,False,,9,0e9b2653-6ea3-477d-871e-e0f2dccb1f45,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,5.94243520803683,4.893160875895656,92.11977021253811,2.024728755255107,6.141318014169207,5.94243520803683,2.024728755255107,hartmann_6
16,0.43544454123739423,1.0,0.0,0.5126306143608708,0.0,0.0,5.982848696508392,5.982848696508392,5.982848696508392,0.0,False,True,0.0,ucb,0.3121610000380315,False,False,,9,0e9b2653-6ea3-477d-871e-e0f2dccb1f45,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,5.982848696508392,1.984315266783545,94.10408547932165,1.984315266783545,5.881505342457603,5.982848696508392,1.984315266783545,hartmann_6
