iteration,x0,x1,x2,x3,x4,x5,objective_true,objective_observed,objective_true_deployed,input_error_l2,input_error_applied,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,missing,imputed_value,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,0.8702492039700847,0.28681720908755537,0.6031481500515619,0.7775340829201788,0.7160746296035653,0.9153801204905075,-0.6203051845937949,-0.6203051845937949,-0.6203051845937949,0.0,False,True,0.0,logei,0.0,False,False,,9,b634fd75-bbd1-4848-8f06-702912b30fe5,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,-0.6203051845937949,8.587469147885733,8.587469147885733,8.587469147885733,8.587469147885733,-0.6203051845937949,8.587469147885733,hartmann_6
2,0.8603936491828846,0.9182376290487624,0.026587734467597213,0.4372480001295087,0.48494432697728806,0.06515419737010752,-0.47852200150684815,,-0.47852200150684815,0.0,False,True,,logei,0.0,False,True,-0.6203051845937949,9,b634fd75-bbd1-4848-8f06-702912b30fe5,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,-0.47852200150684815,8.445685964798786,17.03315511268452,8.445685964798786,8.51657755634226,-0.6203051845937949,8.587469147885733,hartmann_6
3,0.005626050679392924,0.830621436971257,0.9833022442861755,0.7846098526726796,0.31560348997827314,0.7053337045894538,-0.5412982988132623,,-0.5412982988132623,0.0,False,True,,logei,0.0,False,True,-0.6203051845937949,9,b634fd75-bbd1-4848-8f06-702912b30fe5,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,-0.47852200150684815,8.5084622621052,25.541617374789716,8.445685964798786,8.513872458263238,-0.6203051845937949,8.587469147885733,hartmann_6
4,0.2991810731982467,0.7407484828757487,0.279747219748287,0.7825909153281315,0.9877407468945767,0.9862385492802385,-0.6665178495997667,-0.6665178495997667,-0.6665178495997667,0.0,False,True,0.0,logei,0.0,False,False,,9,b634fd75-bbd1-4848-8f06-702912b30fe5,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,-0.47852200150684815,8.633681812891703,34.17529918768142,8.445685964798786,8.543824796920354,-0.6203051845937949,8.587469147885733,hartmann_6
5,0.8828625669966758,0.9128100517839179,0.7082069141031725,0.5544968772635087,0.9232382080702205,0.08973077985431255,-0.5212958261669214,,-0.5212958261669214,0.0,False,True,,logei,0.0,False,True,-0.6665178495997667,9,b634fd75-bbd1-4848-8f06-702912b30fe5,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,-0.47852200150684815,8.488459789458858,42.663758977140276,8.445685964798786,8.532751795428055,-0.6203051845937949,8.587469147885733,hartmann_6
6,0.46688033062922135,0.45802863018944423,0.8694435545742799,0.8036943964807484,0.412935172813653,0.8662445885790819,0.5006765618379352,,0.5006765618379352,0.0,False,True,,logei,0.4439915000111796,False,True,-0.6665178495997667,9,b634fd75-bbd1-4848-8f06-702912b30fe5,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,0.5006765618379352,7.4664874014540015,50.13024637859428,7.4664874014540015,8.355041063099046,-0.6203051845937949,8.587469147885733,hartmann_6
7,0.9035857330057,0.3881172928943739,0.2781335734875596,0.6759382096124926,0.5633936792090594,0.7479205470085477,-0.5609055912693343,,-0.5609055912693343,0.0,False,True,,logei,0.5104902999592014,False,True,-0.6665178495997667,9,b634fd75-bbd1-4848-8f06-702912b30fe5,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,0.5006765618379352,8.528069554561272,58.65831593315555,7.4664874014540015,8.379759419022221,-0.6203051845937949,8.587469147885733,hartmann_6
8,1.0,0.06095377361067131,0.6094557169338829,0.8332946041064102,0.9959467935788184,1.0,-0.67269560055133,-0.67269560055133,-0.67269560055133,0.0,False,True,0.0,logei,0.895746499998495,False,False,,9,b634fd75-bbd1-4848-8f06-702912b30fe5,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,0.5006765618379352,8.639859563843267,67.29817549699882,7.4664874014540015,8.412271937124853,-0.6203051845937949,8.587469147885733,hartmann_6
9,0.40869201147703377,0.9026482243976565,0.5055897207622863,0.6057981165520627,0.3941978360080843,0.3654696911025411,1.3066585598020746,1.3066585598020746,1.3066585598020746,0.0,False,True,0.0,logei,0.4519902999745682,False,False,,9,b634fd75-bbd1-4848-8f06-702912b30fe5,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,1.3066585598020746,6.6605054034898625,73.95868090048869,6.6605054034898625,8.21763121116541,1.3066585598020746,6.6605054034898625,hartmann_6
10,0.0,1.0,0.0,0.31456670923015184,0.0,0.395431564800262,-0.5878243697323742,-0.5878243697323742,-0.5878243697323742,0.0,False,True,0.0,logei,0.7518271000008099,False,False,,9,b634fd75-bbd1-4848-8f06-702912b30fe5,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,1.3066585598020746,8.554988333024312,82.513669233513,6.6605054034898625,8.2513669233513,1.3066585598020746,6.6605054034898625,hartmann_6
