iteration,x0,x1,x2,x3,x4,x5,objective_true,objective_observed,objective_true_deployed,input_error_l2,input_error_applied,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,missing,imputed_value,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,0.3269722766055607,0.9872768433379255,0.31871083848551673,0.7885489358200289,0.8698965116962161,0.391084806539194,0.04111385411386355,0.04111385411386355,0.04111385411386355,0.0,False,True,0.0,logei,0.0,False,False,,8,b03fd970-8a8d-4bed-8e08-0aca106dc163,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,0.04111385411386355,7.926050109178074,7.926050109178074,7.926050109178074,7.926050109178074,0.04111385411386355,7.926050109178074,hartmann_6
2,0.4378818731227988,0.37274890308935305,0.10695359647277436,0.47896545416271696,0.24135214508468228,0.25714524855112975,0.6815256660977724,,0.6815256660977724,0.0,False,True,,logei,0.0,False,True,0.04111385411386355,8,b03fd970-8a8d-4bed-8e08-0aca106dc163,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,0.6815256660977724,7.285638297194165,15.21168840637224,7.285638297194165,7.60584420318612,0.04111385411386355,7.926050109178074,hartmann_6
3,0.1847315568344149,0.1938645489043107,0.813827670155021,0.42298418814422634,0.25592050515822606,0.5909028517654116,3.8396825017826863,3.8396825017826863,3.8396825017826863,0.0,False,True,0.0,logei,0.0,False,False,,8,b03fd970-8a8d-4bed-8e08-0aca106dc163,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,3.8396825017826863,4.127481461509251,19.33916986788149,4.127481461509251,6.446389955960497,3.8396825017826863,4.127481461509251,hartmann_6
4,0.6042722960584558,0.6468580270601879,0.9113563804485241,0.15020611196196842,0.3713871284423962,0.28462063751081257,-0.17355647012026845,-0.17355647012026845,-0.17355647012026845,0.0,False,True,0.0,logei,0.0,False,False,,8,b03fd970-8a8d-4bed-8e08-0aca106dc163,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,3.8396825017826863,8.140720433412206,27.479890301293697,4.127481461509251,6.869972575323424,3.8396825017826863,4.127481461509251,hartmann_6
5,0.016782052324450736,0.1815539373627295,0.3946685812986028,0.39331071008632423,0.616727944407001,0.45226652882714635,0.8281451526339255,0.8281451526339255,0.8281451526339255,0.0,False,True,0.0,logei,0.0,False,False,,8,b03fd970-8a8d-4bed-8e08-0aca106dc163,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,3.8396825017826863,7.139018810658012,34.61890911195171,4.127481461509251,6.923781822390342,3.8396825017826863,4.127481461509251,hartmann_6
6,0.131826373798101,0.10675787309217052,0.894937965670463,0.478021474693751,0.16551624907142118,0.6835929588752057,1.9557849916626793,1.9557849916626793,1.9557849916626793,0.0,False,True,0.0,logei,0.3124463999993168,False,False,,8,b03fd970-8a8d-4bed-8e08-0aca106dc163,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,3.8396825017826863,6.011378971629258,40.630288083580965,4.127481461509251,6.771714680596827,3.8396825017826863,4.127481461509251,hartmann_6
7,0.23666103327453483,0.2493234338650139,0.8252137768811274,0.39015676316987474,0.268936747879088,0.5533870592884622,3.7843101198962144,3.7843101198962144,3.7843101198962144,0.0,False,True,0.0,logei,0.4903644000296481,False,False,,8,b03fd970-8a8d-4bed-8e08-0aca106dc163,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,3.8396825017826863,4.182853843395723,44.813141926976684,4.127481461509251,6.401877418139526,3.8396825017826863,4.127481461509251,hartmann_6
8,0.22903769447259792,0.2572528139184967,0.7593596597607557,0.38664544804908074,0.3092053514763823,0.5260169568109145,4.212062130208953,,4.212062130208953,0.0,False,True,,logei,0.32989210000960156,False,True,0.04111385411386355,8,b03fd970-8a8d-4bed-8e08-0aca106dc163,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,4.212062130208953,3.7551018330829837,48.568243760059666,3.7551018330829837,6.071030470007458,3.8396825017826863,4.127481461509251,hartmann_6
9,0.22406676042360288,0.23186826502432822,0.8384468934712574,0.4001946406938454,0.25526899696898203,0.5706787222971913,3.683384518849536,,3.683384518849536,0.0,False,True,,logei,0.378756899968721,False,True,0.04111385411386355,8,b03fd970-8a8d-4bed-8e08-0aca106dc163,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,4.212062130208953,4.283779444442401,52.85202320450207,3.7551018330829837,5.872447022722452,3.8396825017826863,4.127481461509251,hartmann_6
10,0.011998104902554053,0.0,1.0,0.25307227936604537,0.07259550525812547,0.8465468285157424,0.5169830996585928,,0.5169830996585928,0.0,False,True,,logei,0.1795648999977857,False,True,0.04111385411386355,8,b03fd970-8a8d-4bed-8e08-0aca106dc163,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,4.212062130208953,7.450180863633344,60.30220406813541,3.7551018330829837,6.030220406813541,3.8396825017826863,4.127481461509251,hartmann_6
