jitter_std,mean_gaussian,std_gaussian,count_gaussian,difference
0.05,-0.05992700333748942,0.8783335967356386,100,
0.25,0.18029978340181887,1.088665742877684,100,
1.0,0.6166414529141797,1.4207503718464483,100,
5.0,1.2065754891874767,1.6771742045594296,100,
