dataset,acquisition,seed,error_model,jitter_std,jitter_iteration,variant,budget,k,tolerance,extra,censored,multiplier
ackley,logei,10,gaussian,0.05,0,inc-observed_max_rep10,50,10,0.01,4.0,False,1.4
ackley,logei,10,gaussian,0.05,0,inc-observed_max_rep10,50,25,0.01,17.0,False,1.68
ackley,logei,10,gaussian,0.25,0,inc-observed_max_rep10,50,10,0.01,20.0,False,3.0
ackley,logei,10,gaussian,0.25,0,inc-observed_max_rep10,50,25,0.01,13.0,False,1.52
ackley,logei,10,gaussian,1.0,0,inc-observed_max_rep10,50,10,0.01,40.0,True,5.0
ackley,logei,10,gaussian,1.0,0,inc-observed_max_rep10,50,25,0.01,25.0,True,2.0
ackley,logei,10,gaussian,5.0,0,inc-observed_max_rep10,50,10,0.01,40.0,True,5.0
ackley,logei,10,gaussian,5.0,0,inc-observed_max_rep10,50,25,0.01,25.0,True,2.0
ackley,logei,10,gaussian,0.05,20,inc-observed_max_rep10,50,10,0.01,8.0,False,1.8
ackley,logei,10,gaussian,0.05,20,inc-observed_max_rep10,50,25,0.01,25.0,True,2.0
ackley,logei,10,gaussian,0.25,20,inc-observed_max_rep10,50,10,0.01,8.0,False,1.8
ackley,logei,10,gaussian,0.25,20,inc-observed_max_rep10,50,25,0.01,25.0,True,2.0
ackley,logei,10,gaussian,1.0,20,inc-observed_max_rep10,50,10,0.01,8.0,False,1.8
ackley,logei,10,gaussian,1.0,20,inc-observed_max_rep10,50,25,0.01,25.0,True,2.0
ackley,logei,10,gaussian,5.0,20,inc-observed_max_rep10,50,10,0.01,8.0,False,1.8
ackley,logei,10,gaussian,5.0,20,inc-observed_max_rep10,50,25,0.01,25.0,True,2.0
ackley,logei,11,gaussian,0.05,0,inc-observed_max_rep10,50,10,0.01,13.0,False,2.3
ackley,logei,11,gaussian,0.05,0,inc-observed_max_rep10,50,25,0.01,17.0,False,1.68
ackley,logei,11,gaussian,0.25,0,inc-observed_max_rep10,50,10,0.01,20.0,False,3.0
ackley,logei,11,gaussian,0.25,0,inc-observed_max_rep10,50,25,0.01,22.0,False,1.88
ackley,logei,11,gaussian,1.0,0,inc-observed_max_rep10,50,10,0.01,1.0,False,1.1
ackley,logei,11,gaussian,1.0,0,inc-observed_max_rep10,50,25,0.01,25.0,True,2.0
ackley,logei,11,gaussian,5.0,0,inc-observed_max_rep10,50,10,0.01,43.0,True,5.3
ackley,logei,11,gaussian,5.0,0,inc-observed_max_rep10,50,25,0.01,25.0,True,2.0
ackley,logei,11,gaussian,0.05,20,inc-observed_max_rep10,50,10,0.01,1.0,False,1.1
ackley,logei,11,gaussian,0.05,20,inc-observed_max_rep10,50,25,0.01,25.0,True,2.0
ackley,logei,11,gaussian,0.25,20,inc-observed_max_rep10,50,10,0.01,1.0,False,1.1
ackley,logei,11,gaussian,0.25,20,inc-observed_max_rep10,50,25,0.01,25.0,True,2.0
ackley,logei,11,gaussian,1.0,20,inc-observed_max_rep10,50,10,0.01,1.0,False,1.1
ackley,logei,11,gaussian,1.0,20,inc-observed_max_rep10,50,25,0.01,25.0,True,2.0
ackley,logei,11,gaussian,5.0,20,inc-observed_max_rep10,50,10,0.01,1.0,False,1.1
ackley,logei,11,gaussian,5.0,20,inc-observed_max_rep10,50,25,0.01,25.0,True,2.0
ackley,logei,7,gaussian,0.05,0,inc-observed_max_rep10,50,10,0.01,1.0,False,1.1
ackley,logei,7,gaussian,0.05,0,inc-observed_max_rep10,50,25,0.01,-2.0,False,0.92
ackley,logei,7,gaussian,0.25,0,inc-observed_max_rep10,50,10,0.01,11.0,False,2.1
ackley,logei,7,gaussian,0.25,0,inc-observed_max_rep10,50,25,0.01,3.0,False,1.12
ackley,logei,7,gaussian,1.0,0,inc-observed_max_rep10,50,10,0.01,1.0,False,1.1
ackley,logei,7,gaussian,1.0,0,inc-observed_max_rep10,50,25,0.01,4.0,False,1.16
ackley,logei,7,gaussian,5.0,0,inc-observed_max_rep10,50,10,0.01,15.0,False,2.5
ackley,logei,7,gaussian,5.0,0,inc-observed_max_rep10,50,25,0.01,26.0,True,2.04
ackley,logei,7,gaussian,0.05,20,inc-observed_max_rep10,50,10,0.01,1.0,False,1.1
ackley,logei,7,gaussian,0.05,20,inc-observed_max_rep10,50,25,0.01,4.0,False,1.16
ackley,logei,7,gaussian,0.25,20,inc-observed_max_rep10,50,10,0.01,1.0,False,1.1
ackley,logei,7,gaussian,0.25,20,inc-observed_max_rep10,50,25,0.01,4.0,False,1.16
ackley,logei,7,gaussian,1.0,20,inc-observed_max_rep10,50,10,0.01,1.0,False,1.1
ackley,logei,7,gaussian,1.0,20,inc-observed_max_rep10,50,25,0.01,7.0,False,1.28
ackley,logei,7,gaussian,5.0,20,inc-observed_max_rep10,50,10,0.01,1.0,False,1.1
ackley,logei,7,gaussian,5.0,20,inc-observed_max_rep10,50,25,0.01,26.0,True,2.04
ackley,logei,8,gaussian,0.05,0,inc-observed_max_rep10,50,10,0.01,1.0,False,1.1
ackley,logei,8,gaussian,0.05,0,inc-observed_max_rep10,50,25,0.01,12.0,False,1.48
ackley,logei,8,gaussian,0.25,0,inc-observed_max_rep10,50,10,0.01,18.0,False,2.8
ackley,logei,8,gaussian,0.25,0,inc-observed_max_rep10,50,25,0.01,12.0,False,1.48
ackley,logei,8,gaussian,1.0,0,inc-observed_max_rep10,50,10,0.01,17.0,False,2.7
ackley,logei,8,gaussian,1.0,0,inc-observed_max_rep10,50,25,0.01,25.0,True,2.0
ackley,logei,8,gaussian,5.0,0,inc-observed_max_rep10,50,10,0.01,35.0,False,4.5
ackley,logei,8,gaussian,5.0,0,inc-observed_max_rep10,50,25,0.01,25.0,True,2.0
ackley,logei,8,gaussian,0.05,20,inc-observed_max_rep10,50,10,0.01,13.0,False,2.3
ackley,logei,8,gaussian,0.05,20,inc-observed_max_rep10,50,25,0.01,16.0,False,1.64
ackley,logei,8,gaussian,0.25,20,inc-observed_max_rep10,50,10,0.01,13.0,False,2.3
ackley,logei,8,gaussian,0.25,20,inc-observed_max_rep10,50,25,0.01,12.0,False,1.48
ackley,logei,8,gaussian,1.0,20,inc-observed_max_rep10,50,10,0.01,13.0,False,2.3
ackley,logei,8,gaussian,1.0,20,inc-observed_max_rep10,50,25,0.01,18.0,False,1.72
ackley,logei,8,gaussian,5.0,20,inc-observed_max_rep10,50,10,0.01,41.0,True,5.1
ackley,logei,8,gaussian,5.0,20,inc-observed_max_rep10,50,25,0.01,25.0,True,2.0
