error_model,variant,jitter_std,jitter_iteration,k,tolerance,budget,n_runs,n_landscapes,mean_extra,ci_low,ci_high,median_extra,mean_extra_reached,mean_multiplier,censored_fraction
gaussian,inc-observed_max_rep10,0.05,0,10,0.01,50,100,20,4.220000000000001,3.0097500000000004,5.41,2.0,3.8383838383838382,1.4220000000000002,0.01
gaussian,inc-observed_max_rep10,0.05,0,25,0.01,50,100,20,11.370000000000001,8.32975,14.569999999999997,9.0,9.177777777777777,1.4547999999999999,0.1
gaussian,inc-observed_max_rep10,0.05,20,10,0.01,50,100,20,3.9300000000000006,2.87975,5.04,2.0,3.93,1.393,0.0
gaussian,inc-observed_max_rep10,0.05,20,25,0.01,50,100,20,10.56,7.700000000000001,13.679999999999998,7.0,7.876404494382022,1.4224,0.11
gaussian,inc-observed_max_rep10,0.25,0,10,0.01,50,100,20,8.99,6.859749999999999,11.200249999999999,4.5,7.614583333333333,1.899,0.04
gaussian,inc-observed_max_rep10,0.25,0,25,0.01,50,100,20,16.689999999999998,13.8395,19.881249999999994,16.0,10.228571428571428,1.6676,0.3
gaussian,inc-observed_max_rep10,0.25,20,10,0.01,50,100,20,4.069999999999999,2.92,5.330249999999999,2.0,4.07,1.4070000000000003,0.0
gaussian,inc-observed_max_rep10,0.25,20,25,0.01,50,100,20,12.809999999999999,9.489249999999998,16.220000000000002,10.0,7.223684210526316,1.5124000000000002,0.24
gaussian,inc-observed_max_rep10,1.0,0,10,0.01,50,100,20,15.34,12.7,18.029999999999998,11.5,10.764705882352942,2.5340000000000003,0.15
gaussian,inc-observed_max_rep10,1.0,0,25,0.01,50,100,20,23.470000000000002,20.509749999999997,26.3105,28.0,14.755102040816327,1.9387999999999996,0.51
gaussian,inc-observed_max_rep10,1.0,20,10,0.01,50,100,20,4.430000000000001,2.96975,5.97,2.0,3.673469387755102,1.443,0.02
gaussian,inc-observed_max_rep10,1.0,20,25,0.01,50,100,20,15.819999999999997,12.01975,19.450499999999998,12.0,7.546875,1.6327999999999998,0.36
gaussian,inc-observed_max_rep10,5.0,0,10,0.01,50,100,20,24.090000000000003,18.999999999999996,28.7805,34.0,13.403225806451612,3.4090000000000003,0.38
gaussian,inc-observed_max_rep10,5.0,0,25,0.01,50,100,20,28.9,25.929999999999996,31.669999999999995,30.0,18.32,2.156,0.75
gaussian,inc-observed_max_rep10,5.0,20,10,0.01,50,100,20,5.65,3.45,8.500000000000002,2.0,3.351063829787234,1.565,0.06
gaussian,inc-observed_max_rep10,5.0,20,25,0.01,50,100,20,17.619999999999997,13.65925,21.73,25.0,4.653061224489796,1.7047999999999996,0.51
