error_model,jitter_iteration,n_runs,n_benchmarks,n_cells,n_nonpositive_cells,gain_prediction,interval,beta_c,beta_z,beta_z_lo,beta_z_hi,beta_z_pct_lo,beta_z_pct_hi,gain_gap,gain_gap_lo,gain_gap_hi,gain_gap_pct_lo,gain_gap_pct_hi,verdict,leverage_dataset,beta_z_without_leverage,gain_gap_without_leverage,loglog_beta_c,loglog_beta_z,loglog_beta_z_lo,loglog_beta_z_hi,loglog_beta_z_pct_lo,loglog_beta_z_pct_hi,loglog_gain_gap,loglog_gain_gap_lo,loglog_gain_gap_hi,loglog_gain_gap_pct_lo,loglog_gain_gap_pct_hi,loglog_verdict,loglog_leverage_dataset,loglog_beta_z_without_leverage,loglog_gain_gap_without_leverage,bootstrap_reps_used
gaussian,0,400,20,80,13,0.24146850458809477,bca,0.7585314954119052,0.7148635008919834,0.4409778693325033,1.5523165460487558,0.5602840575793985,1.911468255169406,0.4733949963038886,0.11038917980043217,1.3398051571844918,0.16736470553227428,1.6164129858644305,neither,shekel,0.8256808350213856,0.5462831867322988,0.45666032564381376,1.3268879839229726,0.8476503413561733,1.9562282507748892,0.937062317452683,2.078896414568289,0.7835483095667863,0.3308882160798563,1.4288632261274752,0.4007241763944215,1.540223712397972,neither,shekel,1.6802280801967242,1.1528729342980695,1816
gaussian,20,400,20,80,24,0.0352539903430944,bca,0.9647460096569056,1.108671392107338,0.7468331857506748,1.469932560548717,0.9734344232726506,2.017930466276268,1.0734174017642433,0.42434909388285974,1.4400914866844272,0.7712669483152919,1.8508073540663124,neither,shekel,1.4214847241457678,1.154434086804418,0.09691371983364738,1.729464425514589,-0.8597678494348604,2.4263623797135696,0.06539624558033358,2.574391598285913,0.8263781453482364,-3.9956277614113747,1.8696399994612112,-1.6152961604480613,2.1632496546986753,both (underpowered),hicks_law,1.9987568957599025,1.5449246615689978,1999
