model,term,coefficient,ci_low,ci_high,p_bootstrap,bootstrap_reps_used,r_squared,n_cells,n_clusters
mediator_only,const,0.4858974305414954,0.2894727051660854,0.6771234633002797,0.0005,2000,0.48823938175330894,160,20
mediator_only,frag_at_c,0.805489667774747,0.3687911290835761,0.9539820886563678,0.0005,2000,0.48823938175330894,160,20
mediator_only,onset_20,-0.1257332023461017,-0.3420179943969077,0.08135474005814565,0.227,2000,0.48823938175330894,160,20
descriptors_only,const,0.48589743054149565,0.29838072632698814,0.6162025237172862,0.0005,2000,0.39982096139829615,160,20
descriptors_only,log_noise,0.4340037185772384,0.15351179339320006,0.8085212315511913,0.0005,2000,0.39982096139829615,160,20
descriptors_only,dim,-0.026228518575372194,-0.1322527931853485,0.20842618574196672,0.617,2000,0.39982096139829615,160,20
descriptors_only,log_opt_z,0.5993858026877009,0.24621925233717604,0.6981835383733658,0.0005,2000,0.39982096139829615,160,20
descriptors_only,ruggedness,-0.15595675179652194,-0.25386886259467173,0.08209625160986239,0.218,2000,0.39982096139829615,160,20
descriptors_only,log_tail_ratio,0.13106676145103455,0.004100920541178214,0.25004787478961127,0.045,2000,0.39982096139829615,160,20
descriptors_only,onset_20,-0.12573320234610208,-0.34201799439690767,0.08135474005814393,0.227,2000,0.39982096139829615,160,20
both,const,0.48589743054149603,0.30522923131470864,0.6155127378596691,0.0005,2000,0.5888508264222703,160,20
both,frag_at_c,0.7368627503738525,0.3268409112317524,0.9641153739344198,0.0005,2000,0.5888508264222703,160,20
both,log_noise,-0.053054565236704695,-0.21027151385116893,0.2037352276818695,0.609,2000,0.5888508264222703,160,20
both,dim,-0.02779309010442382,-0.1320774082473722,0.2153031911652599,0.596,2000,0.5888508264222703,160,20
both,log_opt_z,0.359371873610692,-0.015956211351776484,0.4823718878685616,0.065,2000,0.5888508264222703,160,20
both,ruggedness,-0.12665075244259638,-0.21809005858782587,0.14632066586789538,0.386,2000,0.5888508264222703,160,20
both,log_tail_ratio,0.13127247670669273,-0.004773725111804885,0.2507971183937402,0.054,2000,0.5888508264222703,160,20
both,onset_20,-0.12573320234610263,-0.3420179943969093,0.08135474005814551,0.227,2000,0.5888508264222703,160,20
descriptors_interaction,const,0.48589743054149537,0.29838072632698814,0.6162025237172862,0.0005,2000,0.7454786273401875,160,20
descriptors_interaction,log_noise,-0.3383884350661274,-0.6683818083198556,0.04699591773156664,0.189,2000,0.7454786273401875,160,20
descriptors_interaction,dim,-0.026228518575372364,-0.13225279318533922,0.2084261857419674,0.617,2000,0.7454786273401875,160,20
descriptors_interaction,log_opt_z,0.8743048136028087,0.39510699307196456,1.043514142408325,0.0005,2000,0.7454786273401875,160,20
descriptors_interaction,ruggedness,-0.1559567517965219,-0.253868862594674,0.08209625160985924,0.218,2000,0.7454786273401875,160,20
descriptors_interaction,log_tail_ratio,0.13106676145103524,0.004100920541184264,0.25004787478961055,0.045,2000,0.7454786273401875,160,20
descriptors_interaction,noise_x_opt_z,1.1239443086283458,0.2868667834675879,1.4526922603273837,0.0005,2000,0.7454786273401875,160,20
descriptors_interaction,log_noise_sq,0.11969097102256601,0.037898492354824946,0.24127222997463307,0.0005,2000,0.7454786273401875,160,20
descriptors_interaction,onset_20,-0.12573320234610186,-0.34201799439690855,0.08135474005814451,0.227,2000,0.7454786273401875,160,20
both_interaction,const,0.4858974305414952,0.2984111943437565,0.6163327724368731,0.0005,2000,0.7471716938736905,160,20
both_interaction,frag_at_c,0.1175861802389559,-0.18648364773174508,0.7492967378164168,0.583,2000,0.7471716938736905,160,20
both_interaction,log_noise,-0.38886552926140194,-0.6859280035949828,-0.059986540470293,0.004,2000,0.7471716938736905,160,20
both_interaction,dim,-0.026478187851934547,-0.1307852194768873,0.2131639156599743,0.605,2000,0.7471716938736905,160,20
both_interaction,log_opt_z,0.815011427061338,0.14167917500453894,1.1199042579764986,0.001,2000,0.7471716938736905,160,20
both_interaction,ruggedness,-0.1512801949745561,-0.25320371826357896,0.1130117132073735,0.316,2000,0.7471716938736905,160,20
both_interaction,log_tail_ratio,0.131099588827799,-0.0016427885069451188,0.2484051808873071,0.055,2000,0.7471716938736905,160,20
both_interaction,noise_x_opt_z,1.0381202382112498,0.06379806996440478,1.5649410677008733,0.01,2000,0.7471716938736905,160,20
both_interaction,log_noise_sq,0.0651608234982692,-0.13760402664553037,0.22072331504517256,0.699,2000,0.7471716938736905,160,20
both_interaction,onset_20,-0.12573320234610147,-0.34201799439690783,0.08135474005814393,0.227,2000,0.7471716938736905,160,20
