run_id,dataset,objective,acquisition,seed,oracle_model,baseline,error_model,jitter_std,jitter_iteration,n_iterations,acq_opt_failures,response_start_iteration,response_end_iteration,response_l2,final_best_true,final_simple_regret_true,final_cum_regret_true,final_avg_regret_true,auc_simple_regret_true,auc_simple_regret_true_postonset_per_iter,final_inference_simple_regret_true,auc_inference_simple_regret_true,param_columns,response_x0,response_x1,response_x2,response_x3,response_x4
fdfbb0d6-b769-4999-a4f6-3c51f5cf8c43,michalewicz,value,logei,10,exact,True,none,0.0,0,25,0,1,2,3.409690555775156,3.8186227570647926,4.229098409624186,180.1454862151028,7.205819448604111,153.14258355661343,6.380940981525559,4.229098409624186,153.14258355661343,"x0,x1,x2,x3,x4",-2.5763639183200144,1.5122202941068952,0.04179210139287726,0.8677923190970707,1.3952484867540926
a0f725c2-21a2-4382-b5c5-cc91ff438a79,michalewicz,value,logei,10,exact,False,gaussian,0.7071,0,25,0,1,2,3.409690555775156,0.4098661381662595,7.6378550285227185,214.313975544786,8.572559021791438,189.6940118338016,7.9039171597417335,7.73456949790906,204.62571748831687,"x0,x1,x2,x3,x4",-2.5763639183200144,1.5122202941068952,0.04179210139287726,0.8677923190970707,1.3952484867540926
2cfb0115-08ca-4aca-aaea-b2712afa9145,michalewicz,value,logei,10,exact,False,gaussian,3.5355,0,25,0,1,2,3.409690555775156,0.4142154526514834,7.6335057140374944,214.30054617787764,8.572021847115105,189.1886469825091,7.88286029093788,8.096625337103426,196.10613072617755,"x0,x1,x2,x3,x4",-2.5763639183200144,1.5122202941068952,0.04179210139287726,0.8677923190970707,1.3952484867540926
45fa32b2-636c-4e6c-9b4f-7f78764db358,michalewicz,value,logei,11,exact,True,none,0.0,0,25,0,1,2,4.57017014560389,4.556546020346453,3.491175146342525,163.45067423644187,6.5380269694576745,127.26081354290919,5.302533897621216,3.491175146342525,127.26081354290919,"x0,x1,x2,x3,x4",2.5121457262230966,-1.347294900034295,-1.481965935395698,2.889132524111535,1.488981425934305
4b154f12-235b-4013-98cd-eede554c023f,michalewicz,value,logei,11,exact,False,gaussian,0.7071,0,25,0,1,2,4.57017014560389,3.6350844160951614,4.412636750593817,187.27330402991495,7.490932161196599,159.77237002229242,6.6571820842621845,4.412636750593817,160.39888141242972,"x0,x1,x2,x3,x4",2.5121457262230966,-1.347294900034295,-1.481965935395698,2.889132524111535,1.488981425934305
dd67dbd6-7ec5-40a3-8140-f697242d16a0,michalewicz,value,logei,11,exact,False,gaussian,3.5355,0,25,0,1,2,4.57017014560389,2.5897472400102792,5.457973926678699,197.7486431269663,7.909945725078652,164.7833103970505,6.865971266543771,7.5666492653899535,175.30336489197705,"x0,x1,x2,x3,x4",2.5121457262230966,-1.347294900034295,-1.481965935395698,2.889132524111535,1.488981425934305
1b5d849a-cef6-4e7b-b679-70cf40e9e113,michalewicz,value,logei,7,exact,True,none,0.0,0,25,0,1,2,3.462243739646996,3.2843276156845573,4.763393551004421,173.6196650007419,6.944786600029675,141.18212799621875,5.882588666509115,4.763393551004421,141.18212799621875,"x0,x1,x2,x3,x4",0.7805537608974431,-2.802138843683271,0.14307670014143614,1.7965582081583973,0.5270608146792729
35c28669-f12f-4044-8eb3-a7db4fab9ff5,michalewicz,value,logei,7,exact,False,gaussian,0.7071,0,25,0,1,2,3.462243739646996,2.5319024344863306,5.515818732202648,191.98803713992825,7.679521485597129,156.05267517510475,6.502194798962698,6.59614882025168,164.6383764381668,"x0,x1,x2,x3,x4",0.7805537608974431,-2.802138843683271,0.14307670014143614,1.7965582081583973,0.5270608146792729
936da614-2bbb-41d3-8adb-0cf02bfbfe9d,michalewicz,value,logei,7,exact,False,gaussian,3.5355,0,25,0,1,2,3.462243739646996,2.155813307018943,5.891907859670035,202.39992139818463,8.095996855927385,161.5112075481676,6.729633647840316,6.212634730766336,178.2566369115668,"x0,x1,x2,x3,x4",0.7805537608974431,-2.802138843683271,0.14307670014143614,1.7965582081583973,0.5270608146792729
a5500cbb-15fd-4a49-a5c6-35dee1f1f6e0,michalewicz,value,logei,8,exact,True,none,0.0,0,25,0,1,2,3.023551846861266,2.371618784137377,5.676102382551601,193.81232445582415,7.752492978232968,165.526693188262,6.896945549510916,5.676102382551601,165.526693188262,"x0,x1,x2,x3,x4",0.20141545304255803,-1.7259752023470254,0.16976558677362275,-2.141294910814377,-1.2281461384073296
