iteration,x0,x1,x2,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,ceiling_value,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,0.12857020276919962,0.49927786244011496,0.6014983576233575,0.5137940632577207,0.6807226672780152,True,0.16692860402029452,logei,0.0,False,1.6407415411981159,11,7d32a005-4bbf-472f-b02f-e19a1c7cdfd6,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2",3.0549009421557276,0.5137940632577207,2.541106878898007,2.541106878898007,2.541106878898007,2.541106878898007,0.5137940632577207,2.541106878898007,hartmann_3
2,0.028689008371944547,0.14792608457745593,0.9282110229603695,-0.31376576698332603,-0.22258486732236363,True,0.0911808996609624,logei,0.0,False,1.6407415411981159,11,7d32a005-4bbf-472f-b02f-e19a1c7cdfd6,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2",3.0549009421557276,0.5137940632577207,3.3686667091390534,5.90977358803706,2.541106878898007,2.95488679401853,0.5137940632577207,2.541106878898007,hartmann_3
3,0.07042057615419683,0.12977394939929798,0.9483284532917751,-0.4727011274378231,-0.4922921053806125,True,-0.01959097794278941,logei,0.0,False,1.6407415411981159,11,7d32a005-4bbf-472f-b02f-e19a1c7cdfd6,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2",3.0549009421557276,0.5137940632577207,3.527602069593551,9.43737565763061,2.541106878898007,3.14579188587687,0.5137940632577207,2.541106878898007,hartmann_3
4,0.6218835927963828,0.368993123729791,0.5113900218032627,-0.6166682040543563,-1.0014147239438973,True,-0.384746519889541,logei,0.0,False,1.6407415411981159,11,7d32a005-4bbf-472f-b02f-e19a1c7cdfd6,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2",3.0549009421557276,0.5137940632577207,3.671569146210084,13.108944803840695,2.541106878898007,3.2772362009601737,0.5137940632577207,2.541106878898007,hartmann_3
5,0.6628429525167993,0.2753088157611293,0.13796807286695534,-0.6066610395455705,-0.4986924511166914,True,0.10796858842887908,logei,0.0,False,1.6407415411981159,11,7d32a005-4bbf-472f-b02f-e19a1c7cdfd6,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2",3.0549009421557276,0.5137940632577207,3.661561981701298,16.770506785541993,2.541106878898007,3.354101357108399,0.5137940632577207,2.541106878898007,hartmann_3
6,0.02603613979225061,0.46137939907479725,0.630503705412526,0.5710646167935538,0.605565896356344,True,0.034501279562790144,logei,0.23075980000430718,False,1.6407415411981159,11,7d32a005-4bbf-472f-b02f-e19a1c7cdfd6,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2",3.0549009421557276,0.5710646167935538,2.483836325362174,19.254343110904166,2.483836325362174,3.2090571851506944,0.5137940632577207,2.541106878898007,hartmann_3
7,0.09686340748616865,0.6470084128922746,0.666150589214177,1.5616441761221809,1.5111778925397028,True,-0.050466283582478066,logei,0.3775915000005625,False,1.6407415411981159,11,7d32a005-4bbf-472f-b02f-e19a1c7cdfd6,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2",3.0549009421557276,1.5616441761221809,1.4932567660335467,20.747599876937713,1.4932567660335467,2.9639428395625305,1.5616441761221809,1.4932567660335467,hartmann_3
8,0.06598721231978351,0.7791557926162839,0.6476636129282434,1.810044957120101,1.843517351774972,True,0.03347239465487095,logei,0.28681069996673614,False,2.061644176122181,11,7d32a005-4bbf-472f-b02f-e19a1c7cdfd6,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2",3.0549009421557276,1.810044957120101,1.2448559850356267,21.99245586197334,1.2448559850356267,2.7490569827466675,1.810044957120101,1.2448559850356267,hartmann_3
9,0.0938255456752898,0.8465389617899535,1.0,0.03217863050852757,0.09698607834094918,True,0.06480744783242161,logei,0.33220270002493635,False,2.310044957120101,11,7d32a005-4bbf-472f-b02f-e19a1c7cdfd6,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2",3.0549009421557276,1.810044957120101,3.0227223116472,25.01517817362054,1.2448559850356267,2.779464241513393,1.810044957120101,1.2448559850356267,hartmann_3
10,0.2236356485058456,0.8695405473205197,0.5998899169152063,2.027470405620933,2.174173094419805,True,0.14670268879887205,logei,0.3150846000062302,False,2.310044957120101,11,7d32a005-4bbf-472f-b02f-e19a1c7cdfd6,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2",3.0549009421557276,2.027470405620933,1.0274305365347947,26.042608710155335,1.0274305365347947,2.6042608710155335,2.027470405620933,1.0274305365347947,hartmann_3
11,0.19717770429632803,0.9598294874836192,0.47597502524248037,1.384097904281825,1.1608066475761996,True,-0.22329125670562555,logei,0.28001509996829554,False,2.527470405620933,11,7d32a005-4bbf-472f-b02f-e19a1c7cdfd6,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2",3.0549009421557276,2.027470405620933,1.6708030378739025,27.713411748029237,1.0274305365347947,2.519401068002658,2.027470405620933,1.0274305365347947,hartmann_3
12,0.32566285329072253,0.9554227215926016,0.666751364496564,0.9826202489371464,0.907843763937895,True,-0.07477648499925138,logei,0.18955229996936396,False,2.527470405620933,11,7d32a005-4bbf-472f-b02f-e19a1c7cdfd6,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2",3.0549009421557276,2.027470405620933,2.0722806932185813,29.785692441247818,1.0274305365347947,2.4821410367706513,2.027470405620933,1.0274305365347947,hartmann_3
13,0.21440422191571287,0.7844374729837879,0.5812466058482935,1.994457400067414,2.412313230846907,True,0.41785583077949306,logei,0.2555098999873735,False,2.527470405620933,11,7d32a005-4bbf-472f-b02f-e19a1c7cdfd6,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2",3.0549009421557276,2.027470405620933,1.0604435420883136,30.846135983336133,1.0274305365347947,2.3727796910258565,1.994457400067414,1.0604435420883136,hartmann_3
14,0.21941919997212259,0.7786794195093903,0.5122746639052814,1.7124063255549704,1.3703657248721934,True,-0.342040600682777,logei,0.308044700010214,False,2.494457400067414,11,7d32a005-4bbf-472f-b02f-e19a1c7cdfd6,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2",3.0549009421557276,2.027470405620933,1.3424946166007572,32.18863059993689,1.0274305365347947,2.2991878999954922,1.994457400067414,1.0604435420883136,hartmann_3
15,0.7900698748391619,0.7900142048432653,0.5940329487403834,-0.02450382686748826,-0.08441505004301823,True,-0.05991122317552997,logei,0.3247524999896996,False,2.494457400067414,11,7d32a005-4bbf-472f-b02f-e19a1c7cdfd6,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2",3.0549009421557276,2.027470405620933,3.079404769023216,35.268035368960106,1.0274305365347947,2.351202357930674,1.994457400067414,1.0604435420883136,hartmann_3
16,0.10973247016173007,0.8032877290991308,0.5845415020601309,2.142145168191882,2.119822662953036,True,-0.022322505238845824,logei,0.336726900015492,False,2.494457400067414,11,7d32a005-4bbf-472f-b02f-e19a1c7cdfd6,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2",3.0549009421557276,2.142145168191882,0.9127557739638457,36.18079114292395,0.9127557739638457,2.261299446432747,1.994457400067414,1.0604435420883136,hartmann_3
17,0.2482856982869199,0.7781026191737168,0.604432045507322,1.8655555992112194,1.8505855421615183,True,-0.014970057049701113,logei,0.24578550003934652,False,2.494457400067414,11,7d32a005-4bbf-472f-b02f-e19a1c7cdfd6,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2",3.0549009421557276,2.142145168191882,1.1893453429445082,37.37013648586846,0.9127557739638457,2.1982433226981444,1.994457400067414,1.0604435420883136,hartmann_3
18,0.09651522406987655,0.8782750370572447,0.581430317634998,2.2073579106726133,2.1295805479226395,True,-0.07777736274997382,logei,0.1710263999993913,False,2.494457400067414,11,7d32a005-4bbf-472f-b02f-e19a1c7cdfd6,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2",3.0549009421557276,2.2073579106726133,0.8475430314831143,38.21767951735157,0.8475430314831143,2.123204417630643,1.994457400067414,1.0604435420883136,hartmann_3
19,0.1366310042147018,0.8498530590757338,0.5851694295163342,2.2045921613671724,2.0955540037462455,True,-0.10903815762092695,logei,0.1721238000318408,False,2.494457400067414,11,7d32a005-4bbf-472f-b02f-e19a1c7cdfd6,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2",3.0549009421557276,2.2073579106726133,0.8503087807885552,39.06798829814012,0.8475430314831143,2.0562099104284273,1.994457400067414,1.0604435420883136,hartmann_3
20,0.13702232893925534,0.844231441311516,0.5860586349132708,2.19935971778799,2.0651642763115254,True,-0.13419544147646478,logei,0.1680426000384614,False,2.494457400067414,11,7d32a005-4bbf-472f-b02f-e19a1c7cdfd6,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2",3.0549009421557276,2.2073579106726133,0.8555412243677374,39.92352952250786,0.8475430314831143,1.996176476125393,1.994457400067414,1.0604435420883136,hartmann_3
21,0.1476748792287652,0.8390708269265267,0.5870136172493478,2.1865754103798523,2.3969198962907012,True,0.21034448591084898,logei,0.2166302000405267,False,2.494457400067414,11,7d32a005-4bbf-472f-b02f-e19a1c7cdfd6,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2",3.0549009421557276,2.2073579106726133,0.8683255317758753,40.79185505428374,0.8475430314831143,1.9424692882992256,1.994457400067414,1.0604435420883136,hartmann_3
22,0.162293533569089,0.8575947893396422,0.583465893893103,2.191466934773758,2.494457400067414,True,0.3029904652936559,logei,0.23017689998960122,False,2.494457400067414,11,7d32a005-4bbf-472f-b02f-e19a1c7cdfd6,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2",3.0549009421557276,2.2073579106726133,0.8634340073819695,41.655289061665705,0.8475430314831143,1.893422230075714,2.191466934773758,0.8634340073819695,hartmann_3
23,0.20661511196355795,0.9059624916875717,0.5745658204895359,2.0853448858474097,2.281312256955978,True,0.19596737110856832,logei,0.2604126000078395,False,2.691466934773758,11,7d32a005-4bbf-472f-b02f-e19a1c7cdfd6,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2",3.0549009421557276,2.2073579106726133,0.9695560563083179,42.624845117974026,0.8475430314831143,1.8532541355640881,2.191466934773758,0.8634340073819695,hartmann_3
24,0.21066193251760118,0.9092505049664232,0.5739914927029485,2.070234468823222,1.8580352911601914,True,-0.21219917766303076,logei,0.20169109996641055,False,2.691466934773758,11,7d32a005-4bbf-472f-b02f-e19a1c7cdfd6,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2",3.0549009421557276,2.2073579106726133,0.9846664733325055,43.60951159130653,0.8475430314831143,1.8170629829711054,2.191466934773758,0.8634340073819695,hartmann_3
25,0.08874647393863097,0.8360372581367731,0.5864066137785537,2.194933953140113,2.2641138641647456,True,0.06917991102463272,logei,0.28266939998138696,False,2.691466934773758,11,7d32a005-4bbf-472f-b02f-e19a1c7cdfd6,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2",3.0549009421557276,2.2073579106726133,0.8599669890156147,44.469478580322146,0.8475430314831143,1.7787791432128859,2.191466934773758,0.8634340073819695,hartmann_3
26,0.08401484677472595,0.8354716892318342,0.5861390327039131,2.1931673614421863,2.1991311689030506,True,0.005963807460864334,logei,0.38836019998416305,False,2.691466934773758,11,7d32a005-4bbf-472f-b02f-e19a1c7cdfd6,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2",3.0549009421557276,2.2073579106726133,0.8617335807135413,45.33121216103569,0.8475430314831143,1.743508160039834,2.191466934773758,0.8634340073819695,hartmann_3
