iteration,x0,x1,x2,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,ceiling_value,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,0.625095466604667,0.8972138009695755,0.7756856902451935,0.24904007775011222,0.48004834898385657,True,0.23100827123374434,qnei,0.0,False,1.6407415411981159,7,8b1b3980-42cb-4b76-8108-8d380b2b7be9,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2",3.0549009421557276,0.24904007775011222,2.8058608644056156,2.8058608644056156,2.8058608644056156,2.8058608644056156,0.24904007775011222,2.8058608644056156,hartmann_3
2,0.22520718999059186,0.30016628491122543,0.8735534453962619,1.1754030797677335,1.10596582969594,True,-0.06943725007179347,qnei,0.0,False,1.6407415411981159,7,8b1b3980-42cb-4b76-8108-8d380b2b7be9,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2",3.0549009421557276,1.1754030797677335,1.879497862387994,4.685358726793609,1.879497862387994,2.3426793633968046,1.1754030797677335,1.879497862387994,hartmann_3
3,0.005265304565574724,0.8212284183827663,0.7970694287520462,1.1880648068824795,1.229470939949661,True,0.04140613306718155,qnei,0.0,False,1.6754030797677335,7,8b1b3980-42cb-4b76-8108-8d380b2b7be9,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2",3.0549009421557276,1.1880648068824795,1.866836135273248,6.552194862066857,1.866836135273248,2.184064954022286,1.1880648068824795,1.866836135273248,hartmann_3
4,0.4679349528437208,0.3030324268193135,0.2784256121007733,-0.26232363504763334,0.03502100430667188,True,0.2973446393543052,qnei,0.0,False,1.6880648068824795,7,8b1b3980-42cb-4b76-8108-8d380b2b7be9,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2",3.0549009421557276,1.1880648068824795,3.317224577203361,9.869419439270217,1.866836135273248,2.4673548598175543,1.1880648068824795,1.866836135273248,hartmann_3
5,0.2548695876541246,0.4450763058826466,0.5045482589579533,-0.3085779726034354,-0.11206206008062924,True,0.19651591252280615,qnei,0.0,False,1.6880648068824795,7,8b1b3980-42cb-4b76-8108-8d380b2b7be9,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2",3.0549009421557276,1.1880648068824795,3.363478914759163,13.23289835402938,1.866836135273248,2.646579670805876,1.1880648068824795,1.866836135273248,hartmann_3
6,0.0,1.0,0.9304994550993045,-0.42901529627334517,-0.41400684838644064,True,0.01500844788690453,qnei,0.34160139999585226,False,1.6880648068824795,7,8b1b3980-42cb-4b76-8108-8d380b2b7be9,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2",3.0549009421557276,1.1880648068824795,3.4839162384290727,16.716814592458455,1.866836135273248,2.7861357654097425,1.1880648068824795,1.866836135273248,hartmann_3
7,0.10965062329585024,0.7660113944877178,0.742818546210241,1.5723185237954351,1.5962075837870566,True,0.023889059991621497,qnei,0.3893361000227742,False,1.6880648068824795,7,8b1b3980-42cb-4b76-8108-8d380b2b7be9,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2",3.0549009421557276,1.5723185237954351,1.4825824183602925,18.199397010818746,1.4825824183602925,2.5999138586883923,1.5723185237954351,1.4825824183602925,hartmann_3
8,0.14678260583761737,0.7062271152226293,0.8942608416933613,2.168985520490893,2.072318523795435,True,-0.09666699669545809,qnei,0.2804131000302732,False,2.072318523795435,7,8b1b3980-42cb-4b76-8108-8d380b2b7be9,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2",3.0549009421557276,2.168985520490893,0.8859154216648344,19.08531243248358,0.8859154216648344,2.3856640540604475,2.168985520490893,0.8859154216648344,hartmann_3
9,1.0,0.6673329636590013,1.0,0.8212320560064922,0.7541225688009046,True,-0.06710948720558763,qnei,0.2730548999970779,False,2.668985520490893,7,8b1b3980-42cb-4b76-8108-8d380b2b7be9,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2",3.0549009421557276,2.168985520490893,2.2336688861492355,21.318981318632815,0.8859154216648344,2.368775702070313,2.168985520490893,0.8859154216648344,hartmann_3
10,0.0,0.6598251945085714,0.9678303562324754,1.5770523903529075,2.032525387450655,True,0.45547299709774736,qnei,0.22045309998793527,False,2.668985520490893,7,8b1b3980-42cb-4b76-8108-8d380b2b7be9,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2",3.0549009421557276,2.168985520490893,1.4778485518028202,22.796829870435637,0.8859154216648344,2.2796829870435635,2.168985520490893,0.8859154216648344,hartmann_3
11,0.0,0.7117976132237293,1.0,0.7943562530094382,0.3318978789801541,True,-0.46245837402928414,qnei,0.23451249999925494,False,2.668985520490893,7,8b1b3980-42cb-4b76-8108-8d380b2b7be9,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2",3.0549009421557276,2.168985520490893,2.2605446891462893,25.057374559581927,0.8859154216648344,2.277943141780175,2.168985520490893,0.8859154216648344,hartmann_3
12,0.06913069556164268,0.6584298034211707,0.9114559046533469,2.382989632551955,2.668985520490893,True,0.28599588793893815,qnei,0.3737330000149086,False,2.668985520490893,7,8b1b3980-42cb-4b76-8108-8d380b2b7be9,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2",3.0549009421557276,2.382989632551955,0.6719113096037725,25.7292858691857,0.6719113096037725,2.1441071557654747,2.382989632551955,0.6719113096037725,hartmann_3
13,0.0,0.6288781173508062,0.8967135224246635,2.680951375736833,1.9458539245371036,True,-0.7350974511997295,qnei,0.35203100001672283,False,2.882989632551955,7,8b1b3980-42cb-4b76-8108-8d380b2b7be9,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2",3.0549009421557276,2.680951375736833,0.37394956641889454,26.103235435604592,0.37394956641889454,2.0079411873541995,2.382989632551955,0.6719113096037725,hartmann_3
14,0.2637577159933882,0.6658722839623616,0.8890249221934123,2.507069123256813,2.2455237721247667,True,-0.26154535113204647,qnei,0.3402310000383295,False,2.882989632551955,7,8b1b3980-42cb-4b76-8108-8d380b2b7be9,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2",3.0549009421557276,2.680951375736833,0.5478318188989144,26.651067254503506,0.37394956641889454,1.9036476610359647,2.382989632551955,0.6719113096037725,hartmann_3
15,0.0,0.6639919481502737,0.9255749401711751,2.1841471347807735,1.8370529276194598,True,-0.3470942071613137,qnei,0.3957010000012815,False,2.882989632551955,7,8b1b3980-42cb-4b76-8108-8d380b2b7be9,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2",3.0549009421557276,2.680951375736833,0.8707538073749541,27.52182106187846,0.37394956641889454,1.8347880707918973,2.382989632551955,0.6719113096037725,hartmann_3
16,0.13566000403995324,0.6551939189551621,0.9864563734137367,1.2757353588705527,1.3618714663894236,True,0.08613610751887091,qnei,0.34762899996712804,False,2.882989632551955,7,8b1b3980-42cb-4b76-8108-8d380b2b7be9,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2",3.0549009421557276,2.680951375736833,1.779165583285175,29.300986645163633,0.37394956641889454,1.831311665322727,2.382989632551955,0.6719113096037725,hartmann_3
17,0.1979033217160848,0.656597259889692,0.9080075571961678,2.423667387085527,2.352341122553889,True,-0.07132626453163837,qnei,0.6334544999990612,False,2.882989632551955,7,8b1b3980-42cb-4b76-8108-8d380b2b7be9,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2",3.0549009421557276,2.680951375736833,0.6312335550702004,29.932220200233832,0.37394956641889454,1.7607188353078724,2.382989632551955,0.6719113096037725,hartmann_3
18,0.13447065588155707,0.656549922803152,0.8702689990903004,2.674897463379864,2.796268824234241,True,0.12137136085437694,qnei,0.5321470000199042,False,2.882989632551955,7,8b1b3980-42cb-4b76-8108-8d380b2b7be9,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2",3.0549009421557276,2.680951375736833,0.3800034787758637,30.312223679009698,0.37394956641889454,1.6840124266116498,2.674897463379864,0.3800034787758637,hartmann_3
19,0.10669374914481725,0.6367197862529654,0.8993337140590282,2.623729938961327,2.8119381276781845,True,0.18820818871685763,qnei,0.5909791000303812,False,3.174897463379864,7,8b1b3980-42cb-4b76-8108-8d380b2b7be9,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2",3.0549009421557276,2.680951375736833,0.4311710031944007,30.743394682204098,0.37394956641889454,1.6180734043265315,2.623729938961327,0.4311710031944007,hartmann_3
20,0.23648115851790308,0.6841500283131564,0.806945665293409,2.342793802625066,2.5925091821963084,True,0.24971537957124257,qnei,0.4316145000047982,False,3.123729938961327,7,8b1b3980-42cb-4b76-8108-8d380b2b7be9,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2",3.0549009421557276,2.680951375736833,0.7121071395306617,31.45550182173476,0.37394956641889454,1.572775091086738,2.623729938961327,0.4311710031944007,hartmann_3
21,0.230549479264145,0.6299138377289691,0.8248216647642946,2.7752450222754197,3.122264991095221,True,0.34701996881980124,qnei,0.3187578999786638,False,3.123729938961327,7,8b1b3980-42cb-4b76-8108-8d380b2b7be9,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2",3.0549009421557276,2.7752450222754197,0.2796559198803079,31.73515774161507,0.2796559198803079,1.5111979876959556,2.7752450222754197,0.2796559198803079,hartmann_3
