iteration,x0,x1,x2,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,ceiling_value,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,0.9560017096289753,0.20768181007914688,0.8284448852745308,0.3071663307112894,-0.024705994798420394,True,-0.3318723255097098,qnei,0.0,False,1.6407415411981159,10,3e4df132-5fb3-432b-804f-b246a63e5c80,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2",3.0549009421557276,0.3071663307112894,2.747734611444438,2.747734611444438,2.747734611444438,2.747734611444438,0.3071663307112894,2.747734611444438,hartmann_3
2,0.14928212308202027,0.5128046164365648,0.13591960402050662,-0.8703311095386822,-2.316193749785442,True,-1.4458626402467596,qnei,0.0,False,1.6407415411981159,10,3e4df132-5fb3-432b-804f-b246a63e5c80,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2",3.0549009421557276,0.3071663307112894,3.92523205169441,6.672966663138848,2.747734611444438,3.336483331569424,0.3071663307112894,2.747734611444438,hartmann_3
3,0.6890364797811311,0.841747724312279,0.4255089974049766,-0.2909134329371896,0.20281667623469352,True,0.4937301091718831,qnei,0.0,False,1.6407415411981159,10,3e4df132-5fb3-432b-804f-b246a63e5c80,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2",3.0549009421557276,0.3071663307112894,3.345814375092917,10.018781038231765,2.747734611444438,3.3395936794105885,-0.2909134329371896,3.345814375092917,hartmann_3
4,0.9569260034533662,0.8253329063847983,0.338215312471576,-0.8973733195280779,-1.5617780491241053,True,-0.6644047295960275,qnei,0.0,False,1.6407415411981159,10,3e4df132-5fb3-432b-804f-b246a63e5c80,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2",3.0549009421557276,0.3071663307112894,3.9522742616838054,13.97105529991557,2.747734611444438,3.4927638249788924,-0.2909134329371896,3.345814375092917,hartmann_3
5,0.5757605479445136,0.7533018647084769,0.8271039370247955,1.6562044985234257,0.666300912331158,True,-0.9899035861922677,qnei,0.0,False,1.6407415411981159,10,3e4df132-5fb3-432b-804f-b246a63e5c80,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2",3.0549009421557276,1.6562044985234257,1.398696443632302,15.369751743547871,1.398696443632302,3.073950348709574,1.6562044985234257,1.398696443632302,hartmann_3
6,0.662909174716808,0.4983642781581113,0.8443787430865434,2.790697340206209,1.6407415411981159,True,-1.1499557990080933,qnei,0.31221579998964444,False,1.6407415411981159,10,3e4df132-5fb3-432b-804f-b246a63e5c80,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2",3.0549009421557276,2.790697340206209,0.2642036019495184,15.63395534549739,0.2642036019495184,2.605659224249565,2.790697340206209,0.2642036019495184,hartmann_3
7,0.6613836942656494,0.1906516521384624,0.9067707337484457,0.014183752097041225,-0.3847512065765558,True,-0.398934958673597,qnei,0.33605760004138574,False,1.6407415411981159,10,3e4df132-5fb3-432b-804f-b246a63e5c80,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2",3.0549009421557276,2.790697340206209,3.0407171900586865,18.674672535556077,0.2642036019495184,2.667810362222297,2.790697340206209,0.2642036019495184,hartmann_3
8,0.7257040855924716,0.5599448498358295,1.0,1.0990986986060027,-0.043726416798735235,True,-1.142825115404738,qnei,0.31929610000224784,False,1.6407415411981159,10,3e4df132-5fb3-432b-804f-b246a63e5c80,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2",3.0549009421557276,2.790697340206209,1.9558022435497249,20.630474779105803,0.2642036019495184,2.5788093473882254,2.790697340206209,0.2642036019495184,hartmann_3
9,0.7547663750566515,0.5366541841951626,0.793645386644695,2.488179018285775,1.6407415411981159,True,-0.8474374770876589,qnei,0.3054555999697186,False,1.6407415411981159,10,3e4df132-5fb3-432b-804f-b246a63e5c80,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2",3.0549009421557276,2.790697340206209,0.5667219238699528,21.197196702975756,0.2642036019495184,2.3552440781084174,2.790697340206209,0.2642036019495184,hartmann_3
10,0.3948198354826797,0.48852658450306163,0.7774662496768847,2.407423819083151,1.6407415411981159,True,-0.7666822778850353,qnei,0.3141287000034936,False,1.6407415411981159,10,3e4df132-5fb3-432b-804f-b246a63e5c80,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2",3.0549009421557276,2.790697340206209,0.6474771230725764,21.844673826048332,0.2642036019495184,2.1844673826048333,2.790697340206209,0.2642036019495184,hartmann_3
