iteration,x0,x1,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,noise_effort,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,-380.3441123643396,-0.7394688613222797,-1.3387277521627092,5.638179136696972,True,6.9769068888596815,logei,0.0,False,1.6667,11,b02a3985-0c2c-4800-9265-bfc7d4a8d681,gaussian,5.0,0,exact,value,learned,14.999700005999879,"x0,x1",3.2050455310550587,-1.3387277521627092,4.543773283217768,4.543773283217768,4.543773283217768,4.543773283217768,-1.3387277521627092,4.543773283217768,eggholder
2,103.93431820631804,-482.6224554271288,-1.3260358375542693,2.2634454202788747,True,3.5894812578331443,logei,0.0,False,1.6667,11,b02a3985-0c2c-4800-9265-bfc7d4a8d681,gaussian,5.0,0,exact,value,learned,14.999700005999879,"x0,x1",3.2050455310550587,-1.3260358375542693,4.531081368609328,9.074854651827096,4.531081368609328,4.537427325913548,-1.3387277521627092,4.543773283217768,eggholder
3,-360.5236893926851,438.48808751141837,-0.7350220338372151,0.2638015155159763,True,0.9988235493531914,logei,0.0,False,1.6667,11,b02a3985-0c2c-4800-9265-bfc7d4a8d681,gaussian,5.0,0,exact,value,learned,14.999700005999879,"x0,x1",3.2050455310550587,-0.7350220338372151,3.940067564892274,13.01492221671937,3.940067564892274,4.338307405573123,-1.3387277521627092,4.543773283217768,eggholder
4,-439.88933001810244,-379.11147581511887,2.3037211741727988,3.5182847869956797,True,1.214563612822881,logei,0.0,False,1.6667,11,b02a3985-0c2c-4800-9265-bfc7d4a8d681,gaussian,5.0,0,exact,value,learned,14.999700005999879,"x0,x1",3.2050455310550587,2.3037211741727988,0.90132435688226,13.91624657360163,0.90132435688226,3.4790616434004074,-1.3387277521627092,4.543773283217768,eggholder
5,459.08833617077767,124.80879902349602,-0.9373089677051462,-10.8358401246545,True,-9.898531156949353,logei,0.0,False,1.6667,11,b02a3985-0c2c-4800-9265-bfc7d4a8d681,gaussian,5.0,0,exact,value,learned,14.999700005999879,"x0,x1",3.2050455310550587,2.3037211741727988,4.142354498760205,18.058601072361835,0.90132435688226,3.611720214472367,-1.3387277521627092,4.543773283217768,eggholder
6,-200.45695541524432,-189.7142063182618,-0.7225444398549172,-4.47889941298232,True,-3.7563549731274026,logei,0.12652109999908134,False,1.6667,11,b02a3985-0c2c-4800-9265-bfc7d4a8d681,gaussian,5.0,0,exact,value,learned,14.999700005999879,"x0,x1",3.2050455310550587,2.3037211741727988,3.9275899709099757,21.98619104327181,0.90132435688226,3.6643651738786347,-1.3387277521627092,4.543773283217768,eggholder
7,-445.563624960793,46.2289482039956,1.1003536762339026,-2.7740041009005347,True,-3.8743577771344375,logei,0.19204150000587106,False,1.6667,11,b02a3985-0c2c-4800-9265-bfc7d4a8d681,gaussian,5.0,0,exact,value,learned,14.999700005999879,"x0,x1",3.2050455310550587,2.3037211741727988,2.104691854821156,24.090882898092964,0.90132435688226,3.441554699727566,-1.3387277521627092,4.543773283217768,eggholder
8,-377.1140283580588,-287.67671641118915,0.19379140724637853,2.1838546551656255,True,1.990063247919247,logei,0.2623652999754995,False,1.6667,11,b02a3985-0c2c-4800-9265-bfc7d4a8d681,gaussian,5.0,0,exact,value,learned,14.999700005999879,"x0,x1",3.2050455310550587,2.3037211741727988,3.0112541238086803,27.102137021901644,0.90132435688226,3.3877671277377055,-1.3387277521627092,4.543773283217768,eggholder
9,-398.38979330449774,-59.3797609030964,-1.0084473354824948,-6.977862960914906,True,-5.969415625432411,logei,0.17293050000444055,False,1.6667,11,b02a3985-0c2c-4800-9265-bfc7d4a8d681,gaussian,5.0,0,exact,value,learned,14.999700005999879,"x0,x1",3.2050455310550587,2.3037211741727988,4.213492866537553,31.315629888439197,0.90132435688226,3.4795144320488,-1.3387277521627092,4.543773283217768,eggholder
10,-512.0,-512.0,-2.487061888349132,0.8798906624188967,True,3.366952550768029,logei,0.15580520004732534,False,1.6667,11,b02a3985-0c2c-4800-9265-bfc7d4a8d681,gaussian,5.0,0,exact,value,learned,14.999700005999879,"x0,x1",3.2050455310550587,2.3037211741727988,5.692107419404191,37.007737307843385,0.90132435688226,3.7007737307843387,-1.3387277521627092,4.543773283217768,eggholder
11,-266.72941456195906,-512.0,0.06288343532217203,-8.849939407300148,True,-8.91282284262232,logei,0.16658020002068952,False,1.6667,11,b02a3985-0c2c-4800-9265-bfc7d4a8d681,gaussian,5.0,0,exact,value,learned,14.999700005999879,"x0,x1",3.2050455310550587,2.3037211741727988,3.142162095732887,40.14989940357627,0.90132435688226,3.64999085487057,-1.3387277521627092,4.543773283217768,eggholder
12,-439.12744140067554,-512.0,0.018812573146835078,2.3131642853133347,True,2.2943517121665,logei,0.2311725000035949,False,1.6667,11,b02a3985-0c2c-4800-9265-bfc7d4a8d681,gaussian,5.0,0,exact,value,learned,14.999700005999879,"x0,x1",3.2050455310550587,2.3037211741727988,3.186232957908224,43.336132361484495,0.90132435688226,3.6113443634570412,-1.3387277521627092,4.543773283217768,eggholder
13,-364.1157301759853,16.77358774025963,-1.4050453011891626,3.3401470400368094,True,4.745192341225972,logei,0.3067606000113301,False,1.6667,11,b02a3985-0c2c-4800-9265-bfc7d4a8d681,gaussian,5.0,0,exact,value,learned,14.999700005999879,"x0,x1",3.2050455310550587,2.3037211741727988,4.610090832244222,47.94622319372871,0.90132435688226,3.688171014902209,-1.3387277521627092,4.543773283217768,eggholder
14,-460.65173013534127,-449.4234188313748,-1.5501909057019656,2.1129005058258556,True,3.6630914115278213,logei,0.24872750003123656,False,1.6667,11,b02a3985-0c2c-4800-9265-bfc7d4a8d681,gaussian,5.0,0,exact,value,learned,14.999700005999879,"x0,x1",3.2050455310550587,2.3037211741727988,4.755236436757024,52.701459630485736,0.90132435688226,3.764389973606124,-1.3387277521627092,4.543773283217768,eggholder
15,-370.68008286167134,33.82359194538803,-1.0488957800622423,-2.7752942511597065,True,-1.7263984710974642,logei,0.29285229998640716,False,1.6667,11,b02a3985-0c2c-4800-9265-bfc7d4a8d681,gaussian,5.0,0,exact,value,learned,14.999700005999879,"x0,x1",3.2050455310550587,2.3037211741727988,4.253941311117301,56.95540094160304,0.90132435688226,3.7970267294402027,-1.3387277521627092,4.543773283217768,eggholder
16,78.28028947976719,-149.50943095369334,-0.1535716184471825,-3.0349727193085916,True,-2.881401100861409,logei,0.20861089997924864,False,1.6667,11,b02a3985-0c2c-4800-9265-bfc7d4a8d681,gaussian,5.0,0,exact,value,learned,14.999700005999879,"x0,x1",3.2050455310550587,2.3037211741727988,3.3586171495022414,60.31401809110528,0.90132435688226,3.76962613069408,-1.3387277521627092,4.543773283217768,eggholder
17,-450.33615191273316,-512.0,-0.4711968873420659,-2.4707016668103305,True,-1.9995047794682645,logei,0.2833274999866262,False,1.6667,11,b02a3985-0c2c-4800-9265-bfc7d4a8d681,gaussian,5.0,0,exact,value,learned,14.999700005999879,"x0,x1",3.2050455310550587,2.3037211741727988,3.6762424183971247,63.990260509502406,0.90132435688226,3.7641329711472005,-1.3387277521627092,4.543773283217768,eggholder
18,179.0085725334472,-512.0,-0.6545896695805419,-6.046664357282359,True,-5.392074687701817,logei,0.17297750001307577,False,1.6667,11,b02a3985-0c2c-4800-9265-bfc7d4a8d681,gaussian,5.0,0,exact,value,learned,14.999700005999879,"x0,x1",3.2050455310550587,2.3037211741727988,3.8596352006356005,67.849895710138,0.90132435688226,3.769438650563222,-1.3387277521627092,4.543773283217768,eggholder
19,-361.60569174810405,-422.71286666402096,1.9450079842834829,4.012255521806627,True,2.0672475375231443,logei,0.26136480004061013,False,1.6667,11,b02a3985-0c2c-4800-9265-bfc7d4a8d681,gaussian,5.0,0,exact,value,learned,14.999700005999879,"x0,x1",3.2050455310550587,2.3037211741727988,1.2600375467715759,69.10993325690957,0.90132435688226,3.6373649082583985,-1.3387277521627092,4.543773283217768,eggholder
20,-351.7292071513108,-510.38564627581474,0.8257657369802114,-6.927418885649707,True,-7.753184622629918,logei,0.2447357999626547,False,1.6667,11,b02a3985-0c2c-4800-9265-bfc7d4a8d681,gaussian,5.0,0,exact,value,learned,14.999700005999879,"x0,x1",3.2050455310550587,2.3037211741727988,2.379279794074847,71.48921305098442,0.90132435688226,3.574460652549221,-1.3387277521627092,4.543773283217768,eggholder
21,-401.74158915097644,-404.01418754095147,0.6510518090160775,8.326360484826141,True,7.675308675810063,logei,0.2374674000311643,False,0.3333,11,b02a3985-0c2c-4800-9265-bfc7d4a8d681,gaussian,5.0,0,exact,value,learned,75.00750075007501,"x0,x1",3.2050455310550587,2.3037211741727988,2.5539937220389812,74.0432067730234,0.90132435688226,3.5258669891915906,0.6510518090160775,2.5539937220389812,eggholder
22,-462.1331939264138,-407.98670953433,1.7714430160974048,3.79417580909723,True,2.0227327929998253,logei,0.19809270004043356,False,0.3333,11,b02a3985-0c2c-4800-9265-bfc7d4a8d681,gaussian,5.0,0,exact,value,learned,75.00750075007501,"x0,x1",3.2050455310550587,2.3037211741727988,1.433602514957654,75.47680928798106,0.90132435688226,3.4307640585445935,0.6510518090160775,2.5539937220389812,eggholder
23,-353.50567468509536,-396.41595697059415,-0.12943120131500507,1.9171359815775149,True,2.04656718289252,logei,0.18134000001009554,False,0.3333,11,b02a3985-0c2c-4800-9265-bfc7d4a8d681,gaussian,5.0,0,exact,value,learned,75.00750075007501,"x0,x1",3.2050455310550587,2.3037211741727988,3.3344767323700637,78.81128602035112,0.90132435688226,3.4265776530587444,0.6510518090160775,2.5539937220389812,eggholder
24,-412.387447435273,-410.9976834021753,0.28394024463568596,7.341391511983288,True,7.057451267347602,logei,0.16833570000017062,False,0.3333,11,b02a3985-0c2c-4800-9265-bfc7d4a8d681,gaussian,5.0,0,exact,value,learned,75.00750075007501,"x0,x1",3.2050455310550587,2.3037211741727988,2.921105286419373,81.7323913067705,0.90132435688226,3.4055163044487706,0.6510518090160775,2.5539937220389812,eggholder
25,-411.6743017432476,-411.9273321445512,0.4181276101823229,-0.6100777311282964,True,-1.0282053413106194,logei,0.22903620003489777,False,0.3333,11,b02a3985-0c2c-4800-9265-bfc7d4a8d681,gaussian,5.0,0,exact,value,learned,75.00750075007501,"x0,x1",3.2050455310550587,2.3037211741727988,2.7869179208727357,84.51930922764323,0.90132435688226,3.3807723691057294,0.6510518090160775,2.5539937220389812,eggholder
26,-294.68077994932594,-5.360916433702728,0.36353849521008186,0.25291047713114534,True,-0.11062801807893652,logei,0.19110310001997277,False,0.3333,11,b02a3985-0c2c-4800-9265-bfc7d4a8d681,gaussian,5.0,0,exact,value,learned,75.00750075007501,"x0,x1",3.2050455310550587,2.3037211741727988,2.8415070358449768,87.3608162634882,0.90132435688226,3.360031394749546,0.6510518090160775,2.5539937220389812,eggholder
27,-468.2261155744332,-1.564052415511227,1.105327148524312,-2.547938975149188,True,-3.6532661236735,logei,0.18778979999478906,False,0.3333,11,b02a3985-0c2c-4800-9265-bfc7d4a8d681,gaussian,5.0,0,exact,value,learned,75.00750075007501,"x0,x1",3.2050455310550587,2.3037211741727988,2.099718382530747,89.46053464601896,0.90132435688226,3.313353135037739,0.6510518090160775,2.5539937220389812,eggholder
28,-421.3978850137731,-403.7238235362757,-0.2457932413605473,-13.935996642775992,True,-13.690203401415445,logei,0.16461350000463426,False,0.3333,11,b02a3985-0c2c-4800-9265-bfc7d4a8d681,gaussian,5.0,0,exact,value,learned,75.00750075007501,"x0,x1",3.2050455310550587,2.3037211741727988,3.450838772415606,92.91137341843456,0.90132435688226,3.318263336372663,0.6510518090160775,2.5539937220389812,eggholder
29,-512.0,512.0,-3.533135983972524,9.94453342276099,True,13.477669406733515,logei,0.14044920000014827,False,0.3333,11,b02a3985-0c2c-4800-9265-bfc7d4a8d681,gaussian,5.0,0,exact,value,learned,75.00750075007501,"x0,x1",3.2050455310550587,2.3037211741727988,6.738181515027582,99.64955493346214,0.90132435688226,3.436191549429729,-3.533135983972524,6.738181515027582,eggholder
30,-512.0,512.0,-3.533135983972524,-10.51314844250572,True,-6.980012458533196,logei,0.12236109998775646,False,0.3333,11,b02a3985-0c2c-4800-9265-bfc7d4a8d681,gaussian,5.0,0,exact,value,learned,75.00750075007501,"x0,x1",3.2050455310550587,2.3037211741727988,6.738181515027582,106.38773644848972,0.90132435688226,3.546257881616324,-3.533135983972524,6.738181515027582,eggholder
31,-512.0,-512.0,-2.487061888349132,7.369701192756116,True,9.856763081105248,logei,0.15223290002904832,False,0.3333,11,b02a3985-0c2c-4800-9265-bfc7d4a8d681,gaussian,5.0,0,exact,value,learned,75.00750075007501,"x0,x1",3.2050455310550587,2.3037211741727988,5.692107419404191,112.07984386789391,0.90132435688226,3.615478834448191,-3.533135983972524,6.738181515027582,eggholder
32,-512.0,-512.0,-2.487061888349132,4.990767662147814,True,7.477829550496946,logei,0.13658150000264868,False,0.3333,11,b02a3985-0c2c-4800-9265-bfc7d4a8d681,gaussian,5.0,0,exact,value,learned,75.00750075007501,"x0,x1",3.2050455310550587,2.3037211741727988,5.692107419404191,117.77195128729811,0.90132435688226,3.680373477728066,-3.533135983972524,6.738181515027582,eggholder
33,-512.0,-512.0,-2.487061888349132,-5.365779753809392,True,-2.8787178654602594,logei,0.1522407000302337,False,0.3333,11,b02a3985-0c2c-4800-9265-bfc7d4a8d681,gaussian,5.0,0,exact,value,learned,75.00750075007501,"x0,x1",3.2050455310550587,2.3037211741727988,5.692107419404191,123.4640587067023,0.90132435688226,3.7413351123243124,-3.533135983972524,6.738181515027582,eggholder
34,-512.0,-512.0,-2.487061888349132,-12.63868391158134,True,-10.151622023232209,logei,0.16270210000220686,False,0.3333,11,b02a3985-0c2c-4800-9265-bfc7d4a8d681,gaussian,5.0,0,exact,value,learned,75.00750075007501,"x0,x1",3.2050455310550587,2.3037211741727988,5.692107419404191,129.15616612610648,0.90132435688226,3.7987107684148964,-3.533135983972524,6.738181515027582,eggholder
35,-512.0,512.0,-3.533135983972524,0.905838654168122,True,4.438974638140646,logei,0.1349546000128612,False,0.3333,11,b02a3985-0c2c-4800-9265-bfc7d4a8d681,gaussian,5.0,0,exact,value,learned,75.00750075007501,"x0,x1",3.2050455310550587,2.3037211741727988,6.738181515027582,135.89434764113406,0.90132435688226,3.8826956468895446,-3.533135983972524,6.738181515027582,eggholder
36,-512.0,512.0,-3.533135983972524,-12.672087831241766,True,-9.138951847269242,logei,0.11630909994710237,False,0.3333,11,b02a3985-0c2c-4800-9265-bfc7d4a8d681,gaussian,5.0,0,exact,value,learned,75.00750075007501,"x0,x1",3.2050455310550587,2.3037211741727988,6.738181515027582,142.63252915616164,0.90132435688226,3.9620146987822675,-3.533135983972524,6.738181515027582,eggholder
37,-512.0,-512.0,-2.487061888349132,-4.371489461182593,True,-1.8844275728334607,logei,0.12160680000670254,False,0.3333,11,b02a3985-0c2c-4800-9265-bfc7d4a8d681,gaussian,5.0,0,exact,value,learned,75.00750075007501,"x0,x1",3.2050455310550587,2.3037211741727988,5.692107419404191,148.32463657556582,0.90132435688226,4.008773961501779,-3.533135983972524,6.738181515027582,eggholder
38,-512.0,-512.0,-2.487061888349132,-19.813055741878685,True,-17.325993853529553,logei,0.18736639997223392,False,0.3333,11,b02a3985-0c2c-4800-9265-bfc7d4a8d681,gaussian,5.0,0,exact,value,learned,75.00750075007501,"x0,x1",3.2050455310550587,2.3037211741727988,5.692107419404191,154.01674399497,0.90132435688226,4.053072210393947,-3.533135983972524,6.738181515027582,eggholder
