iteration,x0,x1,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,noise_effort,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,128.09775780317898,406.7469321928453,-1.376274054829661,-1.4677834553336684,True,-0.09150940050400735,qnei,0.0,False,1.6667,7,d5c25d2e-4bd5-4b10-b7a2-d9b4bfc4faed,gaussian,1.0,0,exact,value,learned,0.5999880002399952,"x0,x1",3.2050455310550587,-1.376274054829661,4.58131958588472,4.58131958588472,4.58131958588472,4.58131958588472,-1.376274054829661,4.58131958588472,eggholder
2,282.30214681107816,-281.38783744963393,-0.4721201176591365,0.12309399034642282,True,0.5952141080055593,qnei,0.0,False,1.6667,7,d5c25d2e-4bd5-4b10-b7a2-d9b4bfc4faed,gaussian,1.0,0,exact,value,learned,0.5999880002399952,"x0,x1",3.2050455310550587,-0.4721201176591365,3.6771656487141953,8.258485234598915,3.6771656487141953,4.129242617299457,-0.4721201176591365,3.6771656487141953,eggholder
3,-204.62972425090516,382.5187280857722,-1.041347350535986,-1.079847868567366,True,-0.03850051803137999,qnei,0.0,False,1.6667,7,d5c25d2e-4bd5-4b10-b7a2-d9b4bfc4faed,gaussian,1.0,0,exact,value,learned,0.5999880002399952,"x0,x1",3.2050455310550587,-0.4721201176591365,4.246392881591045,12.50487811618996,3.6771656487141953,4.168292705396653,-0.4721201176591365,3.6771656487141953,eggholder
4,-506.6083281248515,328.93790042395267,0.41221577617518584,0.6867588916127191,True,0.27454311543753324,qnei,0.0,False,1.6667,7,d5c25d2e-4bd5-4b10-b7a2-d9b4bfc4faed,gaussian,1.0,0,exact,value,learned,0.5999880002399952,"x0,x1",3.2050455310550587,0.41221577617518584,2.792829754879873,15.297707871069834,2.792829754879873,3.8244269677674585,0.41221577617518584,2.792829754879873,eggholder
5,304.19909504209534,-32.834608288029926,-0.9877282117936217,-0.633050506345883,True,0.3546777054477387,qnei,0.0,False,1.6667,7,d5c25d2e-4bd5-4b10-b7a2-d9b4bfc4faed,gaussian,1.0,0,exact,value,learned,0.5999880002399952,"x0,x1",3.2050455310550587,0.41221577617518584,4.19277374284868,19.490481613918515,2.792829754879873,3.898096322783703,0.41221577617518584,2.792829754879873,eggholder
6,-512.0,30.29288362028206,1.4709720163069981,1.4945946238107832,True,0.023622607503785087,qnei,0.17331050004577264,False,1.6667,7,d5c25d2e-4bd5-4b10-b7a2-d9b4bfc4faed,gaussian,1.0,0,exact,value,learned,0.5999880002399952,"x0,x1",3.2050455310550587,1.4709720163069981,1.7340735147480606,21.224555128666577,1.7340735147480606,3.5374258547777626,1.4709720163069981,1.7340735147480606,eggholder
7,-512.0,-336.8971284992407,-0.2982343362981595,-0.9424935318854248,True,-0.6442591955872654,qnei,0.2137434000032954,False,1.6667,7,d5c25d2e-4bd5-4b10-b7a2-d9b4bfc4faed,gaussian,1.0,0,exact,value,learned,0.5999880002399952,"x0,x1",3.2050455310550587,1.4709720163069981,3.503279867353218,24.727834996019794,1.7340735147480606,3.5325478565742565,1.4709720163069981,1.7340735147480606,eggholder
8,-512.0,118.44290242460366,-1.4045437352058106,0.5948480973875179,True,1.9993918325933284,qnei,0.17833700001938269,False,1.6667,7,d5c25d2e-4bd5-4b10-b7a2-d9b4bfc4faed,gaussian,1.0,0,exact,value,learned,0.5999880002399952,"x0,x1",3.2050455310550587,1.4709720163069981,4.609589266260869,29.337424262280663,1.7340735147480606,3.667178032785083,1.4709720163069981,1.7340735147480606,eggholder
9,-512.0,-29.06784202113042,1.4741558254483067,1.795556278376068,True,0.3214004529277612,qnei,0.19102649996057153,False,1.6667,7,d5c25d2e-4bd5-4b10-b7a2-d9b4bfc4faed,gaussian,1.0,0,exact,value,learned,0.5999880002399952,"x0,x1",3.2050455310550587,1.4741558254483067,1.730889705606752,31.068313967887416,1.730889705606752,3.452034885320824,1.4741558254483067,1.730889705606752,eggholder
10,-355.6246150821465,-37.10608455235119,-0.3182885295390423,-0.5634717346582723,True,-0.24518320511922997,qnei,0.21443970000836998,False,1.6667,7,d5c25d2e-4bd5-4b10-b7a2-d9b4bfc4faed,gaussian,1.0,0,exact,value,learned,0.5999880002399952,"x0,x1",3.2050455310550587,1.4741558254483067,3.523334060594101,34.591648028481515,1.730889705606752,3.4591648028481514,1.4741558254483067,1.730889705606752,eggholder
11,-481.52278691340865,-36.566588980026005,0.307143250586682,0.6673356929010672,True,0.3601924423143852,qnei,0.30931910005165264,False,1.6667,7,d5c25d2e-4bd5-4b10-b7a2-d9b4bfc4faed,gaussian,1.0,0,exact,value,learned,0.5999880002399952,"x0,x1",3.2050455310550587,1.4741558254483067,2.8979022804683767,37.489550308949894,1.730889705606752,3.4081409371772633,1.4741558254483067,1.730889705606752,eggholder
12,-497.28370068139395,503.5004318262829,-3.2124490043028704,-2.68586843660183,True,0.5265805677010404,qnei,0.3220094999996945,False,1.6667,7,d5c25d2e-4bd5-4b10-b7a2-d9b4bfc4faed,gaussian,1.0,0,exact,value,learned,0.5999880002399952,"x0,x1",3.2050455310550587,1.4741558254483067,6.417494535357929,43.907044844307826,1.730889705606752,3.658920403692319,1.4741558254483067,1.730889705606752,eggholder
13,-460.3635770588221,265.40730827950733,-0.35481595695781054,0.2665369956144572,True,0.6213529525722677,qnei,0.3960947999730706,False,1.6667,7,d5c25d2e-4bd5-4b10-b7a2-d9b4bfc4faed,gaussian,1.0,0,exact,value,learned,0.5999880002399952,"x0,x1",3.2050455310550587,1.4741558254483067,3.5598614880128694,47.4669063323207,1.730889705606752,3.651300487101592,1.4741558254483067,1.730889705606752,eggholder
