delta_x0,delta_x1,delta_x2,delta_l2_norm,iteration,final_best_true,final_simple_regret_true,final_cum_regret_true,final_avg_regret_true,final_inference_simple_regret_true,auc_simple_regret_true,auc_inference_simple_regret_true,acq_opt_failures,acquisition,objective,jitter_std,jitter_iteration,iterations,seed,run_id,error_model,oracle_model,baseline,xi,kappa,runtime_sec,y_opt,dataset,param_columns
-0.3998882766140751,-0.59704751605835,0.09786775515106838,0.7252271835108846,0.0,3.199209254901279,1.407494046746646,159.22362718686227,3.1844725437372454,1.407494046746646,89.52311666224864,89.52311666224864,0.0,logei,composite,0.0,0,50,7,e8333199-b223-47db-82c7-b9c90e65116e,none,gradient_boosting,True,0.01,2.0,14.726189899956807,4.606703301647925,iso_hartmann_3,"x0,x1,x2"
-0.3998882766140751,-0.59704751605835,0.09786775515106838,0.7252271835108846,0.0,3.3595477468661916,1.2471555547817332,101.8035367825717,2.036070735651434,1.24930454026291,78.85465047132351,78.89913963397952,0.0,logei,composite,0.230797,0,50,7,24919c6c-8601-46ca-91d5-2c162b95c1ca,gaussian,gradient_boosting,False,0.01,2.0,13.747530399996322,4.606703301647925,iso_hartmann_3,"x0,x1,x2"
-0.3998882766140751,-0.59704751605835,0.09786775515106838,0.7252271835108846,0.0,3.0451879607142565,1.5615153409336684,150.71020619941953,3.0142041239883905,1.6090992166596179,110.280812817452,132.03566365073686,0.0,logei,composite,0.923189,0,50,7,a5b4241a-2d09-49de-b2d5-65f61c42a9c7,gaussian,gradient_boosting,False,0.01,2.0,13.685773000004701,4.606703301647925,iso_hartmann_3,"x0,x1,x2"
-0.3998882766140751,-0.59704751605835,0.09786775515106838,0.7252271835108846,0.0,2.6249748815943104,1.9817284200536145,217.69782605199853,4.35395652103997,4.494073200976496,125.94605526428533,223.26927696612265,0.0,logei,composite,4.615944,0,50,7,132a4513-624c-40e6-8401-9db5732c076b,gaussian,gradient_boosting,False,0.01,2.0,13.301276999991387,4.606703301647925,iso_hartmann_3,"x0,x1,x2"
-0.3998882766140751,-0.59704751605835,0.09786775515106838,0.7252271835108846,0.0,3.353604823719058,1.2530984779288667,167.45454478180838,3.349090895636168,1.2530984779288667,92.19502830206552,92.19502830206552,0.0,qnei,composite,0.0,0,50,7,652be717-78b5-49e9-92e8-d4eccfea019e,none,gradient_boosting,True,0.01,2.0,11.654553699947428,4.606703301647925,iso_hartmann_3,"x0,x1,x2"
-0.3998882766140751,-0.59704751605835,0.09786775515106838,0.7252271835108846,0.0,3.199209254901279,1.407494046746646,132.45357883119587,2.6490715766239172,1.6951149209780851,89.03054701446999,95.7514021588413,0.0,qnei,composite,0.230797,0,50,7,d6c4f7d1-430f-4f6c-baa3-220132ccbceb,gaussian,gradient_boosting,False,0.01,2.0,15.495244899997488,4.606703301647925,iso_hartmann_3,"x0,x1,x2"
-0.3998882766140751,-0.59704751605835,0.09786775515106838,0.7252271835108846,0.0,3.249671228653414,1.3570320729945107,174.9495248039749,3.498990496079498,1.939782843133385,82.89301073834486,102.65297759577133,0.0,qnei,composite,0.923189,0,50,7,019f27c4-a983-446d-ae16-6fc0b9a73458,gaussian,gradient_boosting,False,0.01,2.0,13.959379500010982,4.606703301647925,iso_hartmann_3,"x0,x1,x2"
-0.3998882766140751,-0.59704751605835,0.09786775515106838,0.7252271835108846,0.0,2.84892787296666,1.7577754286812648,216.84444199706053,4.336888839941211,3.4953444092253507,106.91363215894255,190.26301380453836,0.0,qnei,composite,4.615944,0,50,7,e77fbbe4-f6f2-4d52-b308-2d3cebd00014,gaussian,gradient_boosting,False,0.01,2.0,17.793808799993712,4.606703301647925,iso_hartmann_3,"x0,x1,x2"
-0.3998882766140751,-0.59704751605835,0.09786775515106838,0.7252271835108846,0.0,2.990481676582289,1.616221625065636,110.95826809816077,2.2191653619632152,1.616221625065636,94.54182789920728,94.54182789920728,0.0,ucb,composite,0.0,0,50,7,3cc0899b-8e9b-401c-98a9-6b4fa8f5bb83,none,gradient_boosting,True,0.01,2.0,14.546775499999058,4.606703301647925,iso_hartmann_3,"x0,x1,x2"
-0.3998882766140751,-0.59704751605835,0.09786775515106838,0.7252271835108846,0.0,4.236734686285319,0.3699686153626063,108.21055492951632,2.1642110985903265,0.3699686153626063,84.82671394989083,89.04344990053248,0.0,ucb,composite,0.230797,0,50,7,6f71c055-bf70-4953-a8d4-bbe298901bb0,gaussian,gradient_boosting,False,0.01,2.0,13.193696900038049,4.606703301647925,iso_hartmann_3,"x0,x1,x2"
