iteration,x0,x1,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,noise_effort,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,-380.3441123643396,-0.7394688613222797,-1.3387277521627092,9.061934970355656,True,10.400662722518366,logei,0.0,False,0.75,11,73ef5627-6f38-4804-837c-7b8b79022213,gaussian,5.0,0,exact,value,learned,33.333333333333336,"x0,x1",3.2050455310550587,-1.3387277521627092,4.543773283217768,4.543773283217768,4.543773283217768,4.543773283217768,-1.3387277521627092,4.543773283217768,eggholder
2,103.93431820631804,-482.6224554271288,-1.3260358375542693,4.024900401989739,True,5.3509362395440085,logei,0.0,False,0.75,11,73ef5627-6f38-4804-837c-7b8b79022213,gaussian,5.0,0,exact,value,learned,33.333333333333336,"x0,x1",3.2050455310550587,-1.3260358375542693,4.531081368609328,9.074854651827096,4.531081368609328,4.537427325913548,-1.3387277521627092,4.543773283217768,eggholder
3,-360.5236893926851,438.48808751141837,-0.7350220338372151,0.7539510915915986,True,1.4889731254288137,logei,0.0,False,0.75,11,73ef5627-6f38-4804-837c-7b8b79022213,gaussian,5.0,0,exact,value,learned,33.333333333333336,"x0,x1",3.2050455310550587,-0.7350220338372151,3.940067564892274,13.01492221671937,3.940067564892274,4.338307405573123,-1.3387277521627092,4.543773283217768,eggholder
4,-439.88933001810244,-379.11147581511887,2.3037211741727988,4.114303813907412,True,1.8105826397346134,logei,0.0,False,0.75,11,73ef5627-6f38-4804-837c-7b8b79022213,gaussian,5.0,0,exact,value,learned,33.333333333333336,"x0,x1",3.2050455310550587,2.3037211741727988,0.90132435688226,13.91624657360163,0.90132435688226,3.4790616434004074,-1.3387277521627092,4.543773283217768,eggholder
5,459.08833617077767,124.80879902349602,-0.9373089677051462,-15.693315555116587,True,-14.756006587411441,logei,0.0,False,0.75,11,73ef5627-6f38-4804-837c-7b8b79022213,gaussian,5.0,0,exact,value,learned,33.333333333333336,"x0,x1",3.2050455310550587,2.3037211741727988,4.142354498760205,18.058601072361835,0.90132435688226,3.611720214472367,-1.3387277521627092,4.543773283217768,eggholder
6,-191.4849678812051,-138.64047392778272,0.054266010451224284,-5.545433364057425,True,-5.599699374508649,logei,0.13705389999086037,False,0.75,11,73ef5627-6f38-4804-837c-7b8b79022213,gaussian,5.0,0,exact,value,learned,33.333333333333336,"x0,x1",3.2050455310550587,2.3037211741727988,3.1507795206038343,21.20938059296567,0.90132435688226,3.534896765494278,-1.3387277521627092,4.543773283217768,eggholder
7,-447.17384217528155,61.8362092689817,1.1352820860354855,-4.640327241743188,True,-5.775609327778674,logei,0.23084740003105253,False,0.75,11,73ef5627-6f38-4804-837c-7b8b79022213,gaussian,5.0,0,exact,value,learned,33.333333333333336,"x0,x1",3.2050455310550587,2.3037211741727988,2.069763445019573,23.27914403798524,0.90132435688226,3.3255920054264627,-1.3387277521627092,4.543773283217768,eggholder
8,-512.0,-29.84030681344537,1.4569858152233508,4.423626615767336,True,2.9666408005439857,logei,0.24689730000682175,False,0.75,11,73ef5627-6f38-4804-837c-7b8b79022213,gaussian,5.0,0,exact,value,learned,33.333333333333336,"x0,x1",3.2050455310550587,2.3037211741727988,1.748059715831708,25.02720375381695,0.90132435688226,3.1284004692271186,-1.3387277521627092,4.543773283217768,eggholder
9,273.7729977186529,-1.772465463432703,0.618647165194351,-8.280121237432413,True,-8.898768402626764,logei,0.20340900000883266,False,0.75,11,73ef5627-6f38-4804-837c-7b8b79022213,gaussian,5.0,0,exact,value,learned,33.333333333333336,"x0,x1",3.2050455310550587,2.3037211741727988,2.586398365860708,27.613602119677658,0.90132435688226,3.0681780132975174,-1.3387277521627092,4.543773283217768,eggholder
10,-512.0,-512.0,-2.487061888349132,2.5321448233208668,True,5.019206711669999,logei,0.11527800001204014,False,0.75,11,73ef5627-6f38-4804-837c-7b8b79022213,gaussian,5.0,0,exact,value,learned,33.333333333333336,"x0,x1",3.2050455310550587,2.3037211741727988,5.692107419404191,33.305709539081846,0.90132435688226,3.3305709539081847,-1.3387277521627092,4.543773283217768,eggholder
