iteration,x0,x1,x2,x3,objective_true,objective_observed,objective_true_deployed,input_error_l2,input_error_applied,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,missing,imputed_value,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,3.791351848653666,-2.182991778943433,1.0562370565279933,2.841949009102631,1.3391024689964162,1.3391024689964162,1.3391024689964162,0.0,False,True,0.0,ucb,0.0,False,False,,9,da8bbfc8-9bdf-412e-9aa5-7ccdf6f855e5,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3",3.638939073438052,1.3391024689964162,2.2998366044416354,2.2998366044416354,2.2998366044416354,2.2998366044416354,1.3391024689964162,2.2998366044416354,rastrigin
2,2.212604207140508,4.253492433822797,3.6904309676327385,4.282753321459327,-1.2001179385065637,-1.2001179385065637,-1.2001179385065637,0.0,False,True,0.0,ucb,0.0,False,False,,9,da8bbfc8-9bdf-412e-9aa5-7ccdf6f855e5,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3",3.638939073438052,1.3391024689964162,4.8390570119446155,7.138893616386251,2.2998366044416354,3.5694468081931254,1.3391024689964162,2.2998366044416354,rastrigin
3,-4.847741599051805,-0.642580478673831,-0.15417009175257057,-4.452821018930099,-0.6899366522635535,-0.6899366522635535,-0.6899366522635535,0.0,False,True,0.0,ucb,0.0,False,False,,9,da8bbfc8-9bdf-412e-9aa5-7ccdf6f855e5,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3",3.638939073438052,1.3391024689964162,4.3288757257016055,11.467769342087855,2.2998366044416354,3.8225897806959517,1.3391024689964162,2.2998366044416354,rastrigin
4,-5.062389241043016,3.385563514585672,4.949014981490438,2.914404891368238,-0.7944820906493475,-0.7944820906493475,-0.7944820906493475,0.0,False,True,0.0,ucb,0.0,False,False,,9,da8bbfc8-9bdf-412e-9aa5-7ccdf6f855e5,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3",3.638939073438052,1.3391024689964162,4.433421164087399,15.901190506175254,2.2998366044416354,3.9752976265438136,1.3391024689964162,2.2998366044416354,rastrigin
5,-1.8882202626224829,2.1026171349960068,-2.0563858104499535,2.4652644646476665,1.524825712460925,1.524825712460925,1.524825712460925,0.0,False,True,0.0,ucb,0.0,False,False,,9,da8bbfc8-9bdf-412e-9aa5-7ccdf6f855e5,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3",3.638939073438052,1.524825712460925,2.114113360977127,18.015303867152383,2.114113360977127,3.6030607734304767,1.524825712460925,2.114113360977127,rastrigin
6,1.6188065203982036,-2.4266112442216077,-2.8519783981218203,3.255561620764275,-0.18699513374853524,-0.18699513374853524,-0.18699513374853524,0.0,False,True,0.0,ucb,0.30284660001052544,False,False,,9,da8bbfc8-9bdf-412e-9aa5-7ccdf6f855e5,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3",3.638939073438052,1.524825712460925,3.825934207186587,21.84123807433897,2.114113360977127,3.6402063457231617,1.524825712460925,2.114113360977127,rastrigin
7,5.12,0.8607000973077884,-0.18639971801084534,2.166146022786558,1.2294527661108345,1.2294527661108345,1.2294527661108345,0.0,False,True,0.0,ucb,0.24688759999116883,False,False,,9,da8bbfc8-9bdf-412e-9aa5-7ccdf6f855e5,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3",3.638939073438052,1.524825712460925,2.4094863073272172,24.25072438166619,2.114113360977127,3.4643891973808842,1.524825712460925,2.114113360977127,rastrigin
8,5.12,4.732147923799517,-2.8007876793613518,1.1958608748674255,-0.5468990563631757,-0.5468990563631757,-0.5468990563631757,0.0,False,True,0.0,ucb,0.2408445999608375,False,False,,9,da8bbfc8-9bdf-412e-9aa5-7ccdf6f855e5,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3",3.638939073438052,1.524825712460925,4.185838129801228,28.436562511467415,2.114113360977127,3.554570313933427,1.524825712460925,2.114113360977127,rastrigin
9,-5.12,0.368868584019148,-0.25951561075440355,3.5304053237419266,-0.7218614156988712,-0.7218614156988712,-0.7218614156988712,0.0,False,True,0.0,ucb,0.25438860000576824,False,False,,9,da8bbfc8-9bdf-412e-9aa5-7ccdf6f855e5,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3",3.638939073438052,1.524825712460925,4.360800489136923,32.797363000604335,2.114113360977127,3.644151444511593,1.524825712460925,2.114113360977127,rastrigin
10,1.7817192693252986,1.023646240601203,-0.13506197957586574,2.253131657420617,2.1149278814457206,2.1149278814457206,2.1149278814457206,0.0,False,True,0.0,ucb,0.4388120999792591,False,False,,9,da8bbfc8-9bdf-412e-9aa5-7ccdf6f855e5,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3",3.638939073438052,2.1149278814457206,1.5240111919923311,34.321374192596664,1.5240111919923311,3.4321374192596665,2.1149278814457206,1.5240111919923311,rastrigin
11,-0.20849523318563196,-5.12,0.48124429041927363,2.1138823241556643,0.5219241054578647,0.5219241054578647,0.5219241054578647,0.0,False,True,0.0,ucb,0.3142109999898821,False,False,,9,da8bbfc8-9bdf-412e-9aa5-7ccdf6f855e5,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3",3.638939073438052,2.1149278814457206,3.117014967980187,37.438389160576854,1.5240111919923311,3.403489923688805,2.1149278814457206,1.5240111919923311,rastrigin
12,0.38597212415033083,5.12,-0.8965550950308185,-5.12,-0.21023687668116534,-0.21023687668116534,-0.21023687668116534,0.0,False,True,0.0,ucb,0.32112550002057105,False,False,,9,da8bbfc8-9bdf-412e-9aa5-7ccdf6f855e5,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3",3.638939073438052,2.1149278814457206,3.8491759501192173,41.28756511069607,1.5240111919923311,3.440630425891339,2.1149278814457206,1.5240111919923311,rastrigin
13,0.5903596150384515,5.12,-0.8684857245427372,3.618963671671279,-0.3934738166160068,-0.3934738166160068,-0.3934738166160068,0.0,False,True,0.0,ucb,0.27806219999911264,False,False,,9,da8bbfc8-9bdf-412e-9aa5-7ccdf6f855e5,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3",3.638939073438052,2.1149278814457206,4.032412890054059,45.31997800075013,1.5240111919923311,3.4861521539038565,2.1149278814457206,1.5240111919923311,rastrigin
14,1.102063708309506,1.207554399164602,-1.731778009224094,0.11720779778539037,2.226085325759685,2.226085325759685,2.226085325759685,0.0,False,True,0.0,ucb,0.3084163999883458,False,False,,9,da8bbfc8-9bdf-412e-9aa5-7ccdf6f855e5,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3",3.638939073438052,2.226085325759685,1.412853747678367,46.7328317484285,1.412853747678367,3.338059410602036,2.226085325759685,1.412853747678367,rastrigin
15,2.3286096568310253,-0.9959368366471151,4.288152228825334,-5.12,-0.33119382102066713,,-0.33119382102066713,0.0,False,True,,ucb,0.34552630002144724,False,True,-0.7027065576376805,9,da8bbfc8-9bdf-412e-9aa5-7ccdf6f855e5,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3",3.638939073438052,2.226085325759685,3.970132894458719,50.702964642887224,1.412853747678367,3.3801976428591485,2.226085325759685,1.412853747678367,rastrigin
16,1.5135821727030192,-0.10881609327133454,-0.6086781443480452,-5.12,0.12445402374722792,0.12445402374722792,0.12445402374722792,0.0,False,True,0.0,ucb,0.18936120002763346,False,False,,9,da8bbfc8-9bdf-412e-9aa5-7ccdf6f855e5,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3",3.638939073438052,2.226085325759685,3.514485049690824,54.21744969257805,1.412853747678367,3.388590605786128,2.226085325759685,1.412853747678367,rastrigin
17,1.5909372482185207,1.394995434679548,-3.069557133912324,3.482811179169719,-0.44798319826236727,-0.44798319826236727,-0.44798319826236727,0.0,False,True,0.0,ucb,0.15604729996994138,False,False,,9,da8bbfc8-9bdf-412e-9aa5-7ccdf6f855e5,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3",3.638939073438052,2.226085325759685,4.086922271700419,58.30437196427847,1.412853747678367,3.4296689390752038,2.226085325759685,1.412853747678367,rastrigin
18,-1.0128290608375368,1.744076374873144,-0.06968353660992445,0.8104722415948784,2.5404816924802307,2.5404816924802307,2.5404816924802307,0.0,False,True,0.0,ucb,0.2160513999988325,False,False,,9,da8bbfc8-9bdf-412e-9aa5-7ccdf6f855e5,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3",3.638939073438052,2.5404816924802307,1.098457380957821,59.402829345236285,1.098457380957821,3.3001571858464605,2.5404816924802307,1.098457380957821,rastrigin
19,2.2141430807098,-0.49490928448812654,1.4245843766846145,0.8459069457257697,0.7473073980740802,0.7473073980740802,0.7473073980740802,0.0,False,True,0.0,ucb,0.3456960000330582,False,False,,9,da8bbfc8-9bdf-412e-9aa5-7ccdf6f855e5,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3",3.638939073438052,2.5404816924802307,2.8916316753639717,62.29446102060026,1.098457380957821,3.278655843189487,2.5404816924802307,1.098457380957821,rastrigin
20,-2.355641528919668,0.3661096039080334,-1.6968178021816016,0.7188036864327877,0.3422307278769383,0.3422307278769383,0.3422307278769383,0.0,False,True,0.0,ucb,0.30670169997029006,False,False,,9,da8bbfc8-9bdf-412e-9aa5-7ccdf6f855e5,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3",3.638939073438052,2.5404816924802307,3.2967083455611137,65.59116936616137,1.098457380957821,3.2795584683080685,2.5404816924802307,1.098457380957821,rastrigin
