iteration,x0,x1,x2,x3,objective_true,objective_observed,objective_true_deployed,input_error_l2,input_error_applied,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,missing,imputed_value,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,-1.7718038875590585,4.989714875780357,-1.8564010139083087,2.9547411027970965,1.0327178832228523,1.0327178832228523,1.0327178832228523,0.0,False,True,0.0,logei,0.0,False,False,,8,350d9244-ba3f-435c-9a8b-41894b0f5e62,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3",3.638939073438052,1.0327178832228523,2.6062211902151997,2.6062211902151997,2.6062211902151997,2.6062211902151997,1.0327178832228523,2.6062211902151997,rastrigin
2,3.7877402797692534,-1.1152915810386537,-0.63608961922254,-1.303051232365025,0.8059804770565494,0.8059804770565494,0.8059804770565494,0.0,False,True,0.0,logei,0.0,False,False,,8,350d9244-ba3f-435c-9a8b-41894b0f5e62,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3",3.638939073438052,1.0327178832228523,2.8329585963815025,5.439179786596702,2.6062211902151997,2.719589893298351,1.0327178832228523,2.6062211902151997,rastrigin
3,-4.0247951721187905,-0.21539374937377787,-2.6485540343328533,-2.4868326548364315,0.03811175389629434,0.03811175389629434,0.03811175389629434,0.0,False,True,0.0,logei,0.0,False,False,,8,350d9244-ba3f-435c-9a8b-41894b0f5e62,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3",3.638939073438052,1.0327178832228523,3.6008273195417573,9.040007106138459,2.6062211902151997,3.013335702046153,1.0327178832228523,2.6062211902151997,rastrigin
4,-3.2283488580155915,-3.134827019219858,3.213595342387415,-0.7886419134031222,0.7637179221077934,0.7637179221077934,0.7637179221077934,0.0,False,True,0.0,logei,0.0,False,False,,8,350d9244-ba3f-435c-9a8b-41894b0f5e62,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3",3.638939073438052,1.0327178832228523,2.8752211513302584,11.915228257468717,2.6062211902151997,2.9788070643671793,1.0327178832228523,2.6062211902151997,rastrigin
5,-2.499374027179765,0.9308452020778146,1.0677483116385869,1.5038261970963243,1.0689624694041593,1.0689624694041593,1.0689624694041593,0.0,False,True,0.0,logei,0.0,False,False,,8,350d9244-ba3f-435c-9a8b-41894b0f5e62,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3",3.638939073438052,1.0689624694041593,2.5699766040338927,14.48520486150261,2.5699766040338927,2.897040972300522,1.0689624694041593,2.5699766040338927,rastrigin
6,-0.19547091329182864,0.20617475693895732,3.3011922167258314,2.4249872246147386,0.5524442067825932,0.5524442067825932,0.5524442067825932,0.0,False,True,0.0,logei,0.19096500001614913,False,False,,8,350d9244-ba3f-435c-9a8b-41894b0f5e62,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3",3.638939073438052,1.0689624694041593,3.0864948666554586,17.571699728158066,2.5699766040338927,2.928616621359678,1.0689624694041593,2.5699766040338927,rastrigin
7,-2.472219991812909,3.3319441465141497,2.0235151663514888,4.075375992107666,0.009940986522375331,0.009940986522375331,0.009940986522375331,0.0,False,True,0.0,logei,0.2815396999940276,False,False,,8,350d9244-ba3f-435c-9a8b-41894b0f5e62,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3",3.638939073438052,1.0689624694041593,3.6289980869156766,21.20069781507374,2.5699766040338927,3.028671116439106,1.0689624694041593,2.5699766040338927,rastrigin
8,-1.6573788000353908,2.78880299375946,-1.1323256353290811,1.6275084004655733,0.8025634073757061,0.8025634073757061,0.8025634073757061,0.0,False,True,0.0,logei,0.28649939998285845,False,False,,8,350d9244-ba3f-435c-9a8b-41894b0f5e62,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3",3.638939073438052,1.0689624694041593,2.8363756660623456,24.037073481136087,2.5699766040338927,3.004634185142011,1.0689624694041593,2.5699766040338927,rastrigin
9,-2.6698473909615155,-0.45755347932292834,1.584396278960319,0.6870923394432839,-0.15557430166805955,-0.15557430166805955,-0.15557430166805955,0.0,False,True,0.0,logei,0.278409099963028,False,False,,8,350d9244-ba3f-435c-9a8b-41894b0f5e62,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3",3.638939073438052,1.0689624694041593,3.7945133751061113,27.831586856242197,2.5699766040338927,3.0923985395824665,1.0689624694041593,2.5699766040338927,rastrigin
10,-2.4265914863384745,1.5133344254162047,0.8439027152746805,1.8420323422441598,0.6839198657957785,0.6839198657957785,0.6839198657957785,0.0,False,True,0.0,logei,0.31046849995618686,False,False,,8,350d9244-ba3f-435c-9a8b-41894b0f5e62,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3",3.638939073438052,1.0689624694041593,2.955019207642273,30.78660606388447,2.5699766040338927,3.078660606388447,1.0689624694041593,2.5699766040338927,rastrigin
