procedure,error_model,jitter_std,jitter_iteration,n_landscapes,n_cells,cost,gain,price,recovered,bootstrap_draws_kept,recovered_lo,recovered_hi
lucb_k8_rho0.5,pooled,,,20,400,0.4340649344639,0.20721691167393175,0.01601517878481019,0.4773868958796657,1.0,0.4033308549415718,0.5477762869707834
lucb_k8_rho1,pooled,,,20,400,0.4340649344639,0.1793356972472455,0.01601517878481019,0.41315407674830357,1.0,0.35138695473968706,0.47576031354881043
ordinal_lcb1,pooled,,,20,400,0.4340649344639,0.15686699415033373,0.029150774432490967,0.36139061623136004,1.0,0.28697679237670903,0.43138239168933457
ordinal_pm,pooled,,,20,400,0.4340649344639,0.1551566447258445,0.0386473898071789,0.3574503084831619,1.0,0.2851841883570926,0.4364845206154313
shortlist_m1,pooled,,,20,400,0.4340649344639,0.12845966016749977,0.023329365337795584,0.2959457214072274,1.0,0.22889241478153993,0.3674017101684569
shortlist_m2,pooled,,,20,400,0.4340649344639,0.17663101205922346,0.014980126140789071,0.40692301551005244,1.0,0.3409496708389019,0.4782768810586356
shortlist_m3,pooled,,,20,400,0.4340649344639,0.20175986710044272,0.008959090422737428,0.464814941454854,1.0,0.39893189051731165,0.5368043933214809
shortlist_m5,pooled,,,20,400,0.4340649344639,0.23618221998405406,0.0046701360965856545,0.5441172535066794,1.0,0.4684877961361943,0.6222571211797591
standard,pooled,,,20,400,0.4340649344639,0.0,0.0,0.0,1.0,0.0,0.0
tournament_k8_lcb_rho0.5_look,pooled,,,20,400,0.4340649344639,0.2189902023678882,0.014317683893523989,0.5045102356364173,1.0,0.4313614381197317,0.5655384880604554
tournament_k8_lcb_rho0.5_post,pooled,,,20,400,0.4340649344639,0.2049503456216243,0.03186396521900765,0.4721651747215012,1.0,0.4123621403321681,0.534918670832077
tournament_k8_lcb_rho1_look,pooled,,,20,400,0.4340649344639,0.19920544624844688,0.014317683893523989,0.4589300596107338,1.0,0.3936435891783904,0.516401801093435
tournament_k8_lcb_rho1_post,pooled,,,20,400,0.4340649344639,0.18906235869145122,0.03186396521900765,0.43556238636266764,1.0,0.372688984265995,0.4924941634616375
tournament_k8_obs_rho0.5_look,pooled,,,20,400,0.4340649344639,0.21000601701735272,0.012470640076483096,0.4838124445060843,1.0,0.4151626128427716,0.549144992427012
tournament_k8_obs_rho0.5_post,pooled,,,20,400,0.4340649344639,0.20028974464762023,0.027577148920113804,0.46142806927030816,1.0,0.3911109801452971,0.526355582300515
tournament_k8_obs_rho1_look,pooled,,,20,400,0.4340649344639,0.18210865701474155,0.012470640076483096,0.4195424291521227,1.0,0.35790986620934967,0.48490084721453486
tournament_k8_obs_rho1_post,pooled,,,20,400,0.4340649344639,0.17981655464537605,0.027577148920113804,0.4142618773558888,1.0,0.34991248214863996,0.4782582308957149
lucb_k8_rho0.5,gaussian,0.25,0.0,20,200,0.3593057067635341,0.16902028431140945,0.016015178784810187,0.47040801504064306,1.0,0.38502167028187745,0.5614820805176233
lucb_k8_rho0.5,gaussian,1.0,0.0,20,200,0.5088241621642657,0.24541353903645408,0.016015178784810187,0.4823150260643995,1.0,0.4023892276103226,0.5577852006268121
lucb_k8_rho1,gaussian,0.25,0.0,20,200,0.3593057067635341,0.15459193144505623,0.016015178784810187,0.43025181213388325,1.0,0.35590053086318907,0.5048371590025135
lucb_k8_rho1,gaussian,1.0,0.0,20,200,0.5088241621642657,0.20407946304943486,0.016015178784810187,0.4010805268786569,1.0,0.3323214128344954,0.47199930532206924
ordinal_lcb1,gaussian,0.25,0.0,20,200,0.3593057067635341,0.1099868562537885,0.029150774432490967,0.3061094053988208,1.0,0.2318957713097725,0.39389785762371965
ordinal_lcb1,gaussian,1.0,0.0,20,200,0.5088241621642657,0.20374713204687903,0.029150774432490967,0.4004273916164825,1.0,0.31472660138107406,0.47976270500102725
ordinal_pm,gaussian,0.25,0.0,20,200,0.3593057067635341,0.10601900614077645,0.0386473898071789,0.2950663018846777,1.0,0.2113357100352079,0.3974670389739467
ordinal_pm,gaussian,1.0,0.0,20,200,0.5088241621642657,0.20429428331091257,0.0386473898071789,0.4015027164629014,1.0,0.3174734074991744,0.48278412458828096
shortlist_m1,gaussian,0.25,0.0,20,200,0.3593057067635341,0.07290578556497507,0.023329365337795588,0.2029073966614055,1.0,0.12261543303447134,0.28068362075330333
shortlist_m1,gaussian,1.0,0.0,20,200,0.5088241621642657,0.1840135347700245,0.023329365337795588,0.3616446475091304,1.0,0.2765360017502265,0.445428106109412
shortlist_m2,gaussian,0.25,0.0,20,200,0.3593057067635341,0.12314130872269806,0.014980126140789071,0.3427201583629165,1.0,0.2781217121481492,0.4150578126723984
shortlist_m2,gaussian,1.0,0.0,20,200,0.5088241621642657,0.23012071539574888,0.014980126140789071,0.45225980310553354,1.0,0.3742155340610219,0.530168209691306
shortlist_m3,gaussian,0.25,0.0,20,200,0.3593057067635341,0.14616477395400554,0.008959090422737428,0.4067978081132993,1.0,0.3427729702086413,0.4892734962112726
shortlist_m3,gaussian,1.0,0.0,20,200,0.5088241621642657,0.25735496024688,0.008959090422737428,0.5057836859637909,1.0,0.42533030049818005,0.5803182289747281
shortlist_m5,gaussian,0.25,0.0,20,200,0.3593057067635341,0.18299363812677663,0.0046701360965856545,0.5092978894632704,1.0,0.4326701746110399,0.5947692759858535
shortlist_m5,gaussian,1.0,0.0,20,200,0.5088241621642657,0.28937080184133157,0.0046701360965856545,0.5687049148973252,1.0,0.48188863732851744,0.6477416678944494
standard,gaussian,0.25,0.0,20,200,0.3593057067635341,0.0,0.0,0.0,1.0,0.0,0.0
standard,gaussian,1.0,0.0,20,200,0.5088241621642657,0.0,0.0,0.0,1.0,0.0,0.0
tournament_k8_lcb_rho0.5_look,gaussian,0.25,0.0,20,200,0.3593057067635341,0.18656493105057942,0.014317683893523985,0.5192373166879904,1.0,0.43597884015719274,0.6049875982421604
tournament_k8_lcb_rho0.5_look,gaussian,1.0,0.0,20,200,0.5088241621642657,0.251415473685197,0.014317683893523985,0.4941107211100395,1.0,0.42022916183742376,0.5605956157706994
tournament_k8_lcb_rho0.5_post,gaussian,0.25,0.0,20,200,0.3593057067635341,0.17375266379437598,0.03186396521900765,0.4835789149008031,1.0,0.4055086819435629,0.5607968726289456
tournament_k8_lcb_rho0.5_post,gaussian,1.0,0.0,20,200,0.5088241621642657,0.2361480274488727,0.03186396521900765,0.4641053727567208,1.0,0.38712921365877423,0.5344317527523055
tournament_k8_lcb_rho1_look,gaussian,0.25,0.0,20,200,0.3593057067635341,0.17405473381511147,0.014317683893523985,0.48441961966849634,1.0,0.41066847273849316,0.5598899432067271
tournament_k8_lcb_rho1_look,gaussian,1.0,0.0,20,200,0.5088241621642657,0.22435615868178233,0.014317683893523985,0.440930630588554,1.0,0.3697108791062278,0.5059101642579639
tournament_k8_lcb_rho1_post,gaussian,0.25,0.0,20,200,0.3593057067635341,0.16574558439475012,0.03186396521900765,0.4612940492588124,1.0,0.3882700151635409,0.5338979234147756
tournament_k8_lcb_rho1_post,gaussian,1.0,0.0,20,200,0.5088241621642657,0.21237913298815222,0.03186396521900765,0.4173919966473389,1.0,0.34530278759430294,0.48578736960740304
tournament_k8_obs_rho0.5_look,gaussian,0.25,0.0,20,200,0.3593057067635341,0.19428534493796973,0.012470640076483092,0.5407243505481881,1.0,0.44975455839645806,0.6390156874911339
tournament_k8_obs_rho0.5_look,gaussian,1.0,0.0,20,200,0.5088241621642657,0.2257266890967357,0.012470640076483092,0.4436241552221403,1.0,0.36863405058296134,0.5167318849083782
tournament_k8_obs_rho0.5_post,gaussian,0.25,0.0,20,200,0.3593057067635341,0.18625175666948873,0.027577148920113804,0.5183657068716265,1.0,0.4257002801501167,0.6133736083027421
tournament_k8_obs_rho0.5_post,gaussian,1.0,0.0,20,200,0.5088241621642657,0.21432773262575178,0.027577148920113804,0.4212216096698637,1.0,0.34209732021413874,0.49692939637772904
tournament_k8_obs_rho1_look,gaussian,0.25,0.0,20,200,0.3593057067635341,0.1804045181133494,0.012470640076483092,0.502091992187803,1.0,0.4190315837645439,0.5848921534458277
tournament_k8_obs_rho1_look,gaussian,1.0,0.0,20,200,0.5088241621642657,0.18381279591613373,0.012470640076483092,0.3612501323331275,1.0,0.28805177218917377,0.43151570599745986
tournament_k8_obs_rho1_post,gaussian,0.25,0.0,20,200,0.3593057067635341,0.17292663825834506,0.027577148920113804,0.481279965787327,1.0,0.39893462183781403,0.5670488253787468
tournament_k8_obs_rho1_post,gaussian,1.0,0.0,20,200,0.5088241621642657,0.18670647103240706,0.027577148920113804,0.3669371168190159,1.0,0.285307216496672,0.4408870584485791
