dataset,objective,oracle_model,error_model,jitter_iteration,jitter_std,acquisition,n_seeds,mean_response_l2_excess,median_response_l2_excess,mean_final_simple_regret_excess_true,median_final_simple_regret_excess_true,mean_auc_simple_regret_excess_true,median_auc_simple_regret_excess_true,std_auc_simple_regret_excess_true,ci95_low_auc_simple_regret_excess_true,ci95_high_auc_simple_regret_excess_true,mean_auc_excess_postonset_per_iter,mean_auc_simple_regret_true_jitter,mean_final_inference_simple_regret_excess_true,acq_opt_failures
ackley,value,exact,slip,0,0.01,ei,5,0.029730544870632515,0.3897010461876178,-0.6672314903541975,-0.7688759073336122,-0.24036814817221738,5.7779570256735155,95.90741061738403,-80.38479185806395,67.12085029902447,-0.004905472411677536,512.6256263042725,-0.6672314903541975,0
ackley,value,exact,slip,0,0.01,logei,5,0.41669265079887197,0.3256339133850048,0.021878497292988897,0.24482475539684367,-8.946700363401476,28.86815121823696,147.77526110153923,-138.79737931252342,93.17987603048032,-0.18258572170207082,503.7126031438693,0.021878497292988897,0
ackley,value,exact,slip,0,0.01,pi,5,-0.19759994453741,-0.2645131074994467,-7.431565877739596,-10.504635456756297,-142.31546707745548,-162.80647257396004,204.6538824244127,-296.5946023546349,18.403154473711957,-2.904397287295011,567.8771958178492,-7.431565877739596,0
ackley,value,exact,slip,0,0.01,qnei,5,-0.42258036927565995,-0.01090078690022267,2.2898775504290243,0.4299990365047659,54.635542825561835,11.010852609279368,153.50579202522025,-41.42936760075918,186.61673414128387,1.1150110780726907,621.8955416574817,2.2898775504290243,0
ackley,value,exact,slip,0,0.01,qucb,5,-0.3810887682984543,-0.824992660256811,1.2321023092509436,1.0969414088343257,10.158009559171841,28.958873917262906,99.33567070545178,-64.28260992125132,89.20489123271663,0.207306317534119,499.2294719286897,1.2321023092509436,0
ackley,value,exact,slip,0,0.01,random,5,0.035655722994766846,-0.022643301655456582,0.39414285374632885,0.2948842657009294,14.650131817255897,22.564575468926478,13.649196812394578,3.684706439910042,24.52769999422342,0.29898228198481397,855.4108992067062,0.39414285374632885,0
ackley,value,exact,slip,0,0.01,sobol,5,-0.4519830408308323,-0.7976521669033971,-0.3518659664330393,-0.44484498875539913,-8.815076674503075,-6.262424220439698,11.931766445476832,-19.170587066500936,-0.49413934034678275,-0.17989952396944986,876.6322185583209,-0.3518659664330393,0
ackley,value,exact,slip,0,0.01,ucb,5,-0.10923761417540163,0.21315320530396775,0.7406079018797993,0.7145143584146294,20.79727016597469,27.527661635168442,28.46325604470512,-3.639359521542383,39.774921068534084,0.4244340850198922,500.38841422686556,0.7406079018797993,0
ackley,value,exact,slip,0,0.05,ei,5,0.05675003538868424,0.174245328839298,2.671369250174411,2.564678900929889,41.97665184166666,52.5823611592084,49.777678467646226,2.394562066932159,78.62531590152591,0.8566663641156463,554.8426462941113,2.671369250174411,0
ackley,value,exact,slip,0,0.05,logei,5,1.884892926911236,0.7210973725930927,3.6151809906564942,3.090274270594295,98.89192475019915,56.687945579973984,91.03266416502036,28.628093190214166,166.9649082935701,2.0182025459224313,611.5512282574699,3.6151809906564942,0
