iteration,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,min_distance_redirect,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,7.404984079401693,-4.263655818248893,2.062963001031237,5.550681658403576,4.321492592071305,8.307602409810151,7.207872983657694,8.36475258097525,-9.468245310648056,-1.2550399974098259,-0.30111346045423915,0.568215037462527,0.568215037462527,False,0.0,pi,0.0,False,False,9,8fe5f9c2-561e-48aa-ba8e-63a6c7e45ce9,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,0.568215037462527,2.056265294316085,2.056265294316085,2.056265294316085,2.056265294316085,0.568215037462527,2.056265294316085,levy_10
2,-8.69691605259785,-9.887478986412141,6.612428739425141,9.666044885723512,5.692197053453592,-3.687930200434537,4.106674091789076,-4.016378536035066,4.814969657514974,-4.40505560503426,5.65181830656263,-1.043746709453171,-1.043746709453171,False,0.0,pi,0.0,False,False,9,8fe5f9c2-561e-48aa-ba8e-63a6c7e45ce9,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,0.568215037462527,3.6682270412317832,5.724492335547868,2.056265294316085,2.862246167773934,0.568215037462527,2.056265294316085,levy_10
3,9.754814937891535,9.72477098560477,7.6572513399335165,8.256201035678359,4.164138282063449,1.0899375452701747,8.46476416140441,-8.205384402913749,-2.5973690971998504,2.118778870185258,-0.4454020616262877,-0.2721350099698567,-0.2721350099698567,False,0.0,pi,0.0,False,False,9,8fe5f9c2-561e-48aa-ba8e-63a6c7e45ce9,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,0.568215037462527,2.896615341748469,8.621107677296337,2.056265294316085,2.873702559098779,0.568215037462527,2.056265294316085,levy_10
4,5.857157609944565,-6.098272130419069,-8.754930051666731,-7.469631855201635,9.255631698343254,-7.344509255411391,-5.478033452736573,-2.458872580875626,2.468432826815919,5.641922613386054,-8.427022124614377,-1.3651369152315098,-1.3651369152315098,False,0.0,pi,0.0,False,False,9,8fe5f9c2-561e-48aa-ba8e-63a6c7e45ce9,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,0.568215037462527,3.989617247010122,12.610724924306458,2.056265294316085,3.1526812310766146,0.568215037462527,2.056265294316085,levy_10
5,8.624749062860705,5.255834486975727,-3.580717645513869,-6.213359611435381,1.9190577557406634,1.8937845352297913,-4.650632823390415,-6.612143738873215,5.32934514960316,3.453505051614414,6.004987014651622,0.09938149183251282,0.09938149183251282,False,0.0,pi,0.0,False,False,9,8fe5f9c2-561e-48aa-ba8e-63a6c7e45ce9,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,0.568215037462527,2.5250988399460996,15.135823764252558,2.056265294316085,3.0271647528505117,0.568215037462527,2.056265294316085,levy_10
6,6.17626245622267,-0.016946873954733377,1.3131848158149033,7.6886060138324765,0.33612552145735997,6.671600068373365,6.266959608377459,6.989989381404598,-6.8207775366477925,-6.285419078931538,-3.5717657864635344,0.01957173939541004,0.01957173939541004,False,0.0,pi,0.6254342999891378,False,True,9,8fe5f9c2-561e-48aa-ba8e-63a6c7e45ce9,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,0.568215037462527,2.604908592383202,17.74073235663576,2.056265294316085,2.95678872610596,0.568215037462527,2.056265294316085,levy_10
7,6.238651297066852,-0.5520969865289729,6.900270899658388,-3.5464289452976576,-1.1838338309933256,7.683924765745097,5.0338623735036325,1.696562116021557,-3.4416015178130905,-0.9079221274969651,2.872227425486857,1.5934822000059035,1.5934822000059035,False,0.0,pi,0.6182726999977604,False,True,9,8fe5f9c2-561e-48aa-ba8e-63a6c7e45ce9,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,1.5934822000059035,1.0309981317727088,18.77173048840847,1.0309981317727088,2.6816757840583527,1.5934822000059035,1.0309981317727088,levy_10
8,1.6974765854063385,-2.4387209051120866,3.9394489782057835,-5.748822718491806,5.4823394070374665,9.908346891820607,3.3370704194974454,8.892729824967027,0.08427892984891727,2.808236974449388,3.9546442619012474,-0.022639155108833693,-0.022639155108833693,False,0.0,pi,0.7133444999926724,False,True,9,8fe5f9c2-561e-48aa-ba8e-63a6c7e45ce9,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,1.5934822000059035,2.647119486887446,21.418849975295913,1.0309981317727088,2.677356246911989,1.5934822000059035,1.0309981317727088,levy_10
9,6.141931349245386,-7.918169634742343,3.458679762007172,-7.628500579393025,-2.085933600995298,9.651582350779666,5.838988974285684,-8.120672656563134,-6.554971095342816,-7.501449807925342,1.270594366351471,-0.891077650832522,-0.891077650832522,False,0.0,pi,1.4133030999801122,False,True,9,8fe5f9c2-561e-48aa-ba8e-63a6c7e45ce9,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,1.5934822000059035,3.515557982611134,24.934407957907048,1.0309981317727088,2.770489773100783,1.5934822000059035,1.0309981317727088,levy_10
10,5.040576063329034,0.6410814000730163,3.9170346534958878,-8.263657754620935,-2.846023216523972,4.491305482043524,3.072984937136223,-0.38116562118574393,-7.587733687165869,0.16514608971050393,-3.2531146113485647,1.7298628463764367,1.7298628463764367,False,0.0,pi,1.024409499950707,False,True,9,8fe5f9c2-561e-48aa-ba8e-63a6c7e45ce9,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,1.7298628463764367,0.8946174854021756,25.829025443309224,0.8946174854021756,2.5829025443309224,1.7298628463764367,0.8946174854021756,levy_10
