iteration,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,min_distance_redirect,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,7.404984079401693,-4.263655818248893,2.062963001031237,5.550681658403576,4.321492592071305,8.307602409810151,7.207872983657694,8.36475258097525,-9.468245310648056,-1.2550399974098259,-0.30111346045423915,0.568215037462527,9.025980874753971,True,8.457765837291443,pi,0.0,False,False,9,16910e35-c514-40ac-acfd-925bbdb24da0,gaussian,5.0,0,exact,value,learned,25.0,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,0.568215037462527,2.056265294316085,2.056265294316085,2.056265294316085,2.056265294316085,0.568215037462527,2.056265294316085,levy_10
2,-8.69691605259785,-9.887478986412141,6.612428739425141,9.666044885723512,5.692197053453592,-3.687930200434537,4.106674091789076,-4.016378536035066,4.814969657514974,-4.40505560503426,5.65181830656263,-1.043746709453171,-2.695497266231212,True,-1.6517505567780413,pi,0.0,False,False,9,16910e35-c514-40ac-acfd-925bbdb24da0,gaussian,5.0,0,exact,value,learned,25.0,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,0.568215037462527,3.6682270412317832,5.724492335547868,2.056265294316085,2.862246167773934,0.568215037462527,2.056265294316085,levy_10
3,9.754814937891535,9.72477098560477,7.6572513399335165,8.256201035678359,4.164138282063449,1.0899375452701747,8.46476416140441,-8.205384402913749,-2.5973690971998504,2.118778870185258,-0.4454020616262877,-0.2721350099698567,0.08811000600362057,True,0.36024501597347725,pi,0.0,False,False,9,16910e35-c514-40ac-acfd-925bbdb24da0,gaussian,5.0,0,exact,value,learned,25.0,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,0.568215037462527,2.896615341748469,8.621107677296337,2.056265294316085,2.873702559098779,0.568215037462527,2.056265294316085,levy_10
4,5.857157609944565,-6.098272130419069,-8.754930051666731,-7.469631855201635,9.255631698343254,-7.344509255411391,-5.478033452736573,-2.458872580875626,2.468432826815919,5.641922613386054,-8.427022124614377,-1.3651369152315098,-6.40447332683327,True,-5.03933641160176,pi,0.0,False,False,9,16910e35-c514-40ac-acfd-925bbdb24da0,gaussian,5.0,0,exact,value,learned,25.0,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,0.568215037462527,3.989617247010122,12.610724924306458,2.056265294316085,3.1526812310766146,0.568215037462527,2.056265294316085,levy_10
5,8.624749062860705,5.255834486975727,-3.580717645513869,-6.213359611435381,1.9190577557406634,1.8937845352297913,-4.650632823390415,-6.612143738873215,5.32934514960316,3.453505051614414,6.004987014651622,0.09938149183251282,7.438277436370107,True,7.338895944537595,pi,0.0,False,False,9,16910e35-c514-40ac-acfd-925bbdb24da0,gaussian,5.0,0,exact,value,learned,25.0,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,0.568215037462527,2.5250988399460996,15.135823764252558,2.056265294316085,3.0271647528505117,0.568215037462527,2.056265294316085,levy_10
6,6.17626245622267,-0.016946873954733377,1.3131848158149033,7.6886060138324765,0.33612552145735997,6.671600068373365,6.266959608377459,6.989989381404598,-6.8207775366477925,-6.285419078931538,-3.5717657864635344,0.01957173939541004,2.9992228261149623,True,2.979651086719552,pi,0.45829080004477873,False,True,9,16910e35-c514-40ac-acfd-925bbdb24da0,gaussian,5.0,0,exact,value,learned,25.0,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,0.568215037462527,2.604908592383202,17.74073235663576,2.056265294316085,2.95678872610596,0.568215037462527,2.056265294316085,levy_10
7,6.238651297066852,-0.5520969865289729,6.900270899658388,-3.5464289452976576,-1.1838338309933256,7.683924765745097,5.0338623735036325,1.696562116021557,-3.4416015178130905,-0.9079221274969651,2.872227425486857,1.5934822000059035,-2.6761325694518696,True,-4.269614769457773,pi,0.5821142999920994,False,True,9,16910e35-c514-40ac-acfd-925bbdb24da0,gaussian,5.0,0,exact,value,learned,25.0,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,1.5934822000059035,1.0309981317727088,18.77173048840847,1.0309981317727088,2.6816757840583527,0.568215037462527,2.056265294316085,levy_10
8,5.372089203711292,-5.169449602635083,-2.804239595619878,3.3055454220203178,5.068203292074108,1.0707259349815068,3.3166581411532086,1.9863798640033163,-9.94454694535534,2.247811284085639,-6.699348877465066,0.12387218778171548,-2.3865251170185053,True,-2.510397304800221,pi,0.5732657000189647,False,True,9,16910e35-c514-40ac-acfd-925bbdb24da0,gaussian,5.0,0,exact,value,learned,25.0,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,1.5934822000059035,2.500608143996897,21.272338632405365,1.0309981317727088,2.6590423290506706,0.568215037462527,2.056265294316085,levy_10
9,1.7426048156601546,-4.5779614832903315,-4.091941949162045,4.9275455457406245,8.773152201196577,2.7156890911700593,1.403142794917473,8.591566473699352,-7.75552557554938,-2.5842104452533032,1.0351946669520817,1.112974501128554,0.295020355143912,True,-0.8179541459846419,pi,0.5526490000193007,False,True,9,16910e35-c514-40ac-acfd-925bbdb24da0,gaussian,5.0,0,exact,value,learned,25.0,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,1.5934822000059035,1.5115058306500584,22.783844463055424,1.0309981317727088,2.5315382736728247,0.568215037462527,2.056265294316085,levy_10
10,8.777788010786256,-9.15916419964505,7.71987364318786,9.430382420864383,1.5698047779764845,7.688520391155329,7.9888862879639255,8.565518087827531,-0.3225460024341906,5.4733042904741485,-2.5225176626397783,-0.24148460110044218,-10.960704329829785,True,-10.719219728729342,pi,0.7130565000115894,False,True,9,16910e35-c514-40ac-acfd-925bbdb24da0,gaussian,5.0,0,exact,value,learned,25.0,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,1.5934822000059035,2.8659649328790544,25.64980939593448,1.0309981317727088,2.5649809395934478,0.568215037462527,2.056265294316085,levy_10
