procedure,error_model,jitter_std,jitter_iteration,n_landscapes,n_cells,cost,gain,price,recovered,bootstrap_draws_kept,recovered_lo,recovered_hi
lucb_k8_rho0.5,pooled,,,20,200,0.8651813720238005,0.479804145699684,0.016015178784810187,0.554570592033603,1.0,0.44343874841486475,0.6452425829302891
lucb_k8_rho1,pooled,,,20,200,0.8651813720238005,0.46971515948868137,0.016015178784810187,0.5429094692479808,1.0,0.4275151266613439,0.6399597389634585
ordinal_lcb1,pooled,,,20,200,0.8651813720238005,0.4370803290917455,0.029150774432490967,0.5051892507455902,1.0,0.36141624154041313,0.6253739385676174
ordinal_pm,pooled,,,20,200,0.8651813720238005,0.4179986049938197,0.0386473898071789,0.483134078599095,1.0,0.339583443177107,0.6049982942117359
shortlist_m1,pooled,,,20,200,0.8651813720238005,0.17137565108733988,0.023329365337795588,0.19808060671309213,1.0,0.10211126501410109,0.28883770901269373
shortlist_m2,pooled,,,20,200,0.8651813720238005,0.33612947446190095,0.014980126140789071,0.38850752608743666,1.0,0.2683247774207245,0.5025571460991374
shortlist_m3,pooled,,,20,200,0.8651813720238005,0.4036529583730631,0.008959090422737428,0.46655299273128464,1.0,0.34928971182859364,0.5776130083787696
shortlist_m5,pooled,,,20,200,0.8651813720238005,0.48094120957050873,0.0046701360965856545,0.555884841169787,1.0,0.4397714338160128,0.6580616162762184
standard,pooled,,,20,200,0.8651813720238005,0.0,0.0,0.0,1.0,0.0,0.0
tournament_k8_lcb_rho0.5_look,pooled,,,20,200,0.8651813720238005,0.5286364315979915,0.014317683893523985,0.6110122671289426,1.0,0.5021943387867516,0.6977435248604057
tournament_k8_lcb_rho0.5_post,pooled,,,20,200,0.8651813720238005,0.3137838074987704,0.03186396521900765,0.36267980061195587,1.0,0.24391138679643584,0.47053097016700657
tournament_k8_lcb_rho1_look,pooled,,,20,200,0.8651813720238005,0.5159343102118072,0.014317683893523985,0.5963308121220324,1.0,0.48061728630173983,0.6910359847633515
tournament_k8_lcb_rho1_post,pooled,,,20,200,0.8651813720238005,0.31797802326992075,0.03186396521900765,0.367527588494096,1.0,0.25054358862395826,0.4813588151722553
tournament_k8_obs_rho0.5_look,pooled,,,20,200,0.8651813720238005,0.6413042201760477,0.012470640076483092,0.7412367405413878,1.0,0.6379619889132807,0.8196172344205761
tournament_k8_obs_rho0.5_post,pooled,,,20,200,0.8651813720238005,0.3377690483622886,0.027577148920113804,0.390402589889553,1.0,0.28475312809884534,0.4877857132148425
tournament_k8_obs_rho1_look,pooled,,,20,200,0.8651813720238005,0.6296855832457284,0.012470640076483092,0.7278076061355678,1.0,0.6309332801322274,0.8067434292075714
tournament_k8_obs_rho1_post,pooled,,,20,200,0.8651813720238005,0.3422018135149965,0.027577148920113804,0.39552609959057555,1.0,0.29505446948876013,0.49210299832658205
lucb_k8_rho0.5,spike,0.25,0.0,20,200,0.8651813720238005,0.479804145699684,0.016015178784810187,0.554570592033603,1.0,0.44183339745210976,0.6534671315696167
lucb_k8_rho1,spike,0.25,0.0,20,200,0.8651813720238005,0.46971515948868137,0.016015178784810187,0.5429094692479808,1.0,0.43021060035211867,0.6455634084948211
ordinal_lcb1,spike,0.25,0.0,20,200,0.8651813720238005,0.4370803290917455,0.029150774432490967,0.5051892507455902,1.0,0.36485675814999435,0.6274066452468505
ordinal_pm,spike,0.25,0.0,20,200,0.8651813720238005,0.4179986049938197,0.0386473898071789,0.483134078599095,1.0,0.3411638273707367,0.6051762829085809
shortlist_m1,spike,0.25,0.0,20,200,0.8651813720238005,0.17137565108733988,0.023329365337795588,0.19808060671309213,1.0,0.10326628553328714,0.29078231707343505
shortlist_m2,spike,0.25,0.0,20,200,0.8651813720238005,0.33612947446190095,0.014980126140789071,0.38850752608743666,1.0,0.26855921895932383,0.499673767992044
shortlist_m3,spike,0.25,0.0,20,200,0.8651813720238005,0.4036529583730631,0.008959090422737428,0.46655299273128464,1.0,0.35048682626593897,0.5744658699973012
shortlist_m5,spike,0.25,0.0,20,200,0.8651813720238005,0.48094120957050873,0.0046701360965856545,0.555884841169787,1.0,0.43893223624620675,0.660380956963355
standard,spike,0.25,0.0,20,200,0.8651813720238005,0.0,0.0,0.0,1.0,0.0,0.0
tournament_k8_lcb_rho0.5_look,spike,0.25,0.0,20,200,0.8651813720238005,0.5286364315979915,0.014317683893523985,0.6110122671289426,1.0,0.5025670298625576,0.7019524545562824
tournament_k8_lcb_rho0.5_post,spike,0.25,0.0,20,200,0.8651813720238005,0.3137838074987704,0.03186396521900765,0.36267980061195587,1.0,0.24919150025364004,0.474316285012929
tournament_k8_lcb_rho1_look,spike,0.25,0.0,20,200,0.8651813720238005,0.5159343102118072,0.014317683893523985,0.5963308121220324,1.0,0.48958868258648264,0.6854820451037212
tournament_k8_lcb_rho1_post,spike,0.25,0.0,20,200,0.8651813720238005,0.31797802326992075,0.03186396521900765,0.367527588494096,1.0,0.2433619855378191,0.48007205068483494
