error_model,variant,jitter_std,jitter_iteration,k,tolerance,budget,n_runs,n_landscapes,mean_extra,ci_low,ci_high,median_extra,mean_extra_reached,mean_multiplier,censored_fraction
gaussian,rerate3x2,0.05,0,10,0.01,50,200,20,2.5549999999999997,1.51975,3.71,0.0,1.7755102040816326,1.2555,0.02
gaussian,rerate3x2,0.05,0,25,0.01,50,200,20,5.965000000000001,3.884875,8.255124999999998,1.0,2.132947976878613,1.2386000000000001,0.135
gaussian,rerate3x2,0.05,20,10,0.01,50,200,20,0.0,0.0,0.0,0.0,0.0,1.0,0.0
gaussian,rerate3x2,0.05,20,25,0.01,50,200,20,0.53,0.09487500000000001,1.105,0.0,0.2727272727272727,1.0212,0.01
gaussian,rerate3x2,0.25,0,10,0.01,50,200,20,5.334999999999999,3.7148750000000006,7.255,1.0,4.415384615384616,1.5334999999999999,0.025
gaussian,rerate3x2,0.25,0,25,0.01,50,200,20,10.845,8.344875,13.670624999999998,6.5,4.12,1.4338,0.25
gaussian,rerate3x2,0.25,20,10,0.01,50,200,20,0.0,0.0,0.0,0.0,0.0,1.0,0.0
gaussian,rerate3x2,0.25,20,25,0.01,50,200,20,1.33,0.43487499999999996,2.590249999999999,0.0,0.2916666666666667,1.0532000000000001,0.04
gaussian,rerate3x2,1.0,0,10,0.01,50,200,20,13.77,10.139874999999998,18.075125,6.0,6.140127388535032,2.377,0.215
gaussian,rerate3x2,1.0,0,25,0.01,50,200,20,22.330000000000002,19.674749999999996,25.465125,27.0,6.841463414634147,1.8932000000000002,0.59
gaussian,rerate3x2,1.0,20,10,0.01,50,200,20,0.0,0.0,0.0,0.0,0.0,1.0,0.0
gaussian,rerate3x2,1.0,20,25,0.01,50,200,20,2.035,0.8200000000000001,3.4601249999999992,0.0,0.5925925925925926,1.0814000000000001,0.055
gaussian,rerate3x2,5.0,0,10,0.01,50,200,20,22.04,17.624625,26.313374999999983,24.5,6.991150442477876,3.2039999999999997,0.435
gaussian,rerate3x2,5.0,0,25,0.01,50,200,20,27.754999999999995,24.924874999999997,30.55,30.0,5.921052631578948,2.1102000000000003,0.81
gaussian,rerate3x2,5.0,20,10,0.01,50,200,20,0.0,0.0,0.0,0.0,0.0,1.0,0.0
gaussian,rerate3x2,5.0,20,25,0.01,50,200,20,5.195,3.0747500000000003,7.440249999999998,0.0,0.19135802469135801,1.2078,0.19
