iteration,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,objective_true,objective_observed,objective_true_deployed,input_error_l2,input_error_applied,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,7.404984079401693,-4.263655818248893,2.062963001031237,5.550681658403576,4.321492592071305,8.307602409810151,7.207872983657694,8.36475258097525,-9.468245310648056,-1.2550399974098259,-0.30111346045423915,0.568215037462527,0.568215037462527,0.568215037462527,0.0,False,False,0.0,qnei,0.0,False,9,6c054f05-6bd9-473b-8a73-3a268b3a8c59,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,0.568215037462527,2.056265294316085,2.056265294316085,2.056265294316085,2.056265294316085,0.568215037462527,2.056265294316085,levy_10
2,-8.69691605259785,-9.887478986412141,6.612428739425141,9.666044885723512,5.692197053453592,-3.687930200434537,4.106674091789076,-4.016378536035066,4.814969657514974,-4.40505560503426,5.65181830656263,-1.043746709453171,-1.043746709453171,-1.043746709453171,0.0,False,False,0.0,qnei,0.0,False,9,6c054f05-6bd9-473b-8a73-3a268b3a8c59,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,0.568215037462527,3.6682270412317832,5.724492335547868,2.056265294316085,2.862246167773934,0.568215037462527,2.056265294316085,levy_10
3,9.754814937891535,9.72477098560477,7.6572513399335165,8.256201035678359,4.164138282063449,1.0899375452701747,8.46476416140441,-8.205384402913749,-2.5973690971998504,2.118778870185258,-0.4454020616262877,-0.2721350099698567,-0.2721350099698567,-0.2721350099698567,0.0,False,False,0.0,qnei,0.0,False,9,6c054f05-6bd9-473b-8a73-3a268b3a8c59,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,0.568215037462527,2.896615341748469,8.621107677296337,2.056265294316085,2.873702559098779,0.568215037462527,2.056265294316085,levy_10
4,5.857157609944565,-6.098272130419069,-8.754930051666731,-7.469631855201635,9.255631698343254,-7.344509255411391,-5.478033452736573,-2.458872580875626,2.468432826815919,5.641922613386054,-8.427022124614377,-1.3651369152315098,-1.3651369152315098,-1.3651369152315098,0.0,False,False,0.0,qnei,0.0,False,9,6c054f05-6bd9-473b-8a73-3a268b3a8c59,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,0.568215037462527,3.989617247010122,12.610724924306458,2.056265294316085,3.1526812310766146,0.568215037462527,2.056265294316085,levy_10
5,8.624749062860705,5.255834486975727,-3.580717645513869,-6.213359611435381,1.9190577557406634,1.8937845352297913,-4.650632823390415,-6.612143738873215,5.32934514960316,3.453505051614414,6.004987014651622,0.09938149183251282,0.09938149183251282,0.09938149183251282,0.0,False,False,0.0,qnei,0.0,False,9,6c054f05-6bd9-473b-8a73-3a268b3a8c59,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,0.568215037462527,2.5250988399460996,15.135823764252558,2.056265294316085,3.0271647528505117,0.568215037462527,2.056265294316085,levy_10
6,9.653424848773724,0.2636931948506101,-2.046944843862511,-1.7673016772118233,2.172407669083647,8.168635882636757,0.7970244535839104,3.869911968910741,-3.70975553838232,0.8998538071574064,3.9676439306124474,1.1299427958906816,1.1299427958906816,1.1299427958906816,0.0,False,False,0.0,qnei,0.34807210000872146,False,9,6c054f05-6bd9-473b-8a73-3a268b3a8c59,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,1.1299427958906816,1.4945375358879307,16.63036130014049,1.4945375358879307,2.7717268833567483,1.1299427958906816,1.4945375358879307,levy_10
7,10.0,6.9143996744918415,-4.474813412458363,-6.81232357081344,-1.6756665390328496,10.0,-1.696211689833071,4.909612227053583,-4.296403894172316,2.1085634839580907,9.11766527091739,-0.8669638890434328,-0.8669638890434328,-0.8669638890434328,0.0,False,False,0.0,qnei,0.4048490999994101,False,9,6c054f05-6bd9-473b-8a73-3a268b3a8c59,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,1.1299427958906816,3.491444220822045,20.121805520962535,1.4945375358879307,2.874543645851791,1.1299427958906816,1.4945375358879307,levy_10
8,10.0,-3.2662234765410343,-2.4938153195155923,-1.451904837591193,3.6571213721275213,7.925617280893996,0.23452946458814072,3.6754208911323794,-2.549829151733226,0.6091341744111882,2.2909576728982963,0.9491614933023278,0.9491614933023278,0.9491614933023278,0.0,False,False,0.0,qnei,0.8095663999993121,False,9,6c054f05-6bd9-473b-8a73-3a268b3a8c59,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,1.1299427958906816,1.6753188384762845,21.79712435943882,1.4945375358879307,2.7246405449298523,1.1299427958906816,1.4945375358879307,levy_10
9,10.0,-0.11169289752475195,-1.099045356176464,4.614961990872595,1.3128926788588042,5.799665897739378,7.29209880593166,4.110648955544031,-2.301150385132439,-0.9243188368691894,2.8450380616547895,0.8464921663950222,0.8464921663950222,0.8464921663950222,0.0,False,False,0.0,qnei,0.7138467000040691,False,9,6c054f05-6bd9-473b-8a73-3a268b3a8c59,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,1.1299427958906816,1.77798816538359,23.57511252482241,1.4945375358879307,2.61945694720249,1.1299427958906816,1.4945375358879307,levy_10
10,10.0,-1.140810328333988,-1.280163721141777,-7.863390248354315,2.4188703686283137,10.0,-3.751509014585836,6.617408891490383,-9.475050564966002,-1.8472604696704502,-1.7311214272540694,-1.248131451363973,-1.248131451363973,-1.248131451363973,0.0,False,False,0.0,qnei,0.6847126000066055,False,9,6c054f05-6bd9-473b-8a73-3a268b3a8c59,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,1.1299427958906816,3.8726117831425855,27.447724307964993,1.4945375358879307,2.744772430796499,1.1299427958906816,1.4945375358879307,levy_10
