User_ID;Run;Phase;value;x0;x1
25;1;sampling;-0.8017669651820015;2.508244581084461;9.467529428594244
25;2;sampling;1.1000800554276928;1.893203845397613;1.792914104181076
25;3;sampling;0.3696761633112151;3.498892405959575;2.30541246589906
25;4;sampling;-0.7522795232149677;6.704457427727847;1.1507938212344748
25;5;sampling;-3.0968635839840264;8.963093737046805;8.581304890839089
25;6;optimization;1.009369780594908;5.8230542956330495;3.5276647287908385
25;7;optimization;2.7908895851972857;3.849167260418143;0.9295808986574332
25;8;optimization;1.3838209204942784;3.599167405561414;1.928113163652975
25;9;optimization;-0.02010799563819332;2.74679170159931;3.617289806925378
25;10;optimization;-0.15655277058686168;3.2101113778584325;2.619714249025728
25;11;optimization;1.344441565801918;10.0;0.0
25;12;optimization;1.6234925612778117;3.1890349052033025;2.618597851839745
25;13;optimization;0.1425667870891807;10.0;2.933078853978309
25;14;optimization;0.6524398035544325;9.24935304627966;2.2780166203682013
25;15;optimization;0.24670072930764964;9.639193721122728;2.087841751125408
25;16;optimization;0.46248386100137373;9.355647414617705;2.7980788637074507
25;17;optimization;0.9000655147792613;3.081366769716241;2.243705461380758
25;18;optimization;-0.07262502354187084;9.423033918976191;2.5247098177207543
25;19;optimization;0.4831058329246495;0.0;5.807198980010622
25;20;optimization;2.1148164816062964;3.026965291450785;0.0
