iteration,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,objective_true,objective_observed,objective_true_deployed,input_error_l2,input_error_applied,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,missing,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,-7.428595944616008,-0.014442751197700332,2.029967152467149,-9.42621983256111,-7.041478308450881,8.564220459207391,-8.591588476916064,-7.40452101201404,8.9665690658355,2.4376718559276576,-2.6201375254041803,-1.0005544249713205,-1.0005544249713205,-1.0005544249713205,0.0,False,True,0.0,ucb,0.0,False,False,11,74aa25fd-c030-4f5a-a5c3-8277afcc56aa,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,-1.0005544249713205,3.625034756749933,3.625034756749933,3.625034756749933,3.625034756749933,-1.0005544249713205,3.625034756749933,levy_10
2,0.22780043606525346,3.2568590503359847,-4.493823684777414,-7.240638542660893,5.760791890079837,3.4072116820496756,0.24764626966320868,6.334728719393162,0.9815053774005271,9.618272785946111,-5.909810773399102,0.28151697911973667,0.28151697911973667,0.28151697911973667,0.0,False,True,0.0,ucb,0.0,False,False,11,74aa25fd-c030-4f5a-a5c3-8277afcc56aa,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,0.28151697911973667,2.3429633526588756,5.967998109408809,2.3429633526588756,2.9839990547044044,0.28151697911973667,2.3429633526588756,levy_10
3,1.0746072573045566,-0.3275060615322456,-2.934502898791038,1.8319060789808699,-5.2939753666483895,6.044053675569671,7.346671036848292,-7.424806575442979,-0.6585358652345779,-4.457102149325913,-8.337660045295152,1.0711521180853574,,1.0711521180853574,0.0,False,True,,ucb,0.0,False,True,11,74aa25fd-c030-4f5a-a5c3-8277afcc56aa,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,1.0711521180853574,1.553328213693255,7.5213263231020635,1.553328213693255,2.5071087743673544,0.28151697911973667,2.3429633526588756,levy_10
4,7.9188861650073505,-1.4010261590432922,-7.046174000758119,3.467247145518215,-5.955679444239237,8.028621573763537,-5.657034851629437,-9.338506252451426,-5.984620916775613,-3.085042524887209,-0.6218367315503066,-0.9794788163623632,-0.9794788163623632,-0.9794788163623632,0.0,False,True,0.0,ucb,0.0,False,False,11,74aa25fd-c030-4f5a-a5c3-8277afcc56aa,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,1.0711521180853574,3.6039591481409756,11.12528547124304,1.553328213693255,2.78132136781076,0.28151697911973667,2.3429633526588756,levy_10
5,8.122686777911213,3.9472217747259553,-3.2135867851510946,-9.662455698050042,-6.803526117900381,9.928717510793412,-0.8056804021363089,3.8207983263751863,-8.906638771963241,-9.318994421059248,6.917802128901151,-1.9565206783538978,-1.9565206783538978,-1.9565206783538978,0.0,False,True,0.0,ucb,0.0,False,False,11,74aa25fd-c030-4f5a-a5c3-8277afcc56aa,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,1.0711521180853574,4.5810010101325105,15.70628648137555,1.553328213693255,3.1412572962751097,0.28151697911973667,2.3429633526588756,levy_10
6,2.3794835704355015,1.0144639704458054,-10.0,3.873692820910875,10.0,-2.1823102228259788,1.73499081327295,4.8498963308218,1.0704498523491774,10.0,-10.0,-1.6695176385141357,-1.6695176385141357,-1.6695176385141357,0.0,False,True,0.0,ucb,0.36247569997794926,False,False,11,74aa25fd-c030-4f5a-a5c3-8277afcc56aa,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,1.0711521180853574,4.293997970292748,20.0002844516683,1.553328213693255,3.333380741944717,0.28151697911973667,2.3429633526588756,levy_10
7,-4.679210293056522,5.119917000866529,-1.5958099160403016,-10.0,10.0,3.8287900493866003,0.7325761938018954,10.0,5.09162342927005,10.0,-9.836420525124788,-2.9297834391211377,-2.9297834391211377,-2.9297834391211377,0.0,False,True,0.0,ucb,0.4830799999763258,False,False,11,74aa25fd-c030-4f5a-a5c3-8277afcc56aa,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,1.0711521180853574,5.55426377089975,25.55454822256805,1.553328213693255,3.6506497460811502,0.28151697911973667,2.3429633526588756,levy_10
8,2.865864134203585,2.119405975154624,-6.425375806834886,-4.857327611992844,4.032678399965022,2.694763807569233,0.13883544818597612,4.3775481083185985,-1.0663881735170828,9.457848516791636,-4.321503623594582,0.6004733087363446,0.6004733087363446,0.6004733087363446,0.0,False,True,0.0,ucb,0.5296696999575943,False,False,11,74aa25fd-c030-4f5a-a5c3-8277afcc56aa,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,1.0711521180853574,2.0240070230422678,27.578555245610318,1.553328213693255,3.4473194057012897,0.6004733087363446,2.0240070230422678,levy_10
9,-4.379719380988787,6.31616542184421,2.2800395139401175,-10.0,3.1804575604810768,9.312022903395025,-1.3444054919739226,8.788202637715989,3.2244184753039584,9.638381536171233,-3.7933575883188855,-1.8036610956759458,,-1.8036610956759458,0.0,False,True,,ucb,0.5355913999956101,False,True,11,74aa25fd-c030-4f5a-a5c3-8277afcc56aa,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,1.0711521180853574,4.428141427454558,32.00669667306487,1.553328213693255,3.5562996303405416,0.6004733087363446,2.0240070230422678,levy_10
10,-4.37696123162007,6.318284191509898,2.28296480682911,-10.0,3.1803558640600484,9.313811108482831,-1.3327369158530662,8.791155474015632,3.2228795966505848,9.628731855808232,-3.7962531129834276,-1.8023391634521062,,-1.8023391634521062,0.0,False,True,,ucb,0.4564104999881238,False,True,11,74aa25fd-c030-4f5a-a5c3-8277afcc56aa,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,1.0711521180853574,4.426819495230719,36.43351616829559,1.553328213693255,3.643351616829559,0.6004733087363446,2.0240070230422678,levy_10
