iteration,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,objective_true,objective_observed,objective_true_deployed,input_error_l2,input_error_applied,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,missing,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,7.404984079401693,-4.263655818248893,2.062963001031237,5.550681658403576,4.321492592071305,8.307602409810151,7.207872983657694,8.36475258097525,-9.468245310648056,-1.2550399974098259,-0.30111346045423915,0.568215037462527,0.568215037462527,0.568215037462527,0.0,False,True,0.0,ucb,0.0,False,False,9,a4d97ffc-f453-437b-b6d8-1d49efec40be,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,0.568215037462527,2.056265294316085,2.056265294316085,2.056265294316085,2.056265294316085,0.568215037462527,2.056265294316085,levy_10
2,-8.69691605259785,-9.887478986412141,6.612428739425141,9.666044885723512,5.692197053453592,-3.687930200434537,4.106674091789076,-4.016378536035066,4.814969657514974,-4.40505560503426,5.65181830656263,-1.043746709453171,-1.043746709453171,-1.043746709453171,0.0,False,True,0.0,ucb,0.0,False,False,9,a4d97ffc-f453-437b-b6d8-1d49efec40be,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,0.568215037462527,3.6682270412317832,5.724492335547868,2.056265294316085,2.862246167773934,0.568215037462527,2.056265294316085,levy_10
3,9.754814937891535,9.72477098560477,7.6572513399335165,8.256201035678359,4.164138282063449,1.0899375452701747,8.46476416140441,-8.205384402913749,-2.5973690971998504,2.118778870185258,-0.4454020616262877,-0.2721350099698567,-0.2721350099698567,-0.2721350099698567,0.0,False,True,0.0,ucb,0.0,False,False,9,a4d97ffc-f453-437b-b6d8-1d49efec40be,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,0.568215037462527,2.896615341748469,8.621107677296337,2.056265294316085,2.873702559098779,0.568215037462527,2.056265294316085,levy_10
4,5.857157609944565,-6.098272130419069,-8.754930051666731,-7.469631855201635,9.255631698343254,-7.344509255411391,-5.478033452736573,-2.458872580875626,2.468432826815919,5.641922613386054,-8.427022124614377,-1.3651369152315098,-1.3651369152315098,-1.3651369152315098,0.0,False,True,0.0,ucb,0.0,False,False,9,a4d97ffc-f453-437b-b6d8-1d49efec40be,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,0.568215037462527,3.989617247010122,12.610724924306458,2.056265294316085,3.1526812310766146,0.568215037462527,2.056265294316085,levy_10
5,8.624749062860705,5.255834486975727,-3.580717645513869,-6.213359611435381,1.9190577557406634,1.8937845352297913,-4.650632823390415,-6.612143738873215,5.32934514960316,3.453505051614414,6.004987014651622,0.09938149183251282,0.09938149183251282,0.09938149183251282,0.0,False,True,0.0,ucb,0.0,False,False,9,a4d97ffc-f453-437b-b6d8-1d49efec40be,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,0.568215037462527,2.5250988399460996,15.135823764252558,2.056265294316085,3.0271647528505117,0.568215037462527,2.056265294316085,levy_10
6,10.0,2.856696664990346,-3.4637810613500144,-4.51622369613856,0.8093214756511715,9.816546839049384,-1.0681696093251958,3.2446466901019186,-2.7419180540541825,1.6627339389664773,5.997501304036266,0.05673509363995319,0.05673509363995319,0.05673509363995319,0.0,False,True,0.0,ucb,0.5135299999965355,False,False,9,a4d97ffc-f453-437b-b6d8-1d49efec40be,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,0.568215037462527,2.567745238138659,17.703569002391216,2.056265294316085,2.9505948337318695,0.568215037462527,2.056265294316085,levy_10
7,10.0,-10.0,1.204146256328724,8.005882789038141,5.719962603798073,2.049004518533656,4.368737757091666,7.67645564104557,-1.8751745270943825,-6.208840082477081,3.823818465007469,-1.342412277759052,,-1.342412277759052,0.0,False,True,,ucb,0.5655056000105105,False,True,9,a4d97ffc-f453-437b-b6d8-1d49efec40be,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,0.568215037462527,3.9668926095376644,21.67046161192888,2.056265294316085,3.095780230275554,0.568215037462527,2.056265294316085,levy_10
8,10.0,-10.0,1.2654287116630307,7.9558798278690075,5.948064333600854,1.9690454658275969,4.325844594244545,7.912197906597374,-1.9693501172265675,-6.006184760221695,3.8695857169774275,-1.3103974220430528,-1.3103974220430528,-1.3103974220430528,0.0,False,True,0.0,ucb,0.44404520001262426,False,False,9,a4d97ffc-f453-437b-b6d8-1d49efec40be,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,0.568215037462527,3.934877753821665,25.605339365750545,2.056265294316085,3.200667420718818,0.568215037462527,2.056265294316085,levy_10
9,6.611361742550152,-0.9885034876842017,6.361095268724786,9.230505297664052,2.822685255358384,10.0,10.0,9.796454662275393,-10.0,-0.9992151005127373,-0.6245892838643861,-3.5548012964774625,-3.5548012964774625,-3.5548012964774625,0.0,False,True,0.0,ucb,0.43913449998945,False,False,9,a4d97ffc-f453-437b-b6d8-1d49efec40be,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,0.568215037462527,6.179281628256074,31.78462099400662,2.056265294316085,3.5316245548896243,0.568215037462527,2.056265294316085,levy_10
10,6.6864050695950334,-0.5273647785965969,0.7693643570194766,1.8725273463674257,3.1598005252091075,10.0,6.45752248635169,6.913578050417941,-10.0,1.638400019769813,-1.0912114298603548,-0.8044995846079871,-0.8044995846079871,-0.8044995846079871,0.0,False,True,0.0,ucb,0.6051774999941699,False,False,9,a4d97ffc-f453-437b-b6d8-1d49efec40be,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,0.568215037462527,3.4289799163865995,35.21360091039322,2.056265294316085,3.521360091039322,0.568215037462527,2.056265294316085,levy_10
