error_model,variant,jitter_std,jitter_iteration,k,tolerance,budget,n_runs,n_landscapes,mean_extra,ci_low,ci_high,median_extra,mean_extra_reached,mean_multiplier,censored_fraction
slip,iu16-0.05,0.05,0,10,0.01,50,200,20,8.215,6.439375,10.235374999999998,3.0,5.179347826086956,1.8215000000000001,0.08
slip,iu16-0.05,0.05,0,25,0.01,50,200,20,15.214999999999998,12.139624999999999,18.275,15.0,6.292307692307692,1.6085999999999998,0.35
slip,iu16-0.05,0.05,20,10,0.01,50,200,20,3.225,1.8600000000000005,4.705125,0.0,2.2615384615384615,1.3225,0.025
slip,iu16-0.05,0.05,20,25,0.01,50,200,20,9.735000000000001,6.2299999999999995,13.325124999999998,2.0,3.2781456953642385,1.3894,0.245
