error_model,variant,jitter_std,jitter_iteration,k,tolerance,budget,n_runs,n_landscapes,mean_extra,ci_low,ci_high,median_extra,mean_extra_reached,mean_multiplier,censored_fraction
gaussian,hold5@0.6,0.05,0,10,0.01,50,200,20,4.8,3.9200000000000004,5.779999999999999,3.0,4.4393939393939394,1.4800000000000002,0.01
gaussian,hold5@0.6,0.05,0,25,0.01,50,200,20,8.47,6.130000000000001,10.945375,5.0,5.474285714285714,1.3388,0.125
gaussian,hold5@0.6,0.05,20,10,0.01,50,200,20,4.9399999999999995,3.93475,5.940124999999999,3.0,4.380710659898477,1.494,0.015
gaussian,hold5@0.6,0.05,20,25,0.01,50,200,20,7.93,6.024749999999998,10.004999999999999,4.5,4.977528089887641,1.3172000000000004,0.11
gaussian,hold5@0.6,0.25,0,10,0.01,50,200,20,6.635,5.075,8.600124999999998,4.0,6.121827411167513,1.6635,0.015
gaussian,hold5@0.6,0.25,0,25,0.01,50,200,20,13.915000000000001,11.069874999999998,17.120125,12.0,8.56578947368421,1.5566,0.24
gaussian,hold5@0.6,0.25,20,10,0.01,50,200,20,4.794999999999999,3.8297499999999998,5.810124999999999,3.0,4.613065326633166,1.4794999999999998,0.005
gaussian,hold5@0.6,0.25,20,25,0.01,50,200,20,8.92,6.534249999999999,11.335124999999996,5.0,4.6467065868263475,1.3567999999999998,0.165
gaussian,hold5@0.6,1.0,0,10,0.01,50,200,20,14.385,10.799499999999998,18.380249999999997,8.0,8.618181818181819,2.4385000000000003,0.175
gaussian,hold5@0.6,1.0,0,25,0.01,50,200,20,23.169999999999998,19.60975,26.810874999999996,28.0,11.175824175824175,1.9268,0.545
gaussian,hold5@0.6,1.0,20,10,0.01,50,200,20,5.264999999999999,4.159875,6.450624999999997,3.0,4.715736040609137,1.5265,0.015
gaussian,hold5@0.6,1.0,20,25,0.01,50,200,20,10.500000000000002,7.574625000000001,13.675125,5.5,4.787096774193548,1.42,0.225
gaussian,hold5@0.6,5.0,0,10,0.01,50,200,20,18.605,14.354375,22.985249999999997,11.0,8.043795620437956,2.8605000000000005,0.315
gaussian,hold5@0.6,5.0,0,25,0.01,50,200,20,27.405,24.464874999999996,30.345125000000007,30.0,9.229166666666666,2.0962,0.76
gaussian,hold5@0.6,5.0,20,10,0.01,50,200,20,5.55,4.274749999999999,6.81,3.0,3.842931937172775,1.555,0.045
gaussian,hold5@0.6,5.0,20,25,0.01,50,200,20,12.839999999999998,9.664625,16.175874999999994,6.0,1.4098360655737705,1.5135999999999998,0.39
