dataset,objective,oracle_model,error_model,jitter_iteration,jitter_std,acquisition,n_seeds,n_acquisitions,mean_rank,mean_rank_normalized,mean_rank_absolute,mean_auc_simple_regret_excess_true,median_auc_simple_regret_excess_true,mean_auc_excess_postonset_per_iter,mean_auc_simple_regret_true_jitter,mean_response_l2_excess,condition_win
weber_fechner,value,exact,slip,0,0.01,logei,5,2,1.4,0.3999999999999999,1.2,-0.31059982767827476,0.06537840901727421,-0.006338771993434178,7.694812203779952,0.0,True
weber_fechner,value,exact,slip,0,0.01,qnei,5,2,1.6,0.6000000000000001,1.8,0.049641326414559386,-0.13626934081318165,0.0010130882941746856,8.15943619864044,0.0,False
weber_fechner,value,exact,slip,0,0.05,logei,5,2,1.4,0.3999999999999999,1.4,0.783017709327638,0.7305823895685712,0.015979953251584446,8.788429740785864,0.0,True
weber_fechner,value,exact,slip,0,0.05,qnei,5,2,1.6,0.6000000000000001,1.6,0.7046814256528547,1.5097149486861516,0.014381253584752141,8.814476297878738,0.0,False
weber_fechner,value,exact,slip,0,0.15,logei,5,2,1.4,0.3999999999999999,1.4,4.9408293598196344,2.2376818423531892,0.10083325224121702,12.94624139127786,0.0,True
weber_fechner,value,exact,slip,0,0.15,qnei,5,2,1.6,0.6000000000000001,1.6,4.070877058035071,4.728814713079737,0.0830791236333688,12.180671930260953,0.0,False
weber_fechner,value,exact,slip,0,0.4,logei,5,2,1.4,0.3999999999999999,1.4,8.295782032302853,5.8111704367473305,0.16930167412862965,16.30119406376108,0.0,True
weber_fechner,value,exact,slip,0,0.4,qnei,5,2,1.6,0.6000000000000001,1.6,14.732709746297484,11.905229080968697,0.30066754584280575,22.842504618523368,0.0,False
weber_fechner,value,exact,slip,20,0.01,qnei,5,2,1.4,0.3999999999999999,1.6,-0.06610362133763825,-0.008379121723221417,0.002615839231768663,8.043691250888244,0.2112744828730472,True
weber_fechner,value,exact,slip,20,0.01,logei,5,2,1.6,0.6000000000000001,1.4,-0.041249035880960336,-0.0031910793868989984,0.0,7.964162995577266,0.00781924833938904,False
weber_fechner,value,exact,slip,20,0.05,qnei,5,2,1.4,0.3999999999999999,1.6,-0.42277167513928804,-0.2253123302382729,0.001864520309464998,7.687023197086594,-0.20206109557345178,True
weber_fechner,value,exact,slip,20,0.05,logei,5,2,1.6,0.6000000000000001,1.4,-0.329843124005304,-0.0761893720299529,0.0,7.675568907452922,0.09520309053687312,False
weber_fechner,value,exact,slip,20,0.15,qnei,5,2,1.2,0.19999999999999996,1.4,-1.2968350986901864,-0.483559170784547,-0.0013668423641226177,6.812959773535697,0.23425326373087568,True
weber_fechner,value,exact,slip,20,0.15,logei,5,2,1.8,0.8,1.6,-1.1775926977846323,-0.276999813436547,0.0,6.8278193336735935,-0.3193374745278964,False
weber_fechner,value,exact,slip,20,0.4,logei,5,2,1.2,0.19999999999999996,1.0,-1.950294037217222,-0.6971879972314889,0.0,6.055117994241004,-0.15949950132689436,True
weber_fechner,value,exact,slip,20,0.4,qnei,5,2,1.8,0.8,2.0,-0.9627844195885181,-0.941885035195031,0.013858123751480609,7.147010452637365,0.22051219103642067,False
