dataset,objective,acquisition,mean_rank_normalized,mean_rank_absolute,mean_auc_excess_postonset_per_iter,mean_auc_simple_regret_true_jitter,mean_response_l2_excess,condition_wins,conditions
powell,value,logei,0.42500000000000004,1.5999999999999999,0.011557372857903113,2.250207399055416,0.1061173443945609,4,8
powell,value,qnei,0.575,1.4,0.010536240810686525,2.1261608326810246,0.04176623760371531,4,8
