dataset,objective,acquisition,mean_rank_normalized,mean_rank_absolute,mean_auc_excess_postonset_per_iter,mean_auc_simple_regret_true_jitter,mean_response_l2_excess,condition_wins,conditions
stevens,value,logei,0.35,1.35,0.03578418459603432,13.250382076394676,0.0,4,4
stevens,value,qnei,0.65,1.65,0.17224623201944486,19.888060803433646,0.0,2,4
