iteration,x0,x1,x2,x3,objective_true,objective_observed,objective_true_deployed,input_error_l2,input_error_applied,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,missing,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,1.2809775780317896,4.067469321928454,2.823021468110782,-2.8138783744963396,0.7633776181059154,0.7633776181059154,0.7633776181059154,0.0,False,True,0.0,logei,0.0,False,False,7,3cca8ed7-f2ba-4bfa-af9a-00627b2531c1,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3",3.638939073438052,0.7633776181059154,2.8755614553321363,2.8755614553321363,2.8755614553321363,2.8755614553321363,0.7633776181059154,2.8755614553321363,rastrigin
2,-2.0462972425090515,3.8251872808577216,-5.066083281248515,3.2893790042395272,-0.018256045527367024,,-0.018256045527367024,0.0,False,True,,logei,0.0,False,True,7,3cca8ed7-f2ba-4bfa-af9a-00627b2531c1,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3",3.638939073438052,0.7633776181059154,3.6571951189654186,6.532756574297554,2.8755614553321363,3.266378287148777,0.7633776181059154,2.8755614553321363,rastrigin
3,3.0419909504209537,-0.3283460828802989,-2.0169479493702296,-2.268921732088081,1.4343726798783474,1.4343726798783474,1.4343726798783474,0.0,False,True,0.0,logei,0.0,False,False,7,3cca8ed7-f2ba-4bfa-af9a-00627b2531c1,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3",3.638939073438052,1.4343726798783474,2.2045663935597046,8.73732296785726,2.2045663935597046,2.9124409892857535,1.4343726798783474,2.2045663935597046,rastrigin
4,-2.5101354224217642,-0.5624186277616987,0.04657417172944189,0.547812885242803,0.39208810311850745,0.39208810311850745,0.39208810311850745,0.0,False,True,0.0,logei,0.0,False,False,7,3cca8ed7-f2ba-4bfa-af9a-00627b2531c1,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3",3.638939073438052,1.4343726798783474,3.2468509703195445,11.984173938176804,2.2045663935597046,2.996043484544201,1.4343726798783474,2.2045663935597046,rastrigin
5,5.073922902368181,2.9968580527488315,1.2511153094775054,5.006951912262502,0.07855652029965372,,0.07855652029965372,0.0,False,True,,logei,0.0,False,True,7,3cca8ed7-f2ba-4bfa-af9a-00627b2531c1,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3",3.638939073438052,1.4343726798783474,3.560382553138398,15.544556491315202,2.2045663935597046,3.1089112982630405,1.4343726798783474,2.2045663935597046,rastrigin
6,4.537687900114678,-1.3052581641930987,-3.5465776701121094,-2.693072622917608,-1.680620916509261,-1.680620916509261,-1.680620916509261,0.0,False,True,0.0,logei,0.25775499996962026,False,False,7,3cca8ed7-f2ba-4bfa-af9a-00627b2531c1,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3",3.638939073438052,1.4343726798783474,5.3195599899473125,20.864116481262514,2.2045663935597046,3.4773527468770857,1.4343726798783474,2.2045663935597046,rastrigin
7,2.2747198092561756,-0.03460485601009445,-1.426450797597646,-1.9845639152741976,1.5798935540210168,1.5798935540210168,1.5798935540210168,0.0,False,True,0.0,logei,0.5760812999797054,False,False,7,3cca8ed7-f2ba-4bfa-af9a-00627b2531c1,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3",3.638939073438052,1.5798935540210168,2.059045519417035,22.923162000679547,2.059045519417035,3.2747374286685065,1.5798935540210168,2.059045519417035,rastrigin
8,5.12,1.4516374485717303,-1.5405642364255847,-4.27162431705837,-1.3811034327171061,-1.3811034327171061,-1.3811034327171061,0.0,False,True,0.0,logei,0.4446006999933161,False,False,7,3cca8ed7-f2ba-4bfa-af9a-00627b2531c1,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3",3.638939073438052,1.5798935540210168,5.020042506155158,27.943204506834704,2.059045519417035,3.492900563354338,1.5798935540210168,2.059045519417035,rastrigin
9,2.6789786265570132,4.128496589011103,1.6664890115560673,-4.2933777972079685,-0.8070153672565646,,-0.8070153672565646,0.0,False,True,,logei,0.47537020000163466,False,True,7,3cca8ed7-f2ba-4bfa-af9a-00627b2531c1,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3",3.638939073438052,1.5798935540210168,4.445954440694616,32.38915894752932,2.059045519417035,3.598795438614369,1.5798935540210168,2.059045519417035,rastrigin
10,2.6789795538877534,4.128467379272515,1.6665632755334723,-4.293365820350333,-0.8067092492015471,-0.8067092492015471,-0.8067092492015471,0.0,False,True,0.0,logei,0.5001239000121132,False,False,7,3cca8ed7-f2ba-4bfa-af9a-00627b2531c1,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3",3.638939073438052,1.5798935540210168,4.445648322639599,36.834807270168916,2.059045519417035,3.6834807270168914,1.5798935540210168,2.059045519417035,rastrigin
