dataset,objective,oracle_model,error_model,jitter_iteration,jitter_std,acquisition,metric,n_pairs,mean_diff,median_diff,std_diff,cohens_dz,ci95_low,ci95_high,dz_ci95_low,dz_ci95_high,t_stat,p_value_t,wilcoxon_stat,p_value_wilcoxon,p_value_t_fdr_bh,p_value_wilcoxon_fdr_bh
rastrigin,value,exact,slip,0,0.01,ei,auc_simple_regret_excess_true,5,6.163991056562208,20.368384227586823,25.778375566228277,0.23911479762276125,-25.84408981619902,38.17207192932344,-0.6657219119088813,1.1162618400653284,0.5346769419105992,0.6212108088838232,6.0,0.8125,0.8113773830319323,0.9629629629629629
rastrigin,value,exact,slip,0,0.01,logei,auc_simple_regret_excess_true,5,3.4724225057605396,-4.6728092343048075,16.87896332193315,0.20572486825943542,-17.48557857808566,24.430423589606743,-0.6935524913167839,1.0809584279573727,0.4600147900902864,0.6693995446086842,7.0,1.0,0.8320189373710293,1.0
rastrigin,value,exact,slip,0,0.01,pi,auc_simple_regret_excess_true,5,3.472235784230469,4.23213539994164,17.253390027045036,0.2012494807564003,-17.95067745931922,24.89514902778016,-0.6973204595580353,1.0762719572413968,0.45000751940784695,0.6760153866139613,6.0,0.8125,0.8320189373710293,0.9629629629629629
rastrigin,value,exact,slip,0,0.01,qnei,auc_simple_regret_excess_true,5,3.999809684972168,0.6925289951440021,24.24242749252637,0.16499212738514976,-26.101139761562976,34.10075913150731,-0.7281817845720672,1.038699879976092,0.3689336125854995,0.7308756052617548,7.0,1.0,0.8379332165848388,1.0
rastrigin,value,exact,slip,0,0.01,qucb,auc_simple_regret_excess_true,5,-3.1474264322946923,-6.007075738979779,19.125738024492986,-0.16456496623889783,-26.895166776384414,20.600313911795027,-1.0382614210714023,0.7285489658993288,-0.36797845122513345,0.7315346269244278,7.0,1.0,0.8379332165848388,1.0
rastrigin,value,exact,slip,0,0.01,random,auc_simple_regret_excess_true,5,5.659047091089451,0.6027608070441204,9.388242784690313,0.6027802242521708,-5.997995981056762,17.316090163235664,-0.39123490803674427,1.5383272766173854,1.3478575569204212,0.2489803229892413,4.0,0.4375,0.5311580223770481,0.7567567567567568
rastrigin,value,exact,slip,0,0.01,sobol,auc_simple_regret_excess_true,5,4.231971931723431,7.54222046890537,10.984441381817712,0.3852696541062629,-9.407013472459228,17.87095733590609,-0.5494519881352241,1.2777765556335663,0.8614891362494349,0.437549512217305,4.0,0.4375,0.7180299687668594,0.7567567567567568
rastrigin,value,exact,slip,0,0.01,ucb,auc_simple_regret_excess_true,5,11.807212081943238,15.88359032320949,22.685845931565748,0.5204660261539702,-16.360986080079282,39.975410243965754,-0.44921332121924795,1.4370138975788154,1.1637974144594607,0.30919274810488123,3.0,0.3125,0.5653810251060686,0.6451612903225806
rastrigin,value,exact,slip,0,0.05,ei,auc_simple_regret_excess_true,5,12.731768199660227,24.980011931658204,37.652992528309774,0.3381342980929795,-34.02059704737735,59.4841334466978,-0.5859998843304812,1.2244552274230365,0.7560912760600796,0.4916798141393805,5.0,0.625,0.7411430825352032,0.8333333333333334
rastrigin,value,exact,slip,0,0.05,logei,auc_simple_regret_excess_true,5,14.237938777799352,23.09312738807236,24.91107634453374,0.5715505255927489,-16.693247875713624,45.169125431312324,-0.41297691191677016,1.499516320656418,1.2780258278011198,0.2703666048412091,3.0,0.3125,0.5581762164463672,0.6451612903225806
