run_id,dataset,objective,acquisition,seed,oracle_model,baseline,variant,error_model,jitter_std,jitter_iteration,n_iterations,acq_opt_failures,response_start_iteration,response_end_iteration,response_l2,final_best_true,final_simple_regret_true,final_cum_regret_true,final_avg_regret_true,auc_simple_regret_true,auc_simple_regret_true_postonset_per_iter,final_inference_simple_regret_true,auc_inference_simple_regret_true,param_columns,response_x0,response_x1,response_x2
6e9ac232-60eb-4e40-a8e6-38c178751f1b,iso_hartmann_3,composite,ei,10,gradient_boosting,True,,none,0.0,0,50,0,1,2,1.1061137750945342,3.972972283494924,-0.0111465556144327,96.16500818136886,1.9233001636273768,30.59424678077834,0.6243723832811906,-0.0111465556144327,30.59424678077834,"x0,x1,x2",-0.806719586546955,0.30512280635741806,-0.6925252812540241
3fa7a0a5-c726-45c3-966c-287839525d92,iso_hartmann_3,composite,ei,10,gradient_boosting,False,,gaussian,0.230797,0,50,0,1,2,1.1061137750945342,3.43306552641954,0.5287602014609512,131.51887961279368,2.630377592255874,47.61386780520556,0.9717115878613379,0.5287602014609512,48.02436364139665,"x0,x1,x2",-0.806719586546955,0.30512280635741806,-0.6925252812540241
f16f6b66-b06e-40dd-a8a5-59c35c3e89f9,iso_hartmann_3,composite,ei,10,gradient_boosting,False,,gaussian,0.923189,0,50,0,1,2,1.1061137750945342,3.5951764722089554,0.3666492556715357,72.40247028696635,1.448049405739327,45.897870231771044,0.9366912292198172,1.004764771894504,62.329748240940276,"x0,x1,x2",-0.806719586546955,0.30512280635741806,-0.6925252812540241
339ba79b-3d71-46ff-bc99-203d2856fb9d,iso_hartmann_3,composite,ei,10,gradient_boosting,False,,gaussian,4.615944,0,50,0,1,2,1.1061137750945342,2.96255449263734,0.999271235243151,167.88741715450362,3.3577483430900723,63.15683790239809,1.288915059232614,1.4839664144532194,85.41557625800418,"x0,x1,x2",-0.806719586546955,0.30512280635741806,-0.6925252812540241
20d2fcf9-0b4b-4a6c-82e0-7369a848924e,iso_hartmann_3,composite,ei,11,gradient_boosting,True,,none,0.0,0,50,0,1,2,0.4900668224773924,3.0009298731169536,0.9600704123720694,151.2849347637035,3.0256986952740696,69.31366742950094,1.4145646414183866,0.9600704123720694,69.31366742950094,"x0,x1,x2",-0.09988119439725508,-0.35135177786265903,0.32671266533701215
6dd2fbbc-561d-45f7-a402-230fa6d3150e,iso_hartmann_3,composite,ei,11,gradient_boosting,False,,gaussian,0.230797,0,50,0,1,2,0.4900668224773924,3.294629798338901,0.6663704871501221,86.75707726548357,1.7351415453096717,55.89692223903204,1.1407535150822865,0.7311478628600114,60.354905035579456,"x0,x1,x2",-0.09988119439725508,-0.35135177786265903,0.32671266533701215
fa6b4ce5-54ed-4446-a91c-6d5af6cd2efe,iso_hartmann_3,composite,ei,11,gradient_boosting,False,,gaussian,0.923189,0,50,0,1,2,0.4900668224773924,2.0974370242863074,1.8635632612027155,147.43043750050188,2.9486087500100377,109.15285457497698,2.227609277040347,1.9027450513110769,118.41064349688125,"x0,x1,x2",-0.09988119439725508,-0.35135177786265903,0.32671266533701215
7a11f5dd-9a92-4651-8406-e8a2f1fd038e,iso_hartmann_3,composite,ei,11,gradient_boosting,False,,gaussian,4.615944,0,50,0,1,2,0.4900668224773924,0.8124370496973509,3.148563235791672,214.00477954354267,4.280095590870854,154.27959855379194,3.148563235791672,4.028104744416987,200.43612028178393,"x0,x1,x2",-0.09988119439725508,-0.35135177786265903,0.32671266533701215
19ed4d40-0814-481c-8f7f-d383e3e2c524,iso_hartmann_3,composite,ei,7,gradient_boosting,True,,none,0.0,0,50,0,1,2,0.7252271835108848,3.3752649669026957,1.2314383347452296,150.75731686349994,3.0151463372699987,87.16129059665082,1.7788018489112412,1.2314383347452296,87.16129059665082,"x0,x1,x2",-0.39988827661407517,-0.5970475160583502,0.09786775515106838
3347c9c8-4892-4e69-b9ed-7af72998b400,iso_hartmann_3,composite,ei,7,gradient_boosting,False,,gaussian,0.230797,0,50,0,1,2,0.7252271835108848,4.170302586938573,0.436400714709352,124.9915695681734,2.499831391363468,78.69724338685643,1.6060661915684986,0.436400714709352,87.05527191842641,"x0,x1,x2",-0.39988827661407517,-0.5970475160583502,0.09786775515106838
99aa55ec-fce8-4545-a515-a7e2a971d39a,iso_hartmann_3,composite,ei,7,gradient_boosting,False,,gaussian,0.923189,0,50,0,1,2,0.7252271835108848,1.5528103904473858,3.0538929112005397,211.73020808657324,4.234604161731465,156.16383712793746,3.1870170842436214,3.896782258810082,209.52105136098402,"x0,x1,x2",-0.39988827661407517,-0.5970475160583502,0.09786775515106838
0f53b70c-b93f-4d6f-b110-778582b578e2,iso_hartmann_3,composite,ei,7,gradient_boosting,False,,gaussian,4.615944,0,50,0,1,2,0.7252271835108848,3.0304263834534244,1.5762769181945004,201.5785112041181,4.031570224082362,95.71794427978682,1.9534274342813638,3.1325670341517995,157.4612877501317,"x0,x1,x2",-0.39988827661407517,-0.5970475160583502,0.09786775515106838
23affaa5-eb3e-4527-b5d5-3d366289b178,iso_hartmann_3,composite,ei,8,gradient_boosting,True,,none,0.0,0,50,0,1,2,0.48173555592227335,3.3434487120411864,1.373259388446895,129.96362470321534,2.599272494064307,104.87734184872029,2.1403539152800057,1.373259388446895,104.87734184872029,"x0,x1,x2",0.4615766592144682,-0.11738033164170958,0.0723739680536773
cbff7e8a-3234-4272-b412-71bfb656ca44,iso_hartmann_3,composite,ei,8,gradient_boosting,False,,gaussian,0.230797,0,50,0,1,2,0.48173555592227335,3.5948807964622174,1.1218273040258642,148.1678390075608,2.963356780151216,105.48008368362268,2.152654769053524,1.1218273040258642,107.04757889102666,"x0,x1,x2",0.4615766592144682,-0.11738033164170958,0.0723739680536773
