User_ID;Run;Phase;value;x0;x1;x2;x3;x4
33;1;sampling;-0.7465857370724616;2.610611089877697;1.133947396864223;2.2077206398053764;2.7021428613623573;2.0147582862628117
33;2;sampling;2.238846680036108;1.7227338283068327;2.3948782479568886;2.250368002162659;1.4676539252730303;1.7984327946764174
33;3;sampling;-0.29191485439177384;2.344640843672661;0.1996919414010766;2.032221023557436;2.3123917127435627;1.2527378584078903
33;4;sampling;0.2336864263923359;1.5933609112890657;0.7185470439066468;2.0426452619563613;3.0513795089602027;0.9384348325022042
33;5;sampling;0.5467898797989672;1.454025807471142;2.8010876781533485;1.7322769453008051;1.3240705312849692;2.0994972974696244
33;6;optimization;0.9089262275934265;1.3620200838478251;2.2567660847546773;2.294909325216586;3.141592653589793;1.54568861371276
33;7;optimization;0.4493235286140541;1.8124081173485715;2.3105431796910185;2.278209603953559;1.4299896581158096;1.8082794205574693
33;8;optimization;2.0195687828779882;1.690229569424068;2.358963901292683;2.269221128909712;1.5457978093560112;1.7431374584047454
33;9;optimization;0.9356763710229135;1.682739807350193;2.3248201634982086;2.2955933437436897;1.5920447986782948;1.70408970646474
33;10;optimization;-0.08767139306020372;1.4762861891189591;2.4694470251644742;2.256412802899646;1.7289220605359397;1.6410680046504416
33;11;optimization;2.8090359904666107;1.6966115482189756;2.3440447158242743;2.267702643976015;1.5496348340476296;1.7411383129982898
33;12;optimization;1.1394773754265266;1.7390098250980437;2.272317693771124;2.246843888673435;1.5488753671423077;1.748506028766052
33;13;optimization;1.3153296614085408;1.8514675568295145;2.0814417098939693;2.1748746131161774;1.5425588302340816;1.7772905260102596
33;14;optimization;0.9612430326385742;1.7410471361821518;2.2698189325463844;2.224829004600201;1.5419568726805668;1.7614147224606151
33;15;optimization;2.3443486364165973;1.806284596660916;2.127662228882775;2.240370908941908;1.5814020353904803;1.7286334289056382
33;16;optimization;3.443795339954069;1.934985915288698;1.889007241825762;2.2279299004422293;1.6066388985774278;1.7101852374093134
33;17;optimization;1.3749864306576514;2.040612616850557;1.7164569344838585;2.3042425382595053;1.6315473796894824;1.657530578752054
33;18;optimization;5.72291935420803;2.0979580645432963;1.6279493065778354;2.1885957186547107;1.6020944809677409;1.722681552791451
33;19;optimization;4.8955657271018085;2.169737006197877;1.4515168452863556;2.087048546367277;1.6232544625228396;1.743064932139439
33;20;optimization;-0.02657936509982528;2.303527275581806;1.265928538345943;2.024350134143594;1.5952179428887674;1.7874654158380792
