dataset,objective,oracle_model,error_model,jitter_iteration,jitter_std,acquisition,n_seeds,n_acquisitions,mean_rank,mean_rank_normalized,mean_rank_absolute,mean_auc_simple_regret_excess_true,median_auc_simple_regret_excess_true,mean_auc_excess_postonset_per_iter,mean_auc_simple_regret_true_jitter,mean_response_l2_excess,condition_win
hartmann_3,value,exact,gaussian,0,0.05,qnei,5,2,1.4,0.3999999999999999,1.4,0.036119120879291346,1.7456908630192487,0.0007371249159039306,29.556175021065826,0.0,True
hartmann_3,value,exact,gaussian,0,0.05,logei,5,2,1.6,0.6000000000000001,1.6,3.4917954924307204,1.0358785720822983,0.07126113249858612,32.07052408100675,0.0,False
hartmann_3,value,exact,gaussian,0,0.25,qnei,5,2,1.2,0.19999999999999996,1.2,-2.3223942406531255,2.5792563494616463,-0.047395800829655596,27.197661659533406,0.0,True
hartmann_3,value,exact,gaussian,0,0.25,logei,5,2,1.8,0.8,1.8,6.924765553013134,11.369314019488629,0.14132174597985983,35.503494141589165,0.0,False
hartmann_3,value,exact,gaussian,0,1.0,qnei,5,2,1.2,0.19999999999999996,1.2,20.164684650775378,13.705267405002665,0.4115241765464363,49.68474055096191,0.0,True
hartmann_3,value,exact,gaussian,0,1.0,logei,5,2,1.8,0.8,1.8,33.0753679020451,31.862485848169534,0.6750075082050021,61.654096490621136,0.0,False
hartmann_3,value,exact,gaussian,0,5.0,logei,5,2,1.4,0.3999999999999999,1.4,44.355641568242845,58.60594098258493,0.9052171748620989,72.93437015681887,0.0,True
hartmann_3,value,exact,gaussian,0,5.0,qnei,5,2,1.6,0.6000000000000001,1.6,50.70865885578636,42.78785308175602,1.0348705888935992,80.22871475597289,0.0,False
hartmann_3,value,exact,gaussian,20,0.05,qnei,5,2,1.4,0.3999999999999999,1.4,0.052653036231387416,0.019384046385304998,0.0018156219390133368,29.57270893641792,0.1569029829421117,True
hartmann_3,value,exact,gaussian,20,0.05,logei,5,2,1.6,0.6000000000000001,1.6,0.29522265238209755,0.03190493748702394,0.01018009146145173,28.873951240958128,0.16716907552761917,False
hartmann_3,value,exact,gaussian,20,0.25,qnei,5,2,1.4,0.3999999999999999,1.4,1.1088157811377868,0.20369657237309902,0.03823502693578575,30.628871681324323,-0.15231090105364123,True
hartmann_3,value,exact,gaussian,20,0.25,logei,5,2,1.6,0.6000000000000001,1.6,1.0080016038311925,0.41156778861863863,0.03475867599417915,29.586730192407224,0.1705549284621939,False
hartmann_3,value,exact,gaussian,20,1.0,logei,5,2,1.4,0.3999999999999999,1.8,2.5264219430425214,0.6109344856090768,0.08711799803594913,31.105150531618552,0.10225810818123227,True
hartmann_3,value,exact,gaussian,20,1.0,qnei,5,2,1.6,0.6000000000000001,1.2,1.1522168736442377,0.6246732239063988,0.03973161633255997,30.672272773830777,-0.17572947254853638,False
hartmann_3,value,exact,gaussian,20,5.0,logei,5,2,1.4,0.3999999999999999,1.6,4.585122201317147,2.340308017438554,0.1581076621143844,33.16385078989318,-0.05797995008007438,True
hartmann_3,value,exact,gaussian,20,5.0,qnei,5,2,1.6,0.6000000000000001,1.4,10.502041046825845,0.6246732239063988,0.3621393464422704,40.02209694701238,-0.01150114023377401,False
