error_model,variant,jitter_std,jitter_iteration,k,tolerance,budget,n_runs,n_landscapes,mean_extra,ci_low,ci_high,median_extra,mean_extra_reached,mean_multiplier,censored_fraction
gaussian,noise-self_report,0.05,0,10,0.01,50,200,20,2.09,1.33,2.925,0.0,1.49746192893401,1.209,0.015
gaussian,noise-self_report,0.05,0,25,0.01,50,200,20,4.380000000000001,2.9998749999999994,5.78,1.0,2.6861702127659575,1.1752,0.06
gaussian,noise-self_report,0.05,20,10,0.01,50,200,20,2.1750000000000003,1.2748749999999998,3.2001249999999994,0.0,1.7878787878787878,1.2175,0.01
gaussian,noise-self_report,0.05,20,25,0.01,50,200,20,3.8099999999999996,2.059875,5.810249999999998,0.0,2.085561497326203,1.1524,0.065
gaussian,noise-self_report,0.25,0,10,0.01,50,200,20,4.029999999999999,2.714875,5.425124999999999,1.0,3.6515151515151514,1.4029999999999998,0.01
gaussian,noise-self_report,0.25,0,25,0.01,50,200,20,8.075,5.85,10.4705,5.0,4.8522727272727275,1.3230000000000002,0.12
gaussian,noise-self_report,0.25,20,10,0.01,50,200,20,1.975,1.174875,2.795124999999999,0.0,1.7839195979899498,1.1975,0.005
gaussian,noise-self_report,0.25,20,25,0.01,50,200,20,4.025,2.20475,6.150999999999995,0.0,2.2245989304812834,1.161,0.065
gaussian,noise-self_report,1.0,0,10,0.01,50,200,20,8.319999999999999,6.4498750000000005,10.445124999999999,4.0,5.817204301075269,1.8319999999999999,0.07
gaussian,noise-self_report,1.0,0,25,0.01,50,200,20,16.13,12.979875,18.985249999999997,15.5,8.451851851851853,1.6451999999999998,0.325
gaussian,noise-self_report,1.0,20,10,0.01,50,200,20,2.08,1.2498749999999998,3.0202499999999985,0.0,1.8894472361809045,1.208,0.005
gaussian,noise-self_report,1.0,20,25,0.01,50,200,20,4.99,2.9347500000000006,7.029999999999999,0.0,2.5274725274725274,1.1996,0.09
gaussian,noise-self_report,5.0,0,10,0.01,50,200,20,19.64,15.803875000000001,23.660125,16.0,8.541353383458647,2.964,0.335
gaussian,noise-self_report,5.0,0,25,0.01,50,200,20,24.044999999999998,21.279874999999997,26.625375,28.0,10.112676056338028,1.9618,0.645
gaussian,noise-self_report,5.0,20,10,0.01,50,200,20,2.575,1.47,3.7901249999999993,0.0,1.3917525773195876,1.2575,0.03
gaussian,noise-self_report,5.0,20,25,0.01,50,200,20,7.674999999999999,4.79475,10.716249999999993,0.0,0.02027027027027027,1.3070000000000002,0.26
