error_model,variant,jitter_std,jitter_iteration,k,tolerance,budget,n_runs,n_landscapes,mean_extra,ci_low,ci_high,median_extra,mean_extra_reached,mean_multiplier,censored_fraction
gaussian,noise-self_report,0.05,0,10,0.01,50,200,20,2.265,1.559875,3.0550000000000006,0.0,2.0753768844221105,1.2265000000000001,0.005
gaussian,noise-self_report,0.05,0,25,0.01,50,200,20,4.0,2.2749999999999995,5.895249999999999,1.0,2.1122994652406417,1.16,0.065
gaussian,noise-self_report,0.05,20,10,0.01,50,200,20,2.215,1.115,3.7049999999999996,0.0,1.8282828282828283,1.2215,0.01
gaussian,noise-self_report,0.05,20,25,0.01,50,200,20,2.6049999999999995,1.1598749999999998,4.210249999999998,0.0,1.037037037037037,1.1042,0.055
gaussian,noise-self_report,0.25,0,10,0.01,50,200,20,3.7699999999999996,2.6350000000000002,4.949999999999999,0.5,3.010204081632653,1.3769999999999998,0.02
gaussian,noise-self_report,0.25,0,25,0.01,50,200,20,7.425,5.074749999999999,9.770499999999997,4.0,4.005714285714285,1.297,0.125
gaussian,noise-self_report,0.25,20,10,0.01,50,200,20,2.2600000000000002,1.215,3.6601249999999994,0.0,1.6802030456852792,1.226,0.015
gaussian,noise-self_report,0.25,20,25,0.01,50,200,20,3.0,1.479875,4.605124999999999,0.0,0.7391304347826086,1.12,0.08
gaussian,noise-self_report,1.0,0,10,0.01,50,200,20,10.135000000000002,8.120000000000001,12.445250000000001,5.0,7.621621621621622,2.0135,0.075
gaussian,noise-self_report,1.0,0,25,0.01,50,200,20,16.625,14.014875,19.095125,19.5,9.940740740740742,1.665,0.325
gaussian,noise-self_report,1.0,20,10,0.01,50,200,20,2.33,1.24,3.8751249999999993,0.0,1.9494949494949494,1.2329999999999999,0.01
gaussian,noise-self_report,1.0,20,25,0.01,50,200,20,4.04,2.5700000000000007,5.600125,0.0,1.0726256983240223,1.1616,0.105
gaussian,noise-self_report,5.0,0,10,0.01,50,200,20,19.275,14.71425,23.890249999999998,14.0,6.349206349206349,2.9275,0.37
gaussian,noise-self_report,5.0,0,25,0.01,50,200,20,23.91,20.324749999999995,27.330125000000002,28.0,8.969696969696969,1.9564000000000001,0.67
gaussian,noise-self_report,5.0,20,10,0.01,50,200,20,2.36,1.2600000000000002,3.925749999999996,0.0,1.781725888324873,1.236,0.015
gaussian,noise-self_report,5.0,20,25,0.01,50,200,20,5.7299999999999995,3.689999999999999,7.79525,0.0,0.2147239263803681,1.2291999999999998,0.185
