dataset,acquisition,seed,error_model,jitter_std,jitter_iteration,variant,budget,k,tolerance,extra,censored,multiplier
ackley,logei,10,gaussian,1.0,0,sched-front20,50,10,0.01,38.0,False,4.8
ackley,logei,10,gaussian,1.0,0,sched-front20,50,25,0.01,30.0,True,2.2
ackley,logei,10,gaussian,5.0,0,sched-front20,50,10,0.01,17.0,False,2.7
ackley,logei,10,gaussian,5.0,0,sched-front20,50,25,0.01,30.0,True,2.2
ackley,logei,11,gaussian,1.0,0,sched-front20,50,10,0.01,26.0,False,3.6
ackley,logei,11,gaussian,1.0,0,sched-front20,50,25,0.01,13.0,False,1.52
ackley,logei,11,gaussian,5.0,0,sched-front20,50,10,0.01,43.0,True,5.3
ackley,logei,11,gaussian,5.0,0,sched-front20,50,25,0.01,30.0,True,2.2
ackley,logei,7,gaussian,1.0,0,sched-front20,50,10,0.01,0.0,False,1.0
ackley,logei,7,gaussian,1.0,0,sched-front20,50,25,0.01,29.0,True,2.16
ackley,logei,7,gaussian,5.0,0,sched-front20,50,10,0.01,7.0,False,1.7
ackley,logei,7,gaussian,5.0,0,sched-front20,50,25,0.01,29.0,True,2.16
ackley,logei,8,gaussian,1.0,0,sched-front20,50,10,0.01,0.0,False,1.0
ackley,logei,8,gaussian,1.0,0,sched-front20,50,25,0.01,0.0,False,1.0
ackley,logei,8,gaussian,5.0,0,sched-front20,50,10,0.01,0.0,False,1.0
ackley,logei,8,gaussian,5.0,0,sched-front20,50,25,0.01,26.0,True,2.04
ackley,logei,9,gaussian,1.0,0,sched-front20,50,10,0.01,8.0,False,1.8
ackley,logei,9,gaussian,1.0,0,sched-front20,50,25,0.01,15.0,False,1.6
ackley,logei,9,gaussian,5.0,0,sched-front20,50,10,0.01,20.0,False,3.0
ackley,logei,9,gaussian,5.0,0,sched-front20,50,25,0.01,26.0,True,2.04
ackley,qnei,10,gaussian,1.0,0,sched-front20,50,10,0.01,0.0,False,1.0
ackley,qnei,10,gaussian,1.0,0,sched-front20,50,25,0.01,0.0,False,1.0
ackley,qnei,10,gaussian,5.0,0,sched-front20,50,10,0.01,0.0,False,1.0
ackley,qnei,10,gaussian,5.0,0,sched-front20,50,25,0.01,0.0,False,1.0
ackley,qnei,11,gaussian,1.0,0,sched-front20,50,10,0.01,4.0,False,1.4
ackley,qnei,11,gaussian,1.0,0,sched-front20,50,25,0.01,-2.0,False,0.92
ackley,qnei,11,gaussian,5.0,0,sched-front20,50,10,0.01,43.0,True,5.3
ackley,qnei,11,gaussian,5.0,0,sched-front20,50,25,0.01,27.0,True,2.08
ackley,qnei,7,gaussian,1.0,0,sched-front20,50,10,0.01,2.0,False,1.2
ackley,qnei,7,gaussian,1.0,0,sched-front20,50,25,0.01,25.0,True,2.0
ackley,qnei,7,gaussian,5.0,0,sched-front20,50,10,0.01,4.0,False,1.4
ackley,qnei,7,gaussian,5.0,0,sched-front20,50,25,0.01,25.0,True,2.0
ackley,qnei,8,gaussian,1.0,0,sched-front20,50,10,0.01,29.0,False,3.9
ackley,qnei,8,gaussian,1.0,0,sched-front20,50,25,0.01,27.0,True,2.08
ackley,qnei,8,gaussian,5.0,0,sched-front20,50,10,0.01,26.0,False,3.6
ackley,qnei,8,gaussian,5.0,0,sched-front20,50,25,0.01,27.0,True,2.08
ackley,qnei,9,gaussian,1.0,0,sched-front20,50,10,0.01,0.0,False,1.0
ackley,qnei,9,gaussian,1.0,0,sched-front20,50,25,0.01,17.0,False,1.68
ackley,qnei,9,gaussian,5.0,0,sched-front20,50,10,0.01,0.0,False,1.0
ackley,qnei,9,gaussian,5.0,0,sched-front20,50,25,0.01,29.0,True,2.16
branin,logei,10,gaussian,1.0,0,sched-front20,50,10,0.01,0.0,False,1.0
branin,logei,10,gaussian,1.0,0,sched-front20,50,25,0.01,26.0,True,2.04
branin,logei,10,gaussian,5.0,0,sched-front20,50,10,0.01,0.0,False,1.0
branin,logei,10,gaussian,5.0,0,sched-front20,50,25,0.01,26.0,True,2.04
branin,logei,11,gaussian,1.0,0,sched-front20,50,10,0.01,2.0,False,1.2
branin,logei,11,gaussian,1.0,0,sched-front20,50,25,0.01,16.0,False,1.64
branin,logei,11,gaussian,5.0,0,sched-front20,50,10,0.01,-4.0,False,0.6
branin,logei,11,gaussian,5.0,0,sched-front20,50,25,0.01,15.0,False,1.6
branin,logei,7,gaussian,1.0,0,sched-front20,50,10,0.01,7.0,False,1.7
branin,logei,7,gaussian,1.0,0,sched-front20,50,25,0.01,40.0,False,2.6
branin,logei,7,gaussian,5.0,0,sched-front20,50,10,0.01,2.0,False,1.2
branin,logei,7,gaussian,5.0,0,sched-front20,50,25,0.01,2.0,False,1.08
branin,logei,8,gaussian,1.0,0,sched-front20,50,10,0.01,10.0,False,2.0
branin,logei,8,gaussian,1.0,0,sched-front20,50,25,0.01,10.0,False,1.4
branin,logei,8,gaussian,5.0,0,sched-front20,50,10,0.01,-3.0,False,0.7
branin,logei,8,gaussian,5.0,0,sched-front20,50,25,0.01,-3.0,False,0.88
branin,logei,9,gaussian,1.0,0,sched-front20,50,10,0.01,13.0,False,2.3
branin,logei,9,gaussian,1.0,0,sched-front20,50,25,0.01,38.0,True,2.52
branin,logei,9,gaussian,5.0,0,sched-front20,50,10,0.01,42.0,True,5.2
branin,logei,9,gaussian,5.0,0,sched-front20,50,25,0.01,38.0,True,2.52
branin,qnei,10,gaussian,1.0,0,sched-front20,50,10,0.01,0.0,False,1.0
branin,qnei,10,gaussian,1.0,0,sched-front20,50,25,0.01,12.0,False,1.48
branin,qnei,10,gaussian,5.0,0,sched-front20,50,10,0.01,0.0,False,1.0
branin,qnei,10,gaussian,5.0,0,sched-front20,50,25,0.01,32.0,True,2.28
branin,qnei,11,gaussian,1.0,0,sched-front20,50,10,0.01,2.0,False,1.2
branin,qnei,11,gaussian,1.0,0,sched-front20,50,25,0.01,17.0,False,1.68
branin,qnei,11,gaussian,5.0,0,sched-front20,50,10,0.01,0.0,False,1.0
branin,qnei,11,gaussian,5.0,0,sched-front20,50,25,0.01,37.0,True,2.48
branin,qnei,7,gaussian,1.0,0,sched-front20,50,10,0.01,42.0,True,5.2
branin,qnei,7,gaussian,1.0,0,sched-front20,50,25,0.01,38.0,True,2.52
branin,qnei,7,gaussian,5.0,0,sched-front20,50,10,0.01,27.0,False,3.7
branin,qnei,7,gaussian,5.0,0,sched-front20,50,25,0.01,23.0,False,1.92
branin,qnei,8,gaussian,1.0,0,sched-front20,50,10,0.01,3.0,False,1.3
branin,qnei,8,gaussian,1.0,0,sched-front20,50,25,0.01,34.0,True,2.36
branin,qnei,8,gaussian,5.0,0,sched-front20,50,10,0.01,6.0,False,1.6
branin,qnei,8,gaussian,5.0,0,sched-front20,50,25,0.01,33.0,False,2.32
branin,qnei,9,gaussian,1.0,0,sched-front20,50,10,0.01,-1.0,False,0.9
branin,qnei,9,gaussian,1.0,0,sched-front20,50,25,0.01,34.0,False,2.36
branin,qnei,9,gaussian,5.0,0,sched-front20,50,10,0.01,10.0,False,2.0
branin,qnei,9,gaussian,5.0,0,sched-front20,50,25,0.01,11.0,False,1.44
