dataset,objective,acquisition,mean_rank_normalized,mean_rank_absolute,mean_auc_excess_postonset_per_iter,mean_auc_simple_regret_true_jitter,mean_response_l2_excess,condition_wins,conditions
rastrigin,value,logei,0.30000000000000004,1.4,0.21635876117226369,81.9925591981908,0.0,1,2
rastrigin,value,qnei,0.7,1.6,0.3375304101933772,85.07234578433159,0.0,1,2
