dataset,objective,oracle_model,error_model,jitter_iteration,jitter_std,variant,acquisition,n_seeds,mean_response_l2_excess,median_response_l2_excess,mean_final_simple_regret_excess_true,median_final_simple_regret_excess_true,mean_auc_simple_regret_excess_true,median_auc_simple_regret_excess_true,std_auc_simple_regret_excess_true,ci95_low_auc_simple_regret_excess_true,ci95_high_auc_simple_regret_excess_true,mean_auc_excess_postonset_per_iter,mean_auc_simple_regret_true_jitter,mean_final_inference_simple_regret_excess_true,acq_opt_failures
powell,value,exact,bias,0,0.05,bias0.05_anchored,logei,5,0.0,0.0,0.00014425806097639995,-0.0012668480742823,-0.060006272184508325,-0.06928957901018212,0.0680695596149718,-0.11155832817562039,-0.007812392075004171,-0.0012246177996838412,1.6291800666564324,0.010823063429347617,0
powell,value,exact,bias,0,0.05,bias0.05_anchored,qnei,5,0.0,0.0,0.0004991854465488402,0.0008697162087877002,-0.047488959058916834,-0.03139003969626153,0.49180591388323713,-0.45909209826809755,0.3420472081170216,-0.0009691624297738129,1.5788627658295995,0.026617880455558785,0
powell,value,exact,bias,0,0.25,bias0.25_anchored,logei,5,0.0,0.0,0.0076642702110948395,0.0073215926307233,0.7408011925934679,0.15733763472433393,1.0478471927086286,0.008754746865881225,1.676376829549696,0.01511839168558098,2.4299875314344086,0.02033751551905484,0
powell,value,exact,bias,0,0.25,bias0.25_anchored,qnei,5,0.0,0.0,0.008002732768389939,0.0079316465039713,0.31338373217524496,0.20518462519238906,0.4471122606758377,0.01246871637380208,0.6654097322953246,0.0063955863709233675,1.9397354570637613,0.09685317735420158,0
powell,value,exact,bias,0,1.0,bias1_anchored,logei,5,0.0,0.0,0.015580054978941637,0.008750026891547599,0.7044844010575756,0.5087927496933784,0.7120216657830211,0.17298308103151921,1.2615568283250786,0.014377232674644403,2.393670739898516,0.24361542076144369,0
powell,value,exact,bias,0,1.0,bias1_anchored,qnei,5,0.0,0.0,0.024540170208532597,0.0079316465039713,0.8542892203695281,0.20518462519238906,1.6301615549686768,-0.013567501719856944,2.3039531344930024,0.017434473885092415,2.4806409452580445,0.29333198188653725,0
powell,value,exact,bias,0,5.0,bias5_anchored,logei,5,0.0,0.0,0.02070726956162218,0.0122867923264845,0.5763612750339122,0.1650235910382123,0.8119184738047486,0.007487950389792486,1.295554097971102,0.011762475000692083,2.2655476138748525,0.8058356296841074,0
powell,value,exact,bias,0,5.0,bias5_anchored,qnei,5,0.0,0.0,0.039848182689465196,0.016341171560995002,1.9626702929008317,1.0838971814044187,2.5240548051740235,0.4593987261779109,4.246452928369516,0.04005449577348637,3.589022017789348,0.14784628877762762,0
powell,value,exact,bias,20,0.05,bias0.05_anchored,logei,5,0.10962275404583917,-0.12315571813761927,0.00212759673745724,0.0005883331786551002,0.014028142226566087,0.0,0.030612934759609817,-0.00787544543068779,0.040913742943361905,0.0004837290422953841,1.7032144810675067,0.01988847555125422,0
powell,value,exact,bias,20,0.05,bias0.05_anchored,qnei,5,-0.5794144337112138,-0.018282185786933525,0.00025261866493674,0.0003351492488457,0.003901564533920632,0.007872298635904718,0.022819998945330232,-0.014728057350730595,0.02017745497509669,0.00013453670806622852,1.630253289422437,0.01458142200127838,0
powell,value,exact,bias,20,0.25,bias0.25_anchored,logei,5,0.2771509831325301,0.1318310253418673,0.00417058072903472,0.0037885932604007,0.0434556747921769,0.05736969500362982,0.04131993214414274,0.011473939000725963,0.07543741058362784,0.0014984715445578258,1.7326420136331173,0.05463067310313123,0
powell,value,exact,bias,20,0.25,bias0.25_anchored,qnei,5,-1.0127624950132854,-0.01875291726259931,0.00346220744294804,0.0013878925570783,0.08697777092673267,0.02845179742010462,0.09821964726188784,0.013380067370632177,0.1633612615196674,0.0029992334802321644,1.713329495815249,0.20165133244335398,0
powell,value,exact,bias,20,1.0,bias1_anchored,logei,5,0.8647899736692605,1.231545796583616,0.0017645250154748999,0.0,0.0003910992836732352,0.0,0.044828649631676404,-0.03819701748734063,0.03442181700217789,1.3486182195629297e-05,1.6895774381246138,0.14621535080997386,0
powell,value,exact,bias,20,1.0,bias1_anchored,qnei,5,-1.1284953441412466,-0.2981200659759202,0.00028023625371652024,0.0018655689229814996,-0.005466483200572081,0.03054852990402135,0.1702030774497855,-0.1552290234328381,0.12040711295863966,-0.00018849942070938222,1.6208852416879442,0.10915148119512505,0
powell,value,exact,bias,20,5.0,bias5_anchored,logei,5,-0.003453466231247049,-0.24631357490522954,0.00417058072903472,0.0037885932604007,0.0434556747921769,0.05736969500362982,0.04131993214414274,0.011473939000725963,0.07543741058362784,0.0014984715445578258,1.7326420136331173,0.36744667075801296,0
powell,value,exact,bias,20,5.0,bias5_anchored,qnei,5,-2.7767046588543467,-2.7475433856253506,0.0037055257063725996,0.0018655689229814996,0.089289294429266,0.030781887229194782,0.09634459137231172,0.017525445964835355,0.16104149244465119,0.0030789411872160716,1.7156410193177822,2.154103475308477,0
powell,value,exact,drift,0,0.05,anchored,logei,5,0.0,0.0,0.0008248474875288396,0.0008853489703531999,0.07149768013203339,-0.031036837907778225,0.5798327130825025,-0.30396067599702836,0.5571168673716818,0.0014591363292251738,1.7606840189729738,0.02026989083735692,0
powell,value,exact,drift,0,0.05,anchored,qnei,5,0.0,0.0,-0.0005300639570223802,-0.0005981950607200001,0.01326331558542837,0.0342957519012288,0.2873997609748131,-0.2111820311478112,0.23306541283633075,0.00027067990990670024,1.6396150404739447,0.0034329852030627606,0
powell,value,exact,drift,0,0.25,anchored,logei,5,0.0,0.0,0.00583044864766546,0.0052651017137552,0.11277594978730601,0.1476578920636209,0.25436532049879457,-0.10357683095274724,0.27054517665276895,0.0023015499956593067,1.8019622886282467,0.11926395215017034,0
