iteration,x0,x1,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,rater_id,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,128.09775780317898,406.7469321928453,-1.376274054829661,-1.6752363217823385,True,-0.29896226695267747,qnei,0.0,False,0,7,f71fd9fd-caad-41bf-a1ec-bc0786d873d0,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1",3.2050455310550587,-1.376274054829661,4.58131958588472,4.58131958588472,4.58131958588472,4.58131958588472,-1.376274054829661,4.58131958588472,eggholder
2,282.30214681107816,-281.38783744963393,-0.4721201176591365,2.721351741608078,True,3.1934718592672144,qnei,0.0,False,1,7,f71fd9fd-caad-41bf-a1ec-bc0786d873d0,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1",3.2050455310550587,-0.4721201176591365,3.6771656487141953,8.258485234598915,3.6771656487141953,4.129242617299457,-0.4721201176591365,3.6771656487141953,eggholder
3,-204.62972425090516,382.5187280857722,-1.041347350535986,-2.7554161099110734,True,-1.7140687593750874,qnei,0.0,False,2,7,f71fd9fd-caad-41bf-a1ec-bc0786d873d0,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1",3.2050455310550587,-0.4721201176591365,4.246392881591045,12.50487811618996,3.6771656487141953,4.168292705396653,-0.4721201176591365,3.6771656487141953,eggholder
4,-506.6083281248515,328.93790042395267,0.41221577617518584,-0.9536564257260598,True,-1.3658722019012457,qnei,0.0,False,3,7,f71fd9fd-caad-41bf-a1ec-bc0786d873d0,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1",3.2050455310550587,0.41221577617518584,2.792829754879873,15.297707871069834,2.792829754879873,3.8244269677674585,-0.4721201176591365,3.6771656487141953,eggholder
5,304.19909504209534,-32.834608288029926,-0.9877282117936217,-0.2610830432531233,True,0.7266451685404984,qnei,0.0,False,4,7,f71fd9fd-caad-41bf-a1ec-bc0786d873d0,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1",3.2050455310550587,0.41221577617518584,4.19277374284868,19.490481613918515,2.792829754879873,3.898096322783703,-0.4721201176591365,3.6771656487141953,eggholder
6,282.08839320908095,-383.19576674230234,-1.3759332143385228,-1.5262592117409333,True,-0.15032599740241048,qnei,0.20917719998396933,False,0,7,f71fd9fd-caad-41bf-a1ec-bc0786d873d0,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1",3.2050455310550587,0.41221577617518584,4.5809787453935815,24.0714603593121,2.792829754879873,4.011910059885349,-0.4721201176591365,3.6771656487141953,eggholder
7,282.31070383163404,-250.7042482722352,-0.7479047422102557,0.845397961310856,True,1.5933027035211116,qnei,0.29992729995865375,False,1,7,f71fd9fd-caad-41bf-a1ec-bc0786d873d0,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1",3.2050455310550587,0.41221577617518584,3.9529502732653143,28.024410632577414,2.792829754879873,4.003487233225345,-0.4721201176591365,3.6771656487141953,eggholder
8,477.77191225473047,-296.8767525724464,1.6748176519683877,2.5916829133165353,True,0.9168652613481476,qnei,0.21932969999033958,False,2,7,f71fd9fd-caad-41bf-a1ec-bc0786d873d0,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1",3.2050455310550587,1.6748176519683877,1.530227879086671,29.554638511664084,1.530227879086671,3.6943298139580105,-0.4721201176591365,3.6771656487141953,eggholder
9,-118.9874190491397,-297.2226150426123,1.1403820277117878,-0.16499700668443218,True,-1.30537903439622,qnei,0.30993909999961033,False,3,7,f71fd9fd-caad-41bf-a1ec-bc0786d873d0,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1",3.2050455310550587,1.6748176519683877,2.064663503343271,31.619302015007356,1.530227879086671,3.5132557794452617,-0.4721201176591365,3.6771656487141953,eggholder
10,344.30129404970097,-292.94312392042343,-1.4835461436667174,-1.5313258248141162,True,-0.04777968114739872,qnei,0.4211888999561779,False,4,7,f71fd9fd-caad-41bf-a1ec-bc0786d873d0,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1",3.2050455310550587,1.6748176519683877,4.688591674721776,36.307893689729134,1.530227879086671,3.6307893689729136,-0.4721201176591365,3.6771656487141953,eggholder
