iteration,x0,x1,x2,x3,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,noise_effort,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,4.6040153866607785,-2.130863709287678,3.4560039674707763,-2.6564608922618174,-2.7073139114734857,3.974625228482011,True,6.681939139955497,logei,0.0,False,1.5,10,0002b2d7-8014-4e1f-b618-3f2a95722b78,gaussian,5.0,0,exact,value,learned,16.666666666666668,"x0,x1,x2,x3",0.7642238834584598,-2.7073139114734857,3.4715377949319457,3.4715377949319457,3.4715377949319457,3.4715377949319457,-2.7073139114734857,3.4715377949319457,powell
2,0.6152415479290836,-2.77672356381544,2.20132831803018,3.575729518810511,0.34976009667193864,2.801626549237968,True,2.4518664525660294,logei,0.0,False,1.5,10,0002b2d7-8014-4e1f-b618-3f2a95722b78,gaussian,5.0,0,exact,value,learned,16.666666666666668,"x0,x1,x2,x3",0.7642238834584598,0.34976009667193864,0.4144637867865212,3.886001581718467,0.4144637867865212,1.9430007908592335,-2.7073139114734857,3.4715377949319457,powell
3,-0.17041902335521053,4.612334031080296,3.427996157463184,-0.956062187755816,0.5419759271669123,2.8102100685241522,True,2.2682341413572398,logei,0.0,False,1.5,10,0002b2d7-8014-4e1f-b618-3f2a95722b78,gaussian,5.0,0,exact,value,learned,16.666666666666668,"x0,x1,x2,x3",0.7642238834584598,0.5419759271669123,0.22224795629154748,4.108249538010014,0.22224795629154748,1.3694165126700046,-2.7073139114734857,3.4715377949319457,powell
4,1.1818449315006223,2.7797167823762923,3.4439354332231593,4.4009462376642325,0.5453431426681764,-1.2539551757055905,True,-1.7992983183737667,logei,0.0,False,1.5,10,0002b2d7-8014-4e1f-b618-3f2a95722b78,gaussian,5.0,0,exact,value,learned,16.666666666666668,"x0,x1,x2,x3",0.7642238834584598,0.5453431426681764,0.2188807407902834,4.327130278800298,0.2188807407902834,1.0817825697000745,-2.7073139114734857,3.4715377949319457,powell
5,-2.6950477455739543,2.710221899395437,-2.7458374551895988,4.158758805016342,-1.9606363453584643,-5.285325367903157,True,-3.3246890225446926,logei,0.0,False,1.5,10,0002b2d7-8014-4e1f-b618-3f2a95722b78,gaussian,5.0,0,exact,value,learned,16.666666666666668,"x0,x1,x2,x3",0.7642238834584598,0.5453431426681764,2.724860228816924,7.051990507617222,0.2188807407902834,1.4103981015234444,-2.7073139114734857,3.4715377949319457,powell
6,5.0,-3.7743660121587443,4.4987132330464785,-3.5023244261410134,-7.20972770363824,-10.46856645072884,True,-3.2588387470906,logei,0.4968261999893002,False,1.5,10,0002b2d7-8014-4e1f-b618-3f2a95722b78,gaussian,5.0,0,exact,value,learned,16.666666666666668,"x0,x1,x2,x3",0.7642238834584598,0.5453431426681764,7.9739515870967,15.025942094713923,0.2188807407902834,2.5043236824523203,-2.7073139114734857,3.4715377949319457,powell
7,2.3510916760027905,-2.055467790702271,2.510667043709752,0.9221420623231837,0.4767121950710352,5.891327502851036,True,5.414615307780001,logei,0.22384960000636056,False,1.5,10,0002b2d7-8014-4e1f-b618-3f2a95722b78,gaussian,5.0,0,exact,value,learned,16.666666666666668,"x0,x1,x2,x3",0.7642238834584598,0.5453431426681764,0.28751168838742464,15.313453783101346,0.2188807407902834,2.1876362547287638,0.4767121950710352,0.28751168838742464,powell
8,-2.068587671997454,-1.9037739471845614,5.0,2.964153684231116,-1.9144062346224178,-1.2476574925976802,True,0.6667487420247376,logei,0.29761740000685677,False,1.5,10,0002b2d7-8014-4e1f-b618-3f2a95722b78,gaussian,5.0,0,exact,value,learned,16.666666666666668,"x0,x1,x2,x3",0.7642238834584598,0.5453431426681764,2.6786301180808776,17.992083901182223,0.2188807407902834,2.249010487647778,0.4767121950710352,0.28751168838742464,powell
9,5.0,-1.939999742507906,1.5858484229840215,-2.8129438399038853,-3.0359043219131823,3.2683152172372867,True,6.304219539150469,logei,0.351316999993287,False,1.5,10,0002b2d7-8014-4e1f-b618-3f2a95722b78,gaussian,5.0,0,exact,value,learned,16.666666666666668,"x0,x1,x2,x3",0.7642238834584598,0.5453431426681764,3.8001282053716423,21.792212106553865,0.2188807407902834,2.4213569007282074,0.4767121950710352,0.28751168838742464,powell
10,3.7138900221913227,-2.12789712134393,4.487690075321315,5.0,-0.7793301783220067,-4.510732224923103,True,-3.7314020466010964,logei,0.339113499969244,False,1.5,10,0002b2d7-8014-4e1f-b618-3f2a95722b78,gaussian,5.0,0,exact,value,learned,16.666666666666668,"x0,x1,x2,x3",0.7642238834584598,0.5453431426681764,1.5435540617804664,23.33576616833433,0.2188807407902834,2.333576616833433,0.4767121950710352,0.28751168838742464,powell
11,1.6686427489891387,-2.380518038879153,1.0141653467526006,0.17877061032806102,0.672756160054545,-3.5586902334047754,True,-4.23144639345932,logei,0.34458059997996315,False,1.5,10,0002b2d7-8014-4e1f-b618-3f2a95722b78,gaussian,5.0,0,exact,value,learned,16.666666666666668,"x0,x1,x2,x3",0.7642238834584598,0.672756160054545,0.09146772340391485,23.427233891738247,0.09146772340391485,2.129748535612568,0.4767121950710352,0.28751168838742464,powell
12,5.0,-1.8758123179563035,2.6326942667552884,-4.0,-6.053464842611221,-3.124099235075576,True,2.9293656075356447,logei,0.23770719999447465,False,1.5,10,0002b2d7-8014-4e1f-b618-3f2a95722b78,gaussian,5.0,0,exact,value,learned,16.666666666666668,"x0,x1,x2,x3",0.7642238834584598,0.672756160054545,6.81768872606968,30.244922617807926,0.09146772340391485,2.5204102181506607,0.4767121950710352,0.28751168838742464,powell
13,2.575694926443543,-1.9485433528143399,3.0029061366384022,1.1666376666517229,0.3324759093885718,-2.994953640249157,True,-3.3274295496377286,logei,0.3685126999625936,False,1.5,10,0002b2d7-8014-4e1f-b618-3f2a95722b78,gaussian,5.0,0,exact,value,learned,16.666666666666668,"x0,x1,x2,x3",0.7642238834584598,0.672756160054545,0.431747974069888,30.676670591877816,0.09146772340391485,2.3597438916829088,0.4767121950710352,0.28751168838742464,powell
14,2.044647937632263,0.37807385683036565,2.4591068356444987,2.571169198474221,0.7185549670810684,3.917899645807167,True,3.199344678726099,logei,0.5568421000498347,False,1.5,10,0002b2d7-8014-4e1f-b618-3f2a95722b78,gaussian,5.0,0,exact,value,learned,16.666666666666668,"x0,x1,x2,x3",0.7642238834584598,0.7185549670810684,0.045668916377391455,30.722339508255207,0.045668916377391455,2.194452822018229,0.4767121950710352,0.28751168838742464,powell
15,1.5510828734441575,-4.0,2.3540295881472457,0.5666864882960607,0.043515614681625854,1.5622993340045763,True,1.5187837193229505,logei,0.3843438000185415,False,1.5,10,0002b2d7-8014-4e1f-b618-3f2a95722b78,gaussian,5.0,0,exact,value,learned,16.666666666666668,"x0,x1,x2,x3",0.7642238834584598,0.7185549670810684,0.7207082687768339,31.443047777032042,0.045668916377391455,2.0962031851354697,0.4767121950710352,0.28751168838742464,powell
