dataset,objective,oracle_model,error_model,jitter_iteration,jitter_std,acquisition,metric,n_pairs,mean_diff,median_diff,std_diff,cohens_dz,ci95_low,ci95_high,dz_ci95_low,dz_ci95_high,t_stat,p_value_t,wilcoxon_stat,p_value_wilcoxon,p_value_t_fdr_bh,p_value_wilcoxon_fdr_bh
hartmann_6,value,exact,gaussian,0,0.05,logei,auc_simple_regret_excess_true,5,25.513138983857935,14.506979609921856,39.51513934636407,0.6456547896801353,-23.55138692652735,74.57766489424321,-0.3618713018333106,1.5923292900601733,1.443727999723112,0.22230523611599615,2.0,0.1875,0.2371255851903959,0.21428571428571427
hartmann_6,value,exact,gaussian,0,0.05,logpi,auc_simple_regret_excess_true,5,116.91220461208817,104.20676277701077,82.23575550438291,1.4216711927192924,14.8030276372089,219.02138158696744,0.0965223987042667,2.679004677505842,3.178953428573542,0.03356879722503028,0.0,0.0625,0.08951679260008073,0.14285714285714285
hartmann_6,value,exact,gaussian,0,0.25,logei,auc_simple_regret_excess_true,5,54.4733650776324,24.544432689844953,72.07404791809083,0.7557972203745116,-35.01838542707393,143.96511558233874,-0.2888506329341986,1.7346761598181653,1.6900139619627967,0.16629017506127117,1.0,0.125,0.2371255851903959,0.18181818181818182
hartmann_6,value,exact,gaussian,0,0.25,logpi,auc_simple_regret_excess_true,5,122.28168124060656,107.00483197663735,84.6242541603361,1.4449956747497188,17.206791474872134,227.35657100634097,0.10870431743193003,2.713958726059368,3.2311085559335475,0.03194194247964262,0.0,0.0625,0.08951679260008073,0.14285714285714285
hartmann_6,value,exact,gaussian,0,1.0,logei,auc_simple_regret_excess_true,5,23.60759770331052,13.836850439585476,35.281380926836576,0.6691234039922043,-20.200022800455404,67.41521820707645,-0.3460281093155671,1.622231871756234,1.4962054166626229,0.208934682721731,1.0,0.125,0.2371255851903959,0.18181818181818182
hartmann_6,value,exact,gaussian,0,1.0,logpi,auc_simple_regret_excess_true,5,126.53899807468333,106.82849997739802,80.04727175184672,1.580803384117386,27.147182585982122,225.93081356338456,0.17830904020680696,2.919210185307518,3.5347838259481863,0.024126395390754486,0.0,0.0625,0.08951679260008073,0.14285714285714285
hartmann_6,value,exact,gaussian,0,5.0,logei,auc_simple_regret_excess_true,5,168.65514164036955,166.69997358683366,91.01134511865175,1.8531221730707679,55.64963097844179,281.6606523022973,0.31191845141714497,3.338216975246161,4.143707149598367,0.01433329769477261,0.0,0.0625,0.08951679260008073,0.14285714285714285
hartmann_6,value,exact,gaussian,0,5.0,logpi,auc_simple_regret_excess_true,5,125.08759506801093,108.47435952248148,81.95530216509961,1.5262904505680543,23.326646907695746,226.8485432283261,0.15063249783118923,2.8364836488006473,3.4128892008789524,0.0269556921357931,0.0,0.0625,0.08951679260008073,0.14285714285714285
hartmann_6,value,exact,gaussian,20,0.05,logei,auc_simple_regret_excess_true,5,3.998403532502715,0.23895834995420273,5.920686687407028,0.6753276678205413,-3.353099971894895,11.349907036900325,-0.3418662112178291,1.6301767553257174,1.5100785723331276,0.20553801733709776,4.0,0.4375,0.2371255851903959,0.4666666666666667
hartmann_6,value,exact,gaussian,20,0.05,logpi,auc_simple_regret_excess_true,5,26.681127608694812,11.333147270039149,34.53894021453223,0.7724941021053318,-16.204630991802052,69.56688620919168,-0.2780664185223284,1.7566861012733876,1.7273493245251852,0.15917532342324978,1.0,0.125,0.2371255851903959,0.18181818181818182
hartmann_6,value,exact,gaussian,20,0.25,logei,auc_simple_regret_excess_true,5,1.9498360579252818,0.26973441321362657,3.8529677490690846,0.5060608302253196,-2.834255282333995,6.733927398184559,-0.45958736755981755,1.4196147010672224,1.131586417133795,0.32105102395422813,5.0,0.625,0.32105102395422813,0.625
hartmann_6,value,exact,gaussian,20,0.25,logpi,auc_simple_regret_excess_true,5,32.30215254097213,21.91209338784296,32.2320386278565,1.0021752863331157,-7.719209411950338,72.3235144938946,-0.13643266898633877,2.069619902653215,2.2409320656111626,0.08853038711090137,1.0,0.125,0.17706077422180275,0.18181818181818182
hartmann_6,value,exact,gaussian,20,1.0,logei,auc_simple_regret_excess_true,5,6.469464506346074,2.766350187746042,9.26780024509367,0.6980582592693426,-5.038029400530754,17.976958413222903,-0.3267110754452038,1.6594240821253297,1.5609057199814231,0.193567597095982,2.0,0.1875,0.2371255851903959,0.21428571428571427
hartmann_6,value,exact,gaussian,20,1.0,logpi,auc_simple_regret_excess_true,5,44.78360368315161,43.90433684560912,26.529534541642708,1.6880659407294152,11.842835753690665,77.72437161261256,0.23181460327956493,3.083184394813826,3.7746301939731035,0.019526157757225965,0.0,0.0625,0.08951679260008073,0.14285714285714285
hartmann_6,value,exact,gaussian,20,5.0,logei,auc_simple_regret_excess_true,5,19.57511809300174,24.466314283741298,25.031591595090195,0.782016517752762,-11.505708008361687,50.65594419436517,-0.27194806516813474,1.76928715042474,1.748642093222847,0.15526227645941257,2.0,0.1875,0.2371255851903959,0.21428571428571427
hartmann_6,value,exact,gaussian,20,5.0,logpi,auc_simple_regret_excess_true,5,40.72799179334052,26.519822731088368,31.706972433497718,1.2845121645960842,1.3585856306272177,80.09739795605383,0.023400450072366432,2.4754620315628513,2.8722565179622426,0.04536535842041355,0.0,0.0625,0.10369224781808813,0.14285714285714285
