iteration,x0,x1,x2,x3,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,rater_id,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,8.702492039700847,2.8681720908755537,6.031481500515619,7.775340829201788,-0.28272767254561304,1.8547868578456257,True,2.137514530391239,logei,0.0,False,0,9,16c7ff81-a7db-4e94-b94e-1ec14ebae35d,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3",56.774074038018384,-0.28272767254561304,57.056801710563995,57.056801710563995,57.056801710563995,57.056801710563995,-0.28272767254561304,57.056801710563995,shekel
2,7.1607462960356525,9.153801204905076,8.603936491828847,9.182376290487625,0.39788951640408987,-3.266575398450785,True,-3.6644649148548747,logei,0.0,False,1,9,16c7ff81-a7db-4e94-b94e-1ec14ebae35d,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3",56.774074038018384,0.39788951640408987,56.37618452161429,113.43298623217828,56.37618452161429,56.71649311608914,-0.28272767254561304,57.056801710563995,shekel
3,0.2658773446759721,4.372480001295087,4.84944326977288,0.6515419737010752,-0.5141395939949889,-3.0814849777434503,True,-2.5673453837484614,logei,0.0,False,2,9,16c7ff81-a7db-4e94-b94e-1ec14ebae35d,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3",56.774074038018384,0.39788951640408987,57.288213632013374,170.72119986419165,56.37618452161429,56.90706662139721,-0.28272767254561304,57.056801710563995,shekel
4,0.056260506793929244,8.30621436971257,9.833022442861756,7.846098526726796,-1.0386986953159836,-5.498092445463835,True,-4.459393750147852,logei,0.0,False,3,9,16c7ff81-a7db-4e94-b94e-1ec14ebae35d,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3",56.774074038018384,0.39788951640408987,57.81277273333437,228.53397259752603,56.37618452161429,57.13349314938151,-0.28272767254561304,57.056801710563995,shekel
5,3.1560348997827314,7.053337045894538,2.991810731982467,7.407484828757487,9.301000123128077,6.820411336627963,True,-2.480588786500114,logei,0.0,False,4,9,16c7ff81-a7db-4e94-b94e-1ec14ebae35d,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3",56.774074038018384,9.301000123128077,47.47307391489031,276.0070465124163,47.47307391489031,55.20140930248326,9.301000123128077,47.47307391489031,shekel
6,7.4502858828567184,5.197235883831311,1.8237146642707032,8.670715274589742,-0.5277826341201535,3.663794031473831,True,4.191576665593985,logei,0.7121454000007361,False,0,9,16c7ff81-a7db-4e94-b94e-1ec14ebae35d,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3",56.774074038018384,9.301000123128077,57.301856672138534,333.3089031845548,47.47307391489031,55.55148386409247,9.301000123128077,47.47307391489031,shekel
7,6.858902604853294,10.0,3.096687218770711,6.328687522905619,-0.48729395993594654,-2.802638152907427,True,-2.3153441929714806,logei,0.6811423000181094,False,1,9,16c7ff81-a7db-4e94-b94e-1ec14ebae35d,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3",56.774074038018384,9.301000123128077,57.26136799795433,390.57027118250915,47.47307391489031,55.79575302607274,9.301000123128077,47.47307391489031,shekel
8,0.0,6.348711877871035,2.8589970468552353,7.940273064510965,-0.13799890416676225,-2.571900084296193,True,-2.4339011801294306,logei,0.4376695000100881,False,2,9,16c7ff81-a7db-4e94-b94e-1ec14ebae35d,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3",56.774074038018384,9.301000123128077,56.91207294218515,447.4823441246943,47.47307391489031,55.93529301558679,9.301000123128077,47.47307391489031,shekel
9,3.7300671391538534,5.886388641246958,0.0,8.895897079306884,-0.4006694183321593,-5.727364923101128,True,-5.326695504768969,logei,0.8206783999921754,False,3,9,16c7ff81-a7db-4e94-b94e-1ec14ebae35d,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3",56.774074038018384,9.301000123128077,57.17474345635054,504.65708758104483,47.47307391489031,56.0730097312272,9.301000123128077,47.47307391489031,shekel
10,3.584076986426412,6.600364571854432,3.4768404417004177,7.62928645118477,3.5938115675206603,-2.5854949102633302,True,-6.179306477783991,logei,0.5577448999974877,False,4,9,16c7ff81-a7db-4e94-b94e-1ec14ebae35d,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3",56.774074038018384,9.301000123128077,53.18026247049772,557.8373500515426,47.47307391489031,55.783735005154256,9.301000123128077,47.47307391489031,shekel
11,3.0190178768030895,7.186820120610259,2.8452131628052286,7.342498685377922,9.584702301394481,12.155469945974202,True,2.570767644579721,logei,0.9650069000199437,False,0,9,16c7ff81-a7db-4e94-b94e-1ec14ebae35d,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3",56.774074038018384,9.584702301394481,47.189371736623904,605.0267217881665,47.189371736623904,55.00242925346968,9.584702301394481,47.189371736623904,shekel
12,3.0326096928070037,7.314660775039683,2.735054625747409,7.27178600481329,8.581818628388811,5.950085058519289,True,-2.631733569869523,logei,0.6699266000068747,False,1,9,16c7ff81-a7db-4e94-b94e-1ec14ebae35d,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3",56.774074038018384,9.584702301394481,48.192255409629574,653.218977197796,47.189371736623904,54.434914766483,9.584702301394481,47.189371736623904,shekel
