dataset,acquisition,error_model,jitter_std,jitter_iteration,seed,ref,trt,delta,opt_z,share_removed
ehmi,logei,gaussian,0.05,0,10,0.0144822916667006,0.0192994212962896,0.004817129629589001,,-0.33262205598752814
ehmi,logei,gaussian,0.25,0,10,0.1111149305556171,0.1438241126543725,0.03270918209875541,,-0.2943725198332663
ehmi,logei,gaussian,1.0,0,10,0.2388487654321531,0.348350424382752,0.10950165895059888,,-0.4584560391278376
ehmi,logei,gaussian,5.0,0,10,0.8416643518519047,0.8272646990741039,-0.014399652777800753,,0.01710854540306639
ehmi,logei,gaussian,0.05,20,10,0.0069002480158966,0.0204281250000049,0.0135278769841083,,-1.9604914131989388
ehmi,logei,gaussian,0.25,20,10,0.0232313657407914,0.0474788194444411,0.0242474537036497,,-1.0437377627383384
ehmi,logei,gaussian,1.0,20,10,0.0416565972222544,0.0119574074073992,-0.029699189814855198,,0.7129528524953272
ehmi,logei,gaussian,5.0,20,10,0.4879550540124073,0.0015937500000014,-0.4863613040124059,,0.9967338180291481
ehmi,logei,gaussian,0.05,0,11,0.0427347222222441,0.0086816550925981,-0.034053067129646,,0.7968477471914124
ehmi,logei,gaussian,0.25,0,11,0.0715486111111394,0.1382236111111447,0.0666750000000053,,-0.9318839173053448
ehmi,logei,gaussian,1.0,0,11,0.2539178240741125,0.0356784722222389,-0.2182393518518736,,0.8594881145018587
ehmi,logei,gaussian,5.0,0,11,0.3468842592593022,0.3633171296296771,0.016432870370374886,,-0.047372776168811415
ehmi,logei,gaussian,0.05,20,11,0.0,-0.0074083333333359,-0.0074083333333359,,
ehmi,logei,gaussian,0.25,20,11,0.0829711805556013,0.0059343750000167,-0.0770368055555846,,0.9284766715348842
ehmi,logei,gaussian,1.0,20,11,0.1277847222222403,0.0449288194444753,-0.082855902777765,,0.6484022607465068
ehmi,logei,gaussian,5.0,20,11,0.2169261188271888,0.5271215277778127,0.3101954089506239,,-1.4299587833299912
ehmi,logei,gaussian,0.05,0,12,0.0003281249999993,-8.3333333332547e-05,-0.000411458333331847,,1.2539682539663994
ehmi,logei,gaussian,0.25,0,12,0.0255031250000108,0.0044600694444464,-0.021043055555564398,,0.825116747675255
ehmi,logei,gaussian,1.0,0,12,0.0620402777777844,0.1541197916667229,0.09207951388893851,,-1.4841892587707055
ehmi,logei,gaussian,5.0,0,12,0.3163013117284441,0.4261402391975694,0.10983892746912527,,-0.34726042351486
ehmi,logei,gaussian,0.05,20,12,0.0011614583333328,0.0094986111111258,0.008337152777793,,-7.178176382677091
ehmi,logei,gaussian,0.25,20,12,0.0157028273809691,0.0084809027777818,-0.0072219246031873,,0.4599123729742993
ehmi,logei,gaussian,1.0,20,12,0.0261350694444821,0.0211722876082704,-0.0049627818362117,,0.1898897512690364
ehmi,logei,gaussian,5.0,20,12,0.0241451388889259,0.0010781250000002,-0.0230670138889257,,0.9553481549656905
ehmi,logei,gaussian,0.05,0,13,-0.0023621527777751,0.0155277777777849,0.01788993055556,,
ehmi,logei,gaussian,0.25,0,13,0.0190798611111144,0.0581805555555768,0.0391006944444624,,-2.0493175614200605
ehmi,logei,gaussian,1.0,0,13,0.2113055555556027,0.0276229484636073,-0.1836826070919954,,0.8692748593808807
ehmi,logei,gaussian,5.0,0,13,0.0435833333333509,0.4197082616843746,0.3761249283510237,,-8.630017476501846
ehmi,logei,gaussian,0.05,20,13,0.0264274801587447,0.0391458333333477,0.012718353174603,,-0.48125485661918366
ehmi,logei,gaussian,0.25,20,13,0.0528958333333538,0.0983333333333514,0.0454374999999976,,-0.8589996061437735
ehmi,logei,gaussian,1.0,20,13,0.0463569444444535,0.0459982638889187,-0.00035868055553479883,,0.007737364052641138
ehmi,logei,gaussian,5.0,20,13,0.0820625000000019,0.0832927579365306,0.0012302579365287003,,-0.014991718952367616
