error_model,jitter_std,jitter_iteration,n_benchmarks,mean_reference,mean_treatment,mean_delta,median_delta,share_removed,cohens_dz,wilcoxon_p,wilcoxon_p_fdr
gaussian,0.05,0,3,-0.020574940434643255,-0.06351802921976125,-0.04294308878511799,-0.05339131329481441,,-1.5199407594436645,0.25,0.8
gaussian,0.05,20,3,-0.04574467424295481,-0.026712398094939888,0.01903227614801492,0.008160079340593294,,0.6785223569148936,0.5,0.8
gaussian,0.25,0,3,0.05720475417547072,0.01552648988587855,-0.04167826428959218,0.010283242167749916,0.7285804281537097,-0.448009329424783,1.0,1.0
gaussian,0.25,20,3,0.00592687103390481,0.07461410713049817,0.06868723609659336,0.060703272094083514,-11.589122777206786,0.9396733917251123,0.5,0.8
gaussian,1.0,0,3,0.2958830689608927,0.3057583396194918,0.009875270658599012,0.02029510808076438,-0.03337558547462649,0.2880544759978536,0.75,0.8571428571428571
gaussian,1.0,20,3,0.21249801047101988,0.18670550159412405,-0.02579250887689584,-0.018225436746896244,0.12137764875880264,-0.6146214781718625,0.5,0.8
gaussian,5.0,0,3,0.7694416732285418,0.7220980733459003,-0.04734359988264165,-0.030293234752296623,0.061529809899677046,-1.595160887267137,0.25,0.8
gaussian,5.0,20,3,0.5422736198378565,0.5575800398349212,0.015306419997064771,0.036891963783578494,-0.028226377675612202,0.16039482572950287,0.75,0.8571428571428571
