dataset,objective,oracle_model,error_model,jitter_iteration,jitter_std,variant,acquisition,n_seeds,n_acquisitions,mean_rank,mean_rank_normalized,mean_rank_absolute,mean_auc_simple_regret_excess_true,median_auc_simple_regret_excess_true,mean_auc_excess_postonset_per_iter,mean_auc_simple_regret_true_jitter,mean_response_l2_excess,condition_win
branin,value,exact,drift,0,0.05,anch5x3-detrend,qnei,5,2,1.2,0.19999999999999996,1.2,0.10705050747392435,0.044452085359925286,0.0021847042341617178,3.501229273895151,0.0,True
branin,value,exact,drift,0,0.05,anch5x3-detrend,logei,5,2,1.8,0.8,1.8,-0.047653323130490664,0.1680846753307641,-0.0009725167985814437,3.3357222087755396,0.0,False
branin,value,exact,drift,0,0.25,anch5x3-detrend,qnei,5,2,1.4,0.3999999999999999,1.4,0.4382369286637471,0.5042952124289588,0.008943610789056063,3.8324156950849733,0.0,True
branin,value,exact,drift,0,0.25,anch5x3-detrend,logei,5,2,1.6,0.6000000000000001,1.6,0.9869900413891693,0.8518261752922731,0.020142653905901413,4.3703655732952,0.0,False
branin,value,exact,drift,0,1.0,anch5x3-detrend,qnei,5,2,1.2,0.19999999999999996,1.4,2.0703658793269235,2.3310093291803557,0.042252364884222925,5.464544645748149,0.0,True
branin,value,exact,drift,0,1.0,anch5x3-detrend,logei,5,2,1.8,0.8,1.6,4.454238397559783,0.6683305402240598,0.09090282443999557,7.837613929465813,0.0,False
branin,value,exact,drift,0,5.0,anch5x3-detrend,qnei,5,2,1.4,0.3999999999999999,1.5,3.632507963987785,0.696834510944603,0.07413281559158745,7.026686730409011,0.0,True
branin,value,exact,drift,0,5.0,anch5x3-detrend,logei,5,2,1.6,0.6000000000000001,1.5,3.169301844625105,2.917342413503121,0.06467962948214499,6.552677376531134,0.0,False
branin,value,exact,drift,20,0.05,anch5x3-detrend,logei,5,2,1.2,0.19999999999999996,1.2,0.004757770027811459,0.0,0.00016406103544178093,3.3881333019338413,0.08829614665065862,True
branin,value,exact,drift,20,0.05,anch5x3-detrend,qnei,5,2,1.8,0.8,1.8,0.007451971303841209,0.008362657650052174,0.0002569645277186499,3.4016307377250676,-0.02612540427850476,False
branin,value,exact,drift,20,0.25,anch5x3-detrend,logei,5,2,1.4,0.3999999999999999,1.2,0.01414363890829442,0.0,0.00048771168649290727,3.397519170814325,-1.1879643785043383,True
branin,value,exact,drift,20,0.25,anch5x3-detrend,qnei,5,2,1.6,0.6000000000000001,1.8,0.018371951009352495,0.014591510813316333,0.0006335155520466207,3.412550717430579,-0.3977142338425555,False
branin,value,exact,drift,20,1.0,anch5x3-detrend,logei,5,2,1.4,0.3999999999999999,1.4,0.021967962783671878,0.0,0.0007575159580576679,3.405343494689702,-1.942159604487167,True
branin,value,exact,drift,20,1.0,anch5x3-detrend,qnei,5,2,1.6,0.6000000000000001,1.6,0.0172294814401891,0.014591510813316333,0.0005941200496616887,3.411408247861415,-0.5269257766823962,False
branin,value,exact,drift,20,5.0,anch5x3-detrend,logei,5,2,1.4,0.3999999999999999,1.4,0.023116117295415784,0.0,0.0007971074929453866,3.4064916492014463,-1.424924040862973,True
branin,value,exact,drift,20,5.0,anch5x3-detrend,qnei,5,2,1.6,0.6000000000000001,1.6,0.018371951009352495,0.014591510813316333,0.0006335155520466207,3.412550717430579,-0.02291054995335986,False
branin,value,exact,gaussian,0,0.05,anch5x3-detrend,qnei,5,2,1.2,0.19999999999999996,1.2,-0.1378352797460051,-0.05763644956469327,-0.0028129648927756163,3.2563434866752217,0.0,True
branin,value,exact,gaussian,0,0.05,anch5x3-detrend,logei,5,2,1.8,0.8,1.8,0.10281879655075662,0.25923308327872885,0.0020983427867501377,3.4861943284567873,0.0,False
branin,value,exact,gaussian,0,0.25,anch5x3-detrend,qnei,5,2,1.2,0.19999999999999996,1.2,0.27871275923946337,0.2720766912748227,0.005688015494682927,3.6728915256606895,0.0,True
branin,value,exact,gaussian,0,0.25,anch5x3-detrend,logei,5,2,1.8,0.8,1.8,0.7942990216603775,0.5499696013924045,0.01621018411551791,4.1776745535664075,0.0,False
branin,value,exact,gaussian,0,1.0,anch5x3-detrend,qnei,5,2,1.0,0.0,1.1,1.1692475573886905,0.5404125660224908,0.02386219504874878,4.563426323809916,0.0,True
branin,value,exact,gaussian,0,1.0,anch5x3-detrend,logei,5,2,2.0,1.0,1.9,2.55707469692263,1.1073545677822825,0.052185197896380195,5.940450228828659,0.0,False
