iteration,x0,x1,objective_true,objective_observed,objective_true_deployed,input_error_l2,input_error_applied,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,missing,imputed_value,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,1.2857020276919962,4.99277862440115,0.6286520689813629,0.6286520689813629,0.6286520689813629,0.0,False,True,0.0,logei,0.0,False,False,,11,f9d6b478-6cb0-4b61-8715-2c72b3a2d9f6,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1",1.2500554659000687,0.6286520689813629,0.6214033969187057,0.6214033969187057,0.6214033969187057,0.6214033969187057,0.6286520689813629,0.6214033969187057,branin
2,6.014983576233575,0.28689008371944547,0.31569466412453523,0.31569466412453523,0.31569466412453523,0.0,False,True,0.0,logei,0.0,False,False,,11,f9d6b478-6cb0-4b61-8715-2c72b3a2d9f6,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1",1.2500554659000687,0.6286520689813629,0.9343608017755334,1.5557641986942392,0.6214033969187057,0.7778820993471196,0.6286520689813629,0.6214033969187057,branin
3,1.4792608457745593,9.282110229603695,-0.6232490171577227,-0.6232490171577227,-0.6232490171577227,0.0,False,True,0.0,logei,0.0,False,False,,11,f9d6b478-6cb0-4b61-8715-2c72b3a2d9f6,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1",1.2500554659000687,0.6286520689813629,1.8733044830577914,3.429068681752031,0.6214033969187057,1.1430228939173437,0.6286520689813629,0.6214033969187057,branin
4,0.7042057615419683,1.2977394939929798,-0.19576267605595013,-0.19576267605595013,-0.19576267605595013,0.0,False,True,0.0,logei,0.0,False,False,,11,f9d6b478-6cb0-4b61-8715-2c72b3a2d9f6,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1",1.2500554659000687,0.6286520689813629,1.4458181419560188,4.874886823708049,0.6214033969187057,1.2187217059270123,0.6286520689813629,0.6214033969187057,branin
5,9.48328453291775,6.218835927963829,0.5961916848094132,0.5961916848094132,0.5961916848094132,0.0,False,True,0.0,logei,0.0,False,False,,11,f9d6b478-6cb0-4b61-8715-2c72b3a2d9f6,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1",1.2500554659000687,0.6286520689813629,0.6538637810906555,5.528750604798705,0.6214033969187057,1.105750120959741,0.6286520689813629,0.6214033969187057,branin
6,4.248671327127461,5.238593118533315,0.3519321442995982,0.3519321442995982,0.3519321442995982,0.0,False,True,0.0,logei,0.15400179999414831,False,False,,11,f9d6b478-6cb0-4b61-8715-2c72b3a2d9f6,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1",1.2500554659000687,0.6286520689813629,0.8981233216004705,6.426873926399176,0.6214033969187057,1.0711456543998625,0.6286520689813629,0.6214033969187057,branin
7,0.0,5.745732718314474,0.3278718200950059,0.3278718200950059,0.3278718200950059,0.0,False,True,0.0,logei,0.14505799999460578,False,False,,11,f9d6b478-6cb0-4b61-8715-2c72b3a2d9f6,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1",1.2500554659000687,0.6286520689813629,0.9221836458050627,7.349057572204238,0.6214033969187057,1.0498653674577483,0.6286520689813629,0.6214033969187057,branin
8,1.4674592568074931,4.128607211899433,0.7414523381686571,0.7414523381686571,0.7414523381686571,0.0,False,True,0.0,logei,0.15297900000587106,False,False,,11,f9d6b478-6cb0-4b61-8715-2c72b3a2d9f6,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1",1.2500554659000687,0.7414523381686571,0.5086031277314116,7.85766069993565,0.5086031277314116,0.9822075874919562,0.7414523381686571,0.5086031277314116,branin
9,0.0,4.129460420195903,0.163512252481232,0.163512252481232,0.163512252481232,0.0,False,True,0.0,logei,0.12012520001735538,False,False,,11,f9d6b478-6cb0-4b61-8715-2c72b3a2d9f6,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1",1.2500554659000687,0.7414523381686571,1.0865432134188366,8.944203913354487,0.5086031277314116,0.9938004348171652,0.7414523381686571,0.5086031277314116,branin
10,2.318959968225815,4.079685451144945,1.0477548310595228,1.0477548310595228,1.0477548310595228,0.0,False,True,0.0,logei,0.14505589997861534,False,False,,11,f9d6b478-6cb0-4b61-8715-2c72b3a2d9f6,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1",1.2500554659000687,1.0477548310595228,0.20230063484054583,9.146504548195033,0.20230063484054583,0.9146504548195032,1.0477548310595228,0.20230063484054583,branin
11,2.911348585485542,3.228854127302498,1.209740757783593,1.209740757783593,1.209740757783593,0.0,False,True,0.0,logei,0.19385759998112917,False,False,,11,f9d6b478-6cb0-4b61-8715-2c72b3a2d9f6,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1",1.2500554659000687,1.209740757783593,0.04031470811647564,9.186819256311509,0.04031470811647564,0.8351653869374099,1.209740757783593,0.04031470811647564,branin
12,3.329756781184435,2.677139091434771,1.2277650703074097,1.2277650703074097,1.2277650703074097,0.0,False,True,0.0,logei,0.16754599998239428,False,False,,11,f9d6b478-6cb0-4b61-8715-2c72b3a2d9f6,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1",1.2500554659000687,1.2277650703074097,0.022290395592658996,9.209109651904168,0.022290395592658996,0.7674258043253473,1.2277650703074097,0.022290395592658996,branin
13,3.148168186037884,2.2775984305398436,1.2500426610841018,1.2500426610841018,1.2500426610841018,0.0,False,True,0.0,logei,0.17835509998258203,False,False,,11,f9d6b478-6cb0-4b61-8715-2c72b3a2d9f6,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1",1.2500554659000687,1.2500426610841018,1.2804815966882543e-05,9.209122456720134,1.2804815966882543e-05,0.708394035132318,1.2500426610841018,1.2804815966882543e-05,branin
14,3.614635985247742,0.0,1.0203970872188455,1.0203970872188455,1.0203970872188455,0.0,False,True,0.0,logei,0.21561820001807064,False,False,,11,f9d6b478-6cb0-4b61-8715-2c72b3a2d9f6,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1",1.2500554659000687,1.2500426610841018,0.22965837868122319,9.438780835401358,1.2804815966882543e-05,0.674198631100097,1.2500426610841018,1.2804815966882543e-05,branin
15,10.0,10.0,-1.1669946667849285,,-1.1669946667849285,0.0,False,True,,logei,0.18833790003554896,False,True,0.25482169946721395,11,f9d6b478-6cb0-4b61-8715-2c72b3a2d9f6,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1",1.2500554659000687,1.2500426610841018,2.417050132684997,11.855830968086355,1.2804815966882543e-05,0.790388731205757,1.2500426610841018,1.2804815966882543e-05,branin
16,10.0,1.5080255299307457,1.0691460633134717,1.0691460633134717,1.0691460633134717,0.0,False,True,0.0,logei,0.16814020002493635,False,False,,11,f9d6b478-6cb0-4b61-8715-2c72b3a2d9f6,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1",1.2500554659000687,1.2500426610841018,0.18090940258659693,12.036740370672952,1.2804815966882543e-05,0.7522962731670595,1.2500426610841018,1.2804815966882543e-05,branin
17,9.11714440705416,0.0,0.9909687289307415,0.9909687289307415,0.9909687289307415,0.0,False,True,0.0,logei,0.1964647999848239,False,False,,11,f9d6b478-6cb0-4b61-8715-2c72b3a2d9f6,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1",1.2500554659000687,1.2500426610841018,0.25908673696932716,12.295827107642278,1.2804815966882543e-05,0.7232839475083693,1.2500426610841018,1.2804815966882543e-05,branin
18,8.865373957227806,2.501128079634176,1.169987511853946,1.169987511853946,1.169987511853946,0.0,False,True,0.0,logei,0.12849430000642315,False,False,,11,f9d6b478-6cb0-4b61-8715-2c72b3a2d9f6,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1",1.2500554659000687,1.2500426610841018,0.08006795404612266,12.3758950616884,1.2804815966882543e-05,0.6875497256493556,1.2500426610841018,1.2804815966882543e-05,branin
19,3.034257954315065,2.18371854822772,1.2459203458760082,1.2459203458760082,1.2459203458760082,0.0,False,True,0.0,logei,0.16421670001000166,False,False,,11,f9d6b478-6cb0-4b61-8715-2c72b3a2d9f6,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1",1.2500554659000687,1.2500426610841018,0.004135120024060468,12.38003018171246,1.2804815966882543e-05,0.6515805358796032,1.2500426610841018,1.2804815966882543e-05,branin
20,7.216785397196238,10.0,-3.153513901292501,-3.153513901292501,-3.153513901292501,0.0,False,True,0.0,logei,0.15563520003343,False,False,,11,f9d6b478-6cb0-4b61-8715-2c72b3a2d9f6,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1",1.2500554659000687,1.2500426610841018,4.40356936719257,16.78359954890503,1.2804815966882543e-05,0.8391799774452515,1.2500426610841018,1.2804815966882543e-05,branin
21,10.0,3.7041834164699523,1.1525685772620973,1.1525685772620973,1.1525685772620973,0.0,False,True,0.0,logei,0.21150929998839274,False,False,,11,f9d6b478-6cb0-4b61-8715-2c72b3a2d9f6,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1",1.2500554659000687,1.2500426610841018,0.09748688863797139,16.881086437543,1.2804815966882543e-05,0.8038612589306191,1.2500426610841018,1.2804815966882543e-05,branin
22,9.400729157743585,2.37204609376773,1.249594907866408,1.249594907866408,1.249594907866408,0.0,False,True,0.0,logei,0.18717930000275373,False,False,,11,f9d6b478-6cb0-4b61-8715-2c72b3a2d9f6,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1",1.2500554659000687,1.2500426610841018,0.00046055803366074066,16.881546995576663,1.2804815966882543e-05,0.7673430452534847,1.2500426610841018,1.2804815966882543e-05,branin
23,9.392155069968156,2.3564094851614783,1.2494127861473783,1.2494127861473783,1.2494127861473783,0.0,False,True,0.0,logei,0.2075351999956183,False,False,,11,f9d6b478-6cb0-4b61-8715-2c72b3a2d9f6,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1",1.2500554659000687,1.2500426610841018,0.0006426797526903893,16.882189675329354,1.2804815966882543e-05,0.7340082467534501,1.2500426610841018,1.2804815966882543e-05,branin
24,9.388477619593129,2.3496069224848757,1.2493212990619509,1.2493212990619509,1.2493212990619509,0.0,False,True,0.0,logei,0.17544369999086484,False,False,,11,f9d6b478-6cb0-4b61-8715-2c72b3a2d9f6,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1",1.2500554659000687,1.2500426610841018,0.0007341668381177779,16.88292384216747,1.2804815966882543e-05,0.7034551600903113,1.2500426610841018,1.2804815966882543e-05,branin
25,9.385578948981612,2.343520184109726,1.2492370300793865,1.2492370300793865,1.2492370300793865,0.0,False,True,0.0,logei,0.16525319998618215,False,False,,11,f9d6b478-6cb0-4b61-8715-2c72b3a2d9f6,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1",1.2500554659000687,1.2500426610841018,0.0008184358206821951,16.883742277988155,1.2804815966882543e-05,0.6753496911195263,1.2500426610841018,1.2804815966882543e-05,branin
