iteration,x0,x1,objective_true,objective_observed,objective_true_deployed,input_error_l2,input_error_applied,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,missing,imputed_value,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,1.2857020276919962,4.99277862440115,0.6286520689813629,0.6286520689813629,0.6286520689813629,0.0,False,True,0.0,ucb,0.0,False,False,,11,748092b7-b658-447d-b8b3-129eacac20e3,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1",1.2500554659000687,0.6286520689813629,0.6214033969187057,0.6214033969187057,0.6214033969187057,0.6214033969187057,0.6286520689813629,0.6214033969187057,branin
2,6.014983576233575,0.28689008371944547,0.31569466412453523,0.31569466412453523,0.31569466412453523,0.0,False,True,0.0,ucb,0.0,False,False,,11,748092b7-b658-447d-b8b3-129eacac20e3,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1",1.2500554659000687,0.6286520689813629,0.9343608017755334,1.5557641986942392,0.6214033969187057,0.7778820993471196,0.6286520689813629,0.6214033969187057,branin
3,1.4792608457745593,9.282110229603695,-0.6232490171577227,,-0.6232490171577227,0.0,False,True,,ucb,0.0,False,True,0.31569466412453523,11,748092b7-b658-447d-b8b3-129eacac20e3,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1",1.2500554659000687,0.6286520689813629,1.8733044830577914,3.429068681752031,0.6214033969187057,1.1430228939173437,0.6286520689813629,0.6214033969187057,branin
4,0.7042057615419683,1.2977394939929798,-0.19576267605595013,-0.19576267605595013,-0.19576267605595013,0.0,False,True,0.0,ucb,0.0,False,False,,11,748092b7-b658-447d-b8b3-129eacac20e3,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1",1.2500554659000687,0.6286520689813629,1.4458181419560188,4.874886823708049,0.6214033969187057,1.2187217059270123,0.6286520689813629,0.6214033969187057,branin
5,9.48328453291775,6.218835927963829,0.5961916848094132,0.5961916848094132,0.5961916848094132,0.0,False,True,0.0,ucb,0.0,False,False,,11,748092b7-b658-447d-b8b3-129eacac20e3,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1",1.2500554659000687,0.6286520689813629,0.6538637810906555,5.528750604798705,0.6214033969187057,1.105750120959741,0.6286520689813629,0.6214033969187057,branin
6,5.091574138896772,5.770768134074527,-0.3596475880851344,-0.3596475880851344,-0.3596475880851344,0.0,False,True,0.0,ucb,0.18301129998872057,False,False,,11,748092b7-b658-447d-b8b3-129eacac20e3,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1",1.2500554659000687,0.6286520689813629,1.609703053985203,7.138453658783908,0.6214033969187057,1.1897422764639847,0.6286520689813629,0.6214033969187057,branin
7,0.307084517481547,6.455253830120364,0.31090953784728387,0.31090953784728387,0.31090953784728387,0.0,False,True,0.0,ucb,0.16508369997609407,False,False,,11,748092b7-b658-447d-b8b3-129eacac20e3,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1",1.2500554659000687,0.6286520689813629,0.9391459280527847,8.077599586836692,0.6214033969187057,1.1539427981195274,0.6286520689813629,0.6214033969187057,branin
8,10.0,7.911455277261405,0.023024493047663804,0.023024493047663804,0.023024493047663804,0.0,False,True,0.0,ucb,0.21620379999512807,False,False,,11,748092b7-b658-447d-b8b3-129eacac20e3,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1",1.2500554659000687,0.6286520689813629,1.227030972852405,9.304630559689098,0.6214033969187057,1.1630788199611373,0.6286520689813629,0.6214033969187057,branin
9,9.79791988680762,5.090921596752484,0.9689490801431832,0.9689490801431832,0.9689490801431832,0.0,False,True,0.0,ucb,0.16198679996887222,False,False,,11,748092b7-b658-447d-b8b3-129eacac20e3,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1",1.2500554659000687,0.9689490801431832,0.2811063857568855,9.585736945445984,0.2811063857568855,1.0650818828273314,0.9689490801431832,0.2811063857568855,branin
10,8.851554657957378,4.1704071756324534,0.9581461649906017,0.9581461649906017,0.9581461649906017,0.0,False,True,0.0,ucb,0.15126160002546385,False,False,,11,748092b7-b658-447d-b8b3-129eacac20e3,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1",1.2500554659000687,0.9689490801431832,0.291909300909467,9.87764624635545,0.2811063857568855,0.987764624635545,0.9689490801431832,0.2811063857568855,branin
11,10.0,3.1191248528688966,1.1754557606329195,1.1754557606329195,1.1754557606329195,0.0,False,True,0.0,ucb,0.17341160000069067,False,False,,11,748092b7-b658-447d-b8b3-129eacac20e3,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1",1.2500554659000687,1.1754557606329195,0.07459970526714921,9.952245951622599,0.07459970526714921,0.9047496319656908,1.1754557606329195,0.07459970526714921,branin
12,9.135790041644064,0.9124562326009381,1.1463974988796302,1.1463974988796302,1.1463974988796302,0.0,False,True,0.0,ucb,0.1752459999988787,False,False,,11,748092b7-b658-447d-b8b3-129eacac20e3,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1",1.2500554659000687,1.1754557606329195,0.1036579670204385,10.055903918643038,0.07459970526714921,0.8379919932202532,1.1754557606329195,0.07459970526714921,branin
13,10.0,0.0,0.7445238005749768,0.7445238005749768,0.7445238005749768,0.0,False,True,0.0,ucb,0.16943490004632622,False,False,,11,748092b7-b658-447d-b8b3-129eacac20e3,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1",1.2500554659000687,1.1754557606329195,0.5055316653250919,10.56143558396813,0.07459970526714921,0.8124181218437023,1.1754557606329195,0.07459970526714921,branin
14,8.06745558620321,0.0,0.7701911326338634,0.7701911326338634,0.7701911326338634,0.0,False,True,0.0,ucb,0.1969258000026457,False,False,,11,748092b7-b658-447d-b8b3-129eacac20e3,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1",1.2500554659000687,1.1754557606329195,0.47986433326620526,11.041299917234335,0.07459970526714921,0.7886642798024525,1.1754557606329195,0.07459970526714921,branin
15,9.405076688561017,2.670734802149845,1.2478091509106752,1.2478091509106752,1.2478091509106752,0.0,False,True,0.0,ucb,0.19631490000756457,False,False,,11,748092b7-b658-447d-b8b3-129eacac20e3,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1",1.2500554659000687,1.2478091509106752,0.0022463149893934276,11.04354623222373,0.0022463149893934276,0.7362364154815819,1.2478091509106752,0.0022463149893934276,branin
