iteration,x0,x1,x2,x3,x4,x5,objective_true,objective_observed,objective_true_deployed,input_error_l2,input_error_applied,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,missing,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,-445.7157566769605,-0.8665650718620554,121.79802914802895,-565.5731899536665,-422.48869850705285,513.8532275524435,-0.9762267742847551,-0.9762267742847551,-0.9762267742847551,0.0,False,True,0.0,ucb,0.0,False,False,11,ee9e80cf-e0d0-4c66-8574-210a1717d5fc,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",2.7538558156589708,-0.9762267742847551,3.7300825899437258,3.7300825899437258,3.7300825899437258,3.7300825899437258,-0.9762267742847551,3.7300825899437258,griewank
2,-515.4953086149638,-444.2712607208424,537.9941439501301,146.26031135565938,-157.20825152425084,13.668026163915215,-0.2974490717811511,,-0.2974490717811511,0.0,False,True,,ucb,0.0,False,True,11,ee9e80cf-e0d0-4c66-8574-210a1717d5fc,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",2.7538558156589708,-0.2974490717811511,3.051304887440122,6.781387477383848,3.051304887440122,3.390693738691924,-0.9762267742847551,3.7300825899437258,griewank
3,195.41154302015912,-269.6294210866448,-434.4383125596536,345.6475134047902,204.43270092298053,14.858776179792471,0.9791977447925131,0.9791977447925131,0.9791977447925131,0.0,False,True,0.0,ucb,0.0,False,False,11,ee9e80cf-e0d0-4c66-8574-210a1717d5fc,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",2.7538558156589708,0.9791977447925131,1.7746580708664577,8.556045548250305,1.7746580708664577,2.8520151827501015,0.9791977447925131,1.7746580708664577,griewank
4,380.08372316358964,58.890322644031585,577.0963671567665,-354.58864640394614,64.47643543827337,-19.650363691934785,0.4139567988793983,0.4139567988793983,0.4139567988793983,0.0,False,True,0.0,ucb,0.0,False,False,11,ee9e80cf-e0d0-4c66-8574-210a1717d5fc,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",2.7538558156589708,0.9791977447925131,2.3398990167795723,10.895944565029877,1.7746580708664577,2.7239861412574693,0.9791977447925131,1.7746580708664577,griewank
5,-176.0701739274623,109.91436473885221,-317.63852199890334,362.64322053418016,440.8002622108977,-445.48839452657876,0.1984878307961768,0.1984878307961768,0.1984878307961768,0.0,False,True,0.0,ucb,0.0,False,False,11,ee9e80cf-e0d0-4c66-8574-210a1717d5fc,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",2.7538558156589708,0.9791977447925131,2.555367984862794,13.451312549892672,1.7746580708664577,2.6902625099785342,0.9791977447925131,1.7746580708664577,griewank
6,600.0,-408.02441414177434,-17.178524261503814,517.3955523467531,378.8094023633356,-99.74466383622752,-0.8721858193491386,-0.8721858193491386,-0.8721858193491386,0.0,False,True,0.0,ucb,0.2267806000309065,False,False,11,ee9e80cf-e0d0-4c66-8574-210a1717d5fc,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",2.7538558156589708,0.9791977447925131,3.6260416350081095,17.07735418490078,1.7746580708664577,2.8462256974834634,0.9791977447925131,1.7746580708664577,griewank
7,85.03770287713292,-46.50037396344807,-600.0,128.84841650715694,-58.362746541530676,-117.15886157716508,1.2052662099512985,1.2052662099512985,1.2052662099512985,0.0,False,True,0.0,ucb,0.3413578000036068,False,False,11,ee9e80cf-e0d0-4c66-8574-210a1717d5fc,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",2.7538558156589708,1.2052662099512985,1.5485896057076722,18.625943790608453,1.5485896057076722,2.6608491129440646,1.2052662099512985,1.5485896057076722,griewank
8,143.98004899867362,600.0,-600.0,-76.08343088463936,314.7511212859905,397.21282896063707,-1.0754038074177537,,-1.0754038074177537,0.0,False,True,,ucb,0.42098340002121404,False,True,11,ee9e80cf-e0d0-4c66-8574-210a1717d5fc,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",2.7538558156589708,1.2052662099512985,3.8292596230767244,22.455203413685176,1.5485896057076722,2.806900426710647,1.2052662099512985,1.5485896057076722,griewank
9,143.7481450946556,600.0,-600.0,-97.24092442222079,328.5106300161215,382.25816408952085,-1.081057057443746,,-1.081057057443746,0.0,False,True,,ucb,0.4411772000021301,False,True,11,ee9e80cf-e0d0-4c66-8574-210a1717d5fc,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",2.7538558156589708,1.2052662099512985,3.8349128731027164,26.290116286787892,1.5485896057076722,2.9211240318653213,1.2052662099512985,1.5485896057076722,griewank
10,142.0477271202822,600.0,-600.0,-112.46484039836736,376.7936004109645,377.3190494137477,-1.209523770290137,-1.209523770290137,-1.209523770290137,0.0,False,True,0.0,ucb,0.3312609999557026,False,False,11,ee9e80cf-e0d0-4c66-8574-210a1717d5fc,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",2.7538558156589708,1.2052662099512985,3.9633795859491077,30.253495872737,1.5485896057076722,3.0253495872736997,1.2052662099512985,1.5485896057076722,griewank
11,72.83778072575667,-277.8671836485808,-163.56696283028685,-406.6625618047646,9.43263851895311,-302.3890061660432,1.3455425200044286,1.3455425200044286,1.3455425200044286,0.0,False,True,0.0,ucb,0.5017179000424221,False,False,11,ee9e80cf-e0d0-4c66-8574-210a1717d5fc,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",2.7538558156589708,1.3455425200044286,1.408313295654542,31.66180916839154,1.408313295654542,2.8783462880355946,1.3455425200044286,1.408313295654542,griewank
12,109.84084859687746,-183.69241917718898,433.4088577251887,600.0,-600.0,-549.6031505953447,-2.0376856803596617,-2.0376856803596617,-2.0376856803596617,0.0,False,True,0.0,ucb,0.7339359000325203,False,False,11,ee9e80cf-e0d0-4c66-8574-210a1717d5fc,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",2.7538558156589708,1.3455425200044286,4.791541496018633,36.45335066441017,1.408313295654542,3.0377792220341813,1.3455425200044286,1.408313295654542,griewank
