iteration,x0,x1,x2,x3,x4,x5,objective_true,objective_observed,objective_true_deployed,input_error_l2,input_error_applied,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,missing,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,-207.63326807332714,584.7322120055107,-217.54699381737993,346.25872298403476,443.87581403545937,-130.69823215296725,-0.18020793523944853,-0.18020793523944853,-0.18020793523944853,0.0,False,True,0.0,logei,0.0,False,False,8,1f5ad6ce-4862-486c-ae34-00b76a8ca2bf,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",2.7538558156589708,-0.18020793523944853,2.934063750898419,2.934063750898419,2.934063750898419,2.934063750898419,-0.18020793523944853,2.934063750898419,griewank
2,-74.54175225264146,-152.70131629277637,-471.65568423267075,-25.24145500473969,-310.37742589838126,-291.4257017386443,1.0891377787356822,,1.0891377787356822,0.0,False,True,,logei,0.0,False,True,8,1f5ad6ce-4862-486c-ae34-00b76a8ca2bf,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",2.7538558156589708,1.0891377787356822,1.6647180369232886,4.598781787821707,1.6647180369232886,2.2993908939108536,-0.18020793523944853,2.934063750898419,griewank
3,-378.3221317987021,-367.3625413148271,376.5932041860252,-92.41897422692841,-292.8953938101287,109.0834221184939,0.7369340198337742,0.7369340198337742,0.7369340198337742,0.0,False,True,0.0,logei,0.0,False,False,8,1f5ad6ce-4862-486c-ae34-00b76a8ca2bf,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",2.7538558156589708,1.0891377787356822,2.016921795825197,6.615703583646904,1.6647180369232886,2.2052345278823013,0.7369340198337742,2.016921795825197,griewank
4,125.12675527014699,176.2296324722255,493.62765653822885,-419.7526656456379,-154.33544586912456,-258.45523498702494,0.6201583017330186,0.6201583017330186,0.6201583017330186,0.0,False,True,0.0,logei,0.0,False,False,8,1f5ad6ce-4862-486c-ae34-00b76a8ca2bf,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",2.7538558156589708,1.0891377787356822,2.133697513925952,8.749401097572857,1.6647180369232886,2.1873502743932143,0.7369340198337742,2.016921795825197,griewank
5,-579.8615372106591,-382.1352751647246,-126.39770244167659,-128.0271478964109,140.0735332884011,-57.28016540742442,0.693856662348287,0.693856662348287,0.693856662348287,0.0,False,True,0.0,logei,0.0,False,False,8,1f5ad6ce-4862-486c-ae34-00b76a8ca2bf,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",2.7538558156589708,1.0891377787356822,2.0599991533106836,10.809400250883542,1.6647180369232886,2.161880050176708,0.7369340198337742,2.016921795825197,griewank
6,-241.22900133974343,-410.1757528577433,492.7521664812186,-462.2255997993919,-343.833561237047,-70.09571627266003,-0.3270105616967566,-0.3270105616967566,-0.3270105616967566,0.0,False,True,0.0,logei,0.34237729996675625,False,False,8,1f5ad6ce-4862-486c-ae34-00b76a8ca2bf,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",2.7538558156589708,1.0891377787356822,3.0808663773557274,13.890266628239269,1.6647180369232886,2.315044438039878,0.7369340198337742,2.016921795825197,griewank
7,-572.5783405143835,-313.952261443283,-50.44233655443904,18.86286128620926,73.4911471729214,21.32870656319198,1.0837163943137187,1.0837163943137187,1.0837163943137187,0.0,False,True,0.0,logei,0.38707210001302883,False,False,8,1f5ad6ce-4862-486c-ae34-00b76a8ca2bf,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",2.7538558156589708,1.0891377787356822,1.670139421345252,15.560406049584522,1.6647180369232886,2.222915149940646,1.0837163943137187,1.670139421345252,griewank
8,-600.0,-392.91743360423044,-53.94785756633258,184.77392748432473,26.821615199920096,180.98079084012602,0.513879922241431,,0.513879922241431,0.0,False,True,,logei,0.40608739998424426,False,True,8,1f5ad6ce-4862-486c-ae34-00b76a8ca2bf,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",2.7538558156589708,1.0891377787356822,2.2399758934175398,17.800381943002062,1.6647180369232886,2.2250477428752578,1.0837163943137187,1.670139421345252,griewank
9,-600.0,-392.3194808273058,-44.331361532667636,184.717283370946,34.040102993248595,184.46224365395082,0.5106126903372988,,0.5106126903372988,0.0,False,True,,logei,0.43485550000332296,False,True,8,1f5ad6ce-4862-486c-ae34-00b76a8ca2bf,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",2.7538558156589708,1.0891377787356822,2.243243125321672,20.043625068323735,1.6647180369232886,2.2270694520359706,1.0837163943137187,1.670139421345252,griewank
10,-600.0,-393.3518363039716,-54.977517853370216,184.73766180798387,28.174062576651952,181.2056857694595,0.5115008501404714,,0.5115008501404714,0.0,False,True,,logei,0.30707470001652837,False,True,8,1f5ad6ce-4862-486c-ae34-00b76a8ca2bf,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",2.7538558156589708,1.0891377787356822,2.2423549655184996,22.285980033842236,1.6647180369232886,2.2285980033842234,1.0837163943137187,1.670139421345252,griewank
