iteration,x0,x1,x2,x3,objective_true,objective_observed,objective_true_deployed,input_error_l2,input_error_applied,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,missing,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,370.24920397008464,-213.1827909124446,103.14815005156186,277.5340829201788,-0.8884304404527471,,-0.8884304404527471,0.0,False,True,,ucb,0.0,False,True,9,d03dfe3e-a744-4772-80b8-df9c52ffa03f,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3",4.328390371778852,-0.8884304404527471,5.216820812231599,5.216820812231599,5.216820812231599,5.216820812231599,-0.8884304404527471,5.216820812231599,schwefel
2,216.0746296035653,415.3801204905076,360.3936491828846,418.2376290487624,2.7485478000206873,2.7485478000206873,2.7485478000206873,0.0,False,True,0.0,ucb,0.0,False,False,9,d03dfe3e-a744-4772-80b8-df9c52ffa03f,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3",4.328390371778852,2.7485478000206873,1.5798425717581646,6.796663383989763,1.5798425717581646,3.3983316919948816,2.7485478000206873,1.5798425717581646,schwefel
3,-473.4122655324028,-62.75199987049132,-15.055673022711915,-434.8458026298925,-1.4375677418251045,-1.4375677418251045,-1.4375677418251045,0.0,False,True,0.0,ucb,0.0,False,False,9,d03dfe3e-a744-4772-80b8-df9c52ffa03f,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3",4.328390371778852,2.7485478000206873,5.765958113603956,12.56262149759372,1.5798425717581646,4.187540499197906,2.7485478000206873,1.5798425717581646,schwefel
4,-494.3739493206071,330.621436971257,483.30224428617555,284.6098526726796,-0.886120106957704,-0.886120106957704,-0.886120106957704,0.0,False,True,0.0,ucb,0.0,False,False,9,d03dfe3e-a744-4772-80b8-df9c52ffa03f,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3",4.328390371778852,2.7485478000206873,5.214510478736556,17.777131976330274,1.5798425717581646,4.4442829940825685,2.7485478000206873,1.5798425717581646,schwefel
5,-184.39651002172684,205.33370458945376,-200.81892680175326,240.74848287574866,-0.2832592544134897,-0.2832592544134897,-0.2832592544134897,0.0,False,True,0.0,ucb,0.0,False,False,9,d03dfe3e-a744-4772-80b8-df9c52ffa03f,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3",4.328390371778852,2.7485478000206873,4.611649626192341,22.388781602522617,1.5798425717581646,4.477756320504524,2.7485478000206873,1.5798425717581646,schwefel
6,500.0,-184.92718852386497,500.0,500.0,-1.8092573746055365,,-1.8092573746055365,0.0,False,True,,ucb,0.30799080000724643,False,True,9,d03dfe3e-a744-4772-80b8-df9c52ffa03f,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3",4.328390371778852,2.7485478000206873,6.137647746384388,28.526429348907005,1.5798425717581646,4.7544048914845005,2.7485478000206873,1.5798425717581646,schwefel
7,500.0,-186.1122943919873,500.0,500.0,-1.8222133022195823,,-1.8222133022195823,0.0,False,True,,ucb,0.22122869995655492,False,True,9,d03dfe3e-a744-4772-80b8-df9c52ffa03f,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3",4.328390371778852,2.7485478000206873,6.150603673998434,34.67703302290544,1.5798425717581646,4.953861860415063,2.7485478000206873,1.5798425717581646,schwefel
8,500.0,-184.89671037931538,500.0,500.0,-1.8089151440083862,-1.8089151440083862,-1.8089151440083862,0.0,False,True,0.0,ucb,0.27135279995854944,False,False,9,d03dfe3e-a744-4772-80b8-df9c52ffa03f,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3",4.328390371778852,2.7485478000206873,6.137305515787238,40.81433853869268,1.5798425717581646,5.101792317336585,2.7485478000206873,1.5798425717581646,schwefel
9,362.2559148847566,500.0,-38.77075776236525,455.5175726063444,0.42031799901774564,0.42031799901774564,0.42031799901774564,0.0,False,True,0.0,ucb,0.29259590001311153,False,False,9,d03dfe3e-a744-4772-80b8-df9c52ffa03f,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3",4.328390371778852,2.7485478000206873,3.908072372761106,44.722410911453785,1.5798425717581646,4.969156767939309,2.7485478000206873,1.5798425717581646,schwefel
10,246.89075094513146,500.0,500.0,141.29695446684485,-1.1651929613865588,-1.1651929613865588,-1.1651929613865588,0.0,False,True,0.0,ucb,0.5188651999924332,False,False,9,d03dfe3e-a744-4772-80b8-df9c52ffa03f,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3",4.328390371778852,2.7485478000206873,5.493583333165411,50.215994244619196,1.5798425717581646,5.02159942446192,2.7485478000206873,1.5798425717581646,schwefel
