procedure,error_model,jitter_std,jitter_iteration,n_landscapes,n_cells,cost,gain,price,recovered,bootstrap_draws_kept,recovered_lo,recovered_hi
lucb_k4_rho0.5,pooled,,,20,12800,0.22384544617432356,0.024183205433180945,0.011334582380830582,0.10803527990624322,1.0,0.057940105431784676,0.1534890564590386
lucb_k4_rho1,pooled,,,20,12800,0.22384544617432356,0.013818523117705869,0.011334582380830582,0.061732429021336674,1.0,0.016692480483577892,0.10463039344832896
lucb_k8_rho0.5,pooled,,,20,12800,0.22384544617432356,0.03604491125120292,0.017453021502010745,0.161025885794131,1.0,0.10761646215403581,0.20624811525274545
lucb_k8_rho1,pooled,,,20,12800,0.22384544617432356,0.020249608148850705,0.017453021502010745,0.09046245297785048,1.0,0.04074493137412288,0.1340582383241925
ordinal_lcb1,pooled,,,20,12800,0.22384544617432356,-0.0025684054949224587,0.026581716426288444,-0.011474012711977477,1.0,-0.1132967691285708,0.07815054006248301
ordinal_pm,pooled,,,20,12800,0.22384544617432356,-0.018246050804373533,0.03497843646534192,-0.08151182486046243,1.0,-0.18024409099483507,0.00932016483534673
shortlist_m1,pooled,,,20,12800,0.22384544617432356,0.0007921918058590424,0.022206079768619155,0.0035390123828657615,1.0,-0.0793868466523137,0.07601956518433142
shortlist_m2,pooled,,,20,12800,0.22384544617432356,0.0350842650743571,0.015641811604410794,0.1567343257322046,1.0,0.09231955139181212,0.21441609749093093
shortlist_m3,pooled,,,20,12800,0.22384544617432356,0.053752593143108686,0.010835386590789756,0.24013261856239823,1.0,0.18283800856465995,0.3004969738762529
shortlist_m5,pooled,,,20,12800,0.22384544617432356,0.0763904063152643,0.006573899951549349,0.3412640624182005,1.0,0.27636723051172796,0.4026984758896088
standard,pooled,,,20,12800,0.22384544617432356,0.0,0.0,0.0,1.0,0.0,0.0
tournament_k4_lcb_rho0.5_look,pooled,,,20,12800,0.22384544617432356,0.028961625891397037,0.009777863482576754,0.12938224291077455,1.0,0.0783903954524224,0.17776027045406118
tournament_k4_lcb_rho0.5_post,pooled,,,20,12800,0.22384544617432356,0.011717553676125387,0.0166614273275695,0.05234662521121889,1.0,-0.022909741592203613,0.11847273020776859
tournament_k4_lcb_rho1_look,pooled,,,20,12800,0.22384544617432356,0.01647054405171267,0.009777863482576754,0.07357998267646662,1.0,0.023286374111195905,0.12485931834012781
tournament_k4_lcb_rho1_post,pooled,,,20,12800,0.22384544617432356,0.008676810441016184,0.0166614273275695,0.03876250595805718,1.0,-0.033507876416151466,0.10416189312920551
tournament_k4_obs_rho0.5_look,pooled,,,20,12800,0.22384544617432356,0.03358337672720354,0.003917886430968317,0.15002930504581227,1.0,0.1179126157420381,0.1806723805320739
tournament_k4_obs_rho0.5_post,pooled,,,20,12800,0.22384544617432356,0.010495716155460893,0.011252134623373175,0.04688822727841946,1.0,0.0037041070409275863,0.08784510943301806
tournament_k4_obs_rho1_look,pooled,,,20,12800,0.22384544617432356,0.01177429330328576,0.003917886430968317,0.05260010201018931,1.0,0.023774961014710504,0.07982738260144422
tournament_k4_obs_rho1_post,pooled,,,20,12800,0.22384544617432356,0.006893248635949376,0.011252134623373175,0.030794678890099635,1.0,-0.008039075368549323,0.06961810251971023
tournament_k8_lcb_rho0.5_look,pooled,,,20,12800,0.22384544617432356,0.04179817070055784,0.01498036058229273,0.1867278133860574,1.0,0.13081637239052268,0.23561850708380308
tournament_k8_lcb_rho0.5_post,pooled,,,20,12800,0.22384544617432356,0.019123659843517056,0.02989737100468074,0.0854324274643683,1.0,0.0005020943039045932,0.15454186376114717
tournament_k8_lcb_rho1_look,pooled,,,20,12800,0.22384544617432356,0.021768756486725487,0.01498036058229273,0.09724904776384276,1.0,0.04757594061537258,0.1402952570124229
tournament_k8_lcb_rho1_post,pooled,,,20,12800,0.22384544617432356,0.010683791192432956,0.02989737100468074,0.04772842769431533,1.0,-0.029902705351939465,0.11361465900259977
tournament_k8_obs_rho0.5_look,pooled,,,20,12800,0.22384544617432356,0.04776195047884586,0.012039733740921248,0.21337021277462312,1.0,0.1661529843155414,0.2533629849681388
tournament_k8_obs_rho0.5_post,pooled,,,20,12800,0.22384544617432356,0.0213419691150563,0.025078948199333727,0.09534243148478379,1.0,0.02896716637322102,0.15160149407844067
tournament_k8_obs_rho1_look,pooled,,,20,12800,0.22384544617432356,0.019780554211839937,0.012039733740921248,0.08836701639413957,1.0,0.049562229822788205,0.11607259545446508
tournament_k8_obs_rho1_post,pooled,,,20,12800,0.22384544617432356,0.011977885669857104,0.025078948199333727,0.053509624048948115,1.0,-0.0038996331123784494,0.10432395902298588
lucb_k4_rho0.5,ar1,0.05,0.0,20,400,0.006281835117049281,-0.010453344193333759,0.011334582380830582,-1.6640589889032185,0.8735,,
lucb_k4_rho0.5,ar1,0.05,20.0,20,400,0.00059179573919758,-0.011824310187495643,0.011334582380830582,-19.98039087528462,0.568,,
lucb_k4_rho0.5,ar1,0.25,0.0,20,400,0.038895955010831346,-0.0018688542824943164,0.011334582380830582,-0.048047522730162995,1.0,-0.7210808061946522,0.23395719377239105
lucb_k4_rho0.5,ar1,0.25,20.0,20,400,0.02581445195460027,-0.007164937108039698,0.011334582380830582,-0.2775552671286856,1.0,-1.13198220583949,0.1506495830145172
lucb_k4_rho0.5,ar1,1.0,0.0,20,400,0.20857717698158992,0.029456901706830706,0.011334582380830582,0.14122782815030008,1.0,0.05569454847086139,0.2160434290264501
lucb_k4_rho0.5,ar1,1.0,20.0,20,400,0.13812654273973599,0.04076071372149472,0.011334582380830582,0.2950968938554976,1.0,0.20778473698133967,0.37235752349357326
lucb_k4_rho0.5,ar1,5.0,0.0,20,400,0.7593282188139565,0.0906274018296889,0.011334582380830582,0.11935207935673148,1.0,0.08297017547358204,0.15856512915886742
lucb_k4_rho0.5,ar1,5.0,20.0,20,400,0.46724670015656605,0.09825274936436064,0.011334582380830582,0.2102802423889519,1.0,0.1476207729057003,0.2637972996222057
