run_id,dataset,objective,acquisition,seed,oracle_model,baseline,variant,error_model,jitter_std,jitter_iteration,n_iterations,acq_opt_failures,response_start_iteration,response_end_iteration,response_l2,final_best_true,final_simple_regret_true,final_cum_regret_true,final_avg_regret_true,auc_simple_regret_true,auc_simple_regret_true_postonset_per_iter,final_inference_simple_regret_true,auc_inference_simple_regret_true,param_columns,response_x0,response_x1,response_x2
401d2bdc-9b81-4732-b2a6-e4554a08aff1,hartmann_3,value,logei,10,exact,True,noise-self_report,none,0.0,0,50,0,1,2,1.1061137750945342,3.0542129367109987,0.0006880054447289,130.01302665683613,2.600260533136723,16.93128865224483,0.3455365031070374,0.0006880054447289,16.93128865224483,"x0,x1,x2",-0.806719586546955,0.30512280635741806,-0.6925252812540241
f3a42776-9725-4e1b-8e36-dff185c20163,hartmann_3,value,logei,10,exact,False,noise-self_report_conf-r0,gaussian,0.25,0,50,0,1,2,1.1061137750945342,3.0511063862471954,0.0037945559085321,35.96847512021695,0.7193695024043391,18.19946709024753,0.37141769571933736,0.0721285919777652,21.104679260116463,"x0,x1,x2",-0.806719586546955,0.30512280635741806,-0.6925252812540241
72c73506-0d4b-4e4b-97bf-f3e146824004,hartmann_3,value,logei,10,exact,False,noise-self_report_conf-r0,gaussian,1.0,0,50,0,1,2,1.1061137750945342,2.8876815395495368,0.1672194026061908,61.73334608664834,1.2346669217329669,22.15146212274166,0.45207065556615633,1.1023962916505687,63.33170423393722,"x0,x1,x2",-0.806719586546955,0.30512280635741806,-0.6925252812540241
0c753f8b-3ee1-4383-ab0d-51353059a1bb,hartmann_3,value,logei,11,exact,True,noise-self_report,none,0.0,0,50,0,1,2,0.4900668224773924,3.052165911070805,0.0027350310849221,130.39621028108613,2.6079242056217224,26.574661624221715,0.542340033147382,0.0027350310849221,26.574661624221715,"x0,x1,x2",-0.09988119439725508,-0.35135177786265903,0.32671266533701215
4e46535b-be83-43cb-b7d8-52d250a9abd2,hartmann_3,value,logei,11,exact,False,noise-self_report_conf-r0,gaussian,0.25,0,50,0,1,2,0.4900668224773924,3.036846693255977,0.0180542488997503,84.66541270839743,1.6933082541679485,15.5945582662952,0.31825629114888165,0.2283566291987298,23.041541780072833,"x0,x1,x2",-0.09988119439725508,-0.35135177786265903,0.32671266533701215
a587351d-8501-45e0-9960-23f6de2bbd0e,hartmann_3,value,logei,11,exact,False,noise-self_report_conf-r0,gaussian,1.0,0,50,0,1,2,0.4900668224773924,3.0266417521673,0.0282591899884274,55.32171514209283,1.1064343028418566,19.779015214666583,0.40365337172788945,0.0559489924548191,24.271905188811097,"x0,x1,x2",-0.09988119439725508,-0.35135177786265903,0.32671266533701215
d259c632-bc35-4d8c-a1e8-ca80d61e39dc,hartmann_3,value,logei,7,exact,True,noise-self_report,none,0.0,0,50,0,1,2,0.7252271835108848,3.053114429036396,0.0017865131193315,132.83806927466554,2.656761385493311,12.644823843344492,0.25805762945601,0.0017865131193315,12.644823843344492,"x0,x1,x2",-0.39988827661407517,-0.5970475160583502,0.09786775515106838
7f7c46a0-0eb0-451b-93c2-f0cc1335c523,hartmann_3,value,logei,7,exact,False,noise-self_report_conf-r0,gaussian,0.25,0,50,0,1,2,0.7252271835108848,3.047231157597305,0.0076697845584225,73.90045556805006,1.4780091113610012,12.579790558539395,0.25673041956202847,0.14790696142426,17.234372566098088,"x0,x1,x2",-0.39988827661407517,-0.5970475160583502,0.09786775515106838
8cb10121-83fd-4215-87c0-66a2919a9096,hartmann_3,value,logei,7,exact,False,noise-self_report_conf-r0,gaussian,1.0,0,50,0,1,2,0.7252271835108848,2.9487306706620795,0.1061702714936481,106.05666551707677,2.121133310341535,75.72876126014422,1.5454849236764128,0.1061702714936481,83.25875909075114,"x0,x1,x2",-0.39988827661407517,-0.5970475160583502,0.09786775515106838
a6c97b8e-768b-48dc-a037-6f133f0a8d67,hartmann_3,value,logei,8,exact,True,noise-self_report,none,0.0,0,50,0,1,2,0.48173555592227335,3.0507611883224754,0.0041397538332521,132.59883792960517,2.6519767585921032,32.38785899890308,0.6609767142633282,0.0041397538332521,32.38785899890308,"x0,x1,x2",0.4615766592144682,-0.11738033164170958,0.0723739680536773
1d83bb5a-d459-4a05-8ddf-08a0da9fa51e,hartmann_3,value,logei,8,exact,False,noise-self_report_conf-r0,gaussian,0.25,0,50,0,1,2,0.48173555592227335,3.0476888798624864,0.0072120622932412,57.41837440294381,1.1483674880588763,27.431701927256125,0.5598306515766556,0.1028541378698988,29.68840223849039,"x0,x1,x2",0.4615766592144682,-0.11738033164170958,0.0723739680536773
eda86b6a-dcdc-449e-82e0-9262bf334364,hartmann_3,value,logei,8,exact,False,noise-self_report_conf-r0,gaussian,1.0,0,50,0,1,2,0.48173555592227335,0.2671978829672621,2.7877030591884653,167.43818946251758,3.348763789250352,138.99801349700587,2.8366941530001197,3.1700624648325064,164.28329208627116,"x0,x1,x2",0.4615766592144682,-0.11738033164170958,0.0723739680536773
1b755722-f2b7-4b21-8baa-c5f55e2c0114,hartmann_3,value,logei,9,exact,True,noise-self_report,none,0.0,0,50,0,1,2,0.5388384081554914,3.053848846952916,0.0010520952028119,133.42106615747113,2.6684213231494227,12.675912458961992,0.25869209099922436,0.0010520952028119,12.675912458961992,"x0,x1,x2",-0.09271512104990587,0.42925742051600996,0.3122319704389458
125e5446-cf5e-4455-8480-1b76da7be867,hartmann_3,value,logei,9,exact,False,noise-self_report_conf-r0,gaussian,0.25,0,50,0,1,2,0.5388384081554914,3.028724965577457,0.02617597657827,75.12082398682456,1.5024164797364912,13.193244619834573,0.26924989020070556,0.02617597657827,13.263320203473132,"x0,x1,x2",-0.09271512104990587,0.42925742051600996,0.3122319704389458
e3228bae-cf55-4e65-9d1b-d1db67e71a26,hartmann_3,value,logei,9,exact,False,noise-self_report_conf-r0,gaussian,1.0,0,50,0,1,2,0.5388384081554914,2.8248554456227306,0.230045496532997,66.03917124317525,1.3207834248635049,33.171342420106214,0.6769661718389023,0.5447093686412021,54.28301411607206,"x0,x1,x2",-0.09271512104990587,0.42925742051600996,0.3122319704389458
0416ca48-0ff8-423d-b807-9c6e3e866f6e,hartmann_3,value,qnei,10,exact,True,noise-self_report,none,0.0,0,50,0,1,2,1.1061137750945342,3.0547774423087013,0.0001234998470263,131.01005370066255,2.620201074013251,16.82881443482926,0.34344519254753586,0.0001234998470263,16.82881443482926,"x0,x1,x2",-0.806719586546955,0.30512280635741806,-0.6925252812540241
4503be04-2478-4802-ade6-379c4e1fb817,hartmann_3,value,qnei,10,exact,False,noise-self_report_conf-r0,gaussian,0.25,0,50,0,1,2,1.1061137750945342,3.019717013575967,0.0351839285797606,59.32357976276377,1.1864715952552751,31.472553939522047,0.6422970191739193,0.2762583908577629,39.521609766106195,"x0,x1,x2",-0.806719586546955,0.30512280635741806,-0.6925252812540241
