iteration,x0,x1,x2,x3,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,noise_effort,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,0.625095466604667,0.8972138009695755,0.7756856902451935,0.22520718999059186,0.908340437639324,0.8248033308144204,True,-0.08353710682490367,qnei,0.0,False,2.0,7,25e17400-62c5-45df-a6d8-2c09066e4e05,gaussian,1.0,0,exact,value,learned,0.5,"x0,x1,x2,x3",3.0593887562558817,0.908340437639324,2.1510483186165574,2.1510483186165574,2.1510483186165574,2.1510483186165574,0.908340437639324,2.1510483186165574,stevens
2,0.30016628491122543,0.8735534453962619,0.005265304565574724,0.8212284183827663,-0.2462594115371194,0.29709967780554003,True,0.5433590893426594,qnei,0.0,False,2.0,7,25e17400-62c5-45df-a6d8-2c09066e4e05,gaussian,1.0,0,exact,value,learned,0.5,"x0,x1,x2,x3",3.0593887562558817,0.908340437639324,3.305648167793001,5.456696486409559,2.1510483186165574,2.7283482432047794,0.908340437639324,2.1510483186165574,stevens
3,0.7970694287520462,0.4679349528437208,0.3030324268193135,0.2784256121007733,-0.1163764397193074,-0.1515227948466222,True,-0.0351463551273148,qnei,0.0,False,2.0,7,25e17400-62c5-45df-a6d8-2c09066e4e05,gaussian,1.0,0,exact,value,learned,0.5,"x0,x1,x2,x3",3.0593887562558817,0.908340437639324,3.175765195975189,8.632461682384747,2.1510483186165574,2.8774872274615824,0.908340437639324,2.1510483186165574,stevens
4,0.2548695876541246,0.4450763058826466,0.5045482589579533,0.5534973520744925,-0.20693786871486117,0.043687066385032974,True,0.25062493509989414,qnei,0.0,False,2.0,7,25e17400-62c5-45df-a6d8-2c09066e4e05,gaussian,1.0,0,exact,value,learned,0.5,"x0,x1,x2,x3",3.0593887562558817,0.908340437639324,3.266326624970743,11.89878830735549,2.1510483186165574,2.9746970768388725,0.908340437639324,2.1510483186165574,stevens
5,0.9955002834343927,0.7926619192137531,0.6221792294411627,0.9889601476818849,2.2454602837003135,2.5692384879636228,True,0.3237782042633093,qnei,0.0,False,2.0,7,25e17400-62c5-45df-a6d8-2c09066e4e05,gaussian,1.0,0,exact,value,learned,0.5,"x0,x1,x2,x3",3.0593887562558817,2.2454602837003135,0.8139284725555682,12.712716779911059,0.8139284725555682,2.542543355982212,2.2454602837003135,0.8139284725555682,stevens
6,1.0,0.9666003025844285,0.8847372424738191,1.0,2.866310862900644,2.887875470205006,True,0.021564607304361605,qnei,0.34557619999395683,False,2.0,7,25e17400-62c5-45df-a6d8-2c09066e4e05,gaussian,1.0,0,exact,value,learned,0.5,"x0,x1,x2,x3",3.0593887562558817,2.866310862900644,0.1930778933552375,12.905794673266296,0.1930778933552375,2.150965778877716,2.866310862900644,0.1930778933552375,stevens
7,1.0,0.44575144833414115,1.0,1.0,2.262430539443552,1.6742991677125898,True,-0.5881313717309624,qnei,0.34310820000246167,False,2.0,7,25e17400-62c5-45df-a6d8-2c09066e4e05,gaussian,1.0,0,exact,value,learned,0.5,"x0,x1,x2,x3",3.0593887562558817,2.866310862900644,0.7969582168123295,13.702752890078626,0.1930778933552375,1.9575361271540894,2.866310862900644,0.1930778933552375,stevens
8,1.0,1.0,0.0,1.0,1.1529785969086308,2.9781835286891036,True,1.8252049317804728,qnei,0.3572347000008449,False,2.0,7,25e17400-62c5-45df-a6d8-2c09066e4e05,gaussian,1.0,0,exact,value,learned,0.5,"x0,x1,x2,x3",3.0593887562558817,2.866310862900644,1.9064101593472509,15.609163049425877,0.1930778933552375,1.9511453811782347,1.1529785969086308,1.9064101593472509,stevens
9,0.8606721821154915,1.0,0.26781457183421986,1.0,1.7592647749472634,2.052664839005415,True,0.29340006405815156,qnei,0.33513560000574216,False,2.0,7,25e17400-62c5-45df-a6d8-2c09066e4e05,gaussian,1.0,0,exact,value,learned,0.5,"x0,x1,x2,x3",3.0593887562558817,2.866310862900644,1.3001239813086183,16.909287030734497,0.1930778933552375,1.8788096700816108,1.1529785969086308,1.9064101593472509,stevens
10,1.0,1.0,0.0,0.7036428476097704,0.7529755920857616,0.5291527336153858,True,-0.22382285847037575,qnei,0.2562574000330642,False,2.0,7,25e17400-62c5-45df-a6d8-2c09066e4e05,gaussian,1.0,0,exact,value,learned,0.5,"x0,x1,x2,x3",3.0593887562558817,2.866310862900644,2.30641316417012,19.215700194904617,0.1930778933552375,1.9215700194904617,1.1529785969086308,1.9064101593472509,stevens
