iteration,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,objective_true,objective_observed,objective_true_deployed,input_error_l2,input_error_applied,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,7.404984079401693,-4.263655818248893,2.062963001031237,5.550681658403576,4.321492592071305,8.307602409810151,7.207872983657694,8.36475258097525,-9.468245310648056,-1.2550399974098259,-0.30111346045423915,-1.7760904578929964,-1.7760904578929964,0.568215037462527,28.684807522910855,True,True,0.0,logei,0.0,False,9,bb489d6a-d016-4f31-b1e4-b9f773038864,misclick,0.4,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,-1.7760904578929964,4.400570789671608,4.400570789671608,4.400570789671608,4.400570789671608,0.568215037462527,2.056265294316085,levy_10
2,-8.69691605259785,-9.887478986412141,6.612428739425141,9.666044885723512,5.692197053453592,-3.687930200434537,4.106674091789076,-4.016378536035066,4.814969657514974,-4.40505560503426,5.65181830656263,-1.043746709453171,-1.043746709453171,-1.043746709453171,0.0,False,True,0.0,logei,0.0,False,9,bb489d6a-d016-4f31-b1e4-b9f773038864,misclick,0.4,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,-1.043746709453171,3.6682270412317832,8.068797830903392,3.6682270412317832,4.034398915451696,-1.043746709453171,3.6682270412317832,levy_10
3,9.754814937891535,9.72477098560477,7.6572513399335165,8.256201035678359,4.164138282063449,1.0899375452701747,8.46476416140441,-8.205384402913749,-2.5973690971998504,2.118778870185258,-0.4454020616262877,-0.2721350099698567,-0.2721350099698567,-0.2721350099698567,0.0,False,True,0.0,logei,0.0,False,9,bb489d6a-d016-4f31-b1e4-b9f773038864,misclick,0.4,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,-0.2721350099698567,2.896615341748469,10.96541317265186,2.896615341748469,3.655137724217287,-0.2721350099698567,2.896615341748469,levy_10
4,5.857157609944565,-6.098272130419069,-8.754930051666731,-7.469631855201635,9.255631698343254,-7.344509255411391,-5.478033452736573,-2.458872580875626,2.468432826815919,5.641922613386054,-8.427022124614377,-1.3651369152315098,-1.3651369152315098,-1.3651369152315098,0.0,False,True,0.0,logei,0.0,False,9,bb489d6a-d016-4f31-b1e4-b9f773038864,misclick,0.4,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,-0.2721350099698567,3.989617247010122,14.955030419661982,2.896615341748469,3.7387576049154956,-0.2721350099698567,2.896615341748469,levy_10
5,8.624749062860705,5.255834486975727,-3.580717645513869,-6.213359611435381,1.9190577557406634,1.8937845352297913,-4.650632823390415,-6.612143738873215,5.32934514960316,3.453505051614414,6.004987014651622,0.09938149183251282,0.09938149183251282,0.09938149183251282,0.0,False,True,0.0,logei,0.0,False,9,bb489d6a-d016-4f31-b1e4-b9f773038864,misclick,0.4,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,0.09938149183251282,2.5250988399460996,17.48012925960808,2.5250988399460996,3.4960258519216163,0.09938149183251282,2.5250988399460996,levy_10
6,9.355786615892633,8.59938392297409,-0.5065681440224542,-3.197047453634591,1.7389707681066924,1.6337373756037892,-2.0651969385260083,-9.147531614954596,4.89832798252131,3.4503164752041573,5.919468336873587,0.2632982886908867,0.2632982886908867,0.2632982886908867,0.0,False,True,0.0,logei,0.8652560000191443,False,9,bb489d6a-d016-4f31-b1e4-b9f773038864,misclick,0.4,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,0.2632982886908867,2.3611820430877257,19.841311302695807,2.3611820430877257,3.3068852171159677,0.2632982886908867,2.3611820430877257,levy_10
7,10.0,10.0,1.1904588501822675,-5.663206536975086,-2.299821259797622,5.580563725599683,-2.076996305554739,-10.0,5.947512538357008,6.979180414920691,9.74472707622155,-0.4829638158534337,-0.4829638158534337,-2.77914269808884,27.63253769475498,True,True,0.0,logei,1.6923863000120036,False,9,bb489d6a-d016-4f31-b1e4-b9f773038864,misclick,0.4,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,0.2632982886908867,3.107444147632046,22.94875545032785,2.3611820430877257,3.278393635761122,0.2632982886908867,2.3611820430877257,levy_10
8,10.0,10.0,-0.3449397713440901,-1.128825854735096,2.6045720787320588,0.27771004683526046,-2.434151719854383,-10.0,8.020758197330133,-0.48019084521761024,9.325682997282945,0.5452748438084025,0.5452748438084025,-1.4757183245139975,32.54878427772613,True,True,0.0,logei,1.3838998000137508,False,9,bb489d6a-d016-4f31-b1e4-b9f773038864,misclick,0.4,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,0.5452748438084025,2.07920548797021,25.02796093829806,2.07920548797021,3.1284951172872577,-1.4757183245139975,4.10019865629261,levy_10
9,10.0,10.0,1.7957926206720196,-1.3897282374639548,-0.11771875471669409,-1.2890527557768212,-10.0,-10.0,7.251910663083927,-2.9526681547205857,10.0,-3.207549993169859,-3.207549993169859,-3.207549993169859,0.0,False,True,0.0,logei,1.1377879999927245,False,9,bb489d6a-d016-4f31-b1e4-b9f773038864,misclick,0.4,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,0.5452748438084025,5.832030324948471,30.859991263246535,2.07920548797021,3.428887918138504,-1.4757183245139975,4.10019865629261,levy_10
10,9.043175545828465,7.646632748148479,-5.014371246220907,-2.178198169716385,5.466998435757512,0.14646677041432798,-2.7530906369197345,-7.174948519942124,8.160421678837153,-3.307822557184591,9.242215199522157,-0.3082716931841129,-0.3082716931841129,0.23714390464503907,25.897782296502363,True,True,0.0,logei,1.0458562999847345,False,9,bb489d6a-d016-4f31-b1e4-b9f773038864,misclick,0.4,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,0.5452748438084025,2.932752024962725,33.79274328820926,2.07920548797021,3.3792743288209257,-1.4757183245139975,4.10019865629261,levy_10
11,10.0,7.486186408851334,1.3265070018669753,-1.0600713108112507,2.6544835517401593,-3.0675070137714275,-3.203811712884464,-10.0,8.603087113420441,1.9150581493686065,5.976336674402296,-0.854673884095637,-0.854673884095637,-0.854673884095637,0.0,False,True,0.0,logei,1.4668826000124682,False,9,bb489d6a-d016-4f31-b1e4-b9f773038864,misclick,0.4,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,0.5452748438084025,3.4791542158742494,37.27189750408351,2.07920548797021,3.3883543185530467,-1.4757183245139975,4.10019865629261,levy_10
12,10.0,10.0,0.6706945085684806,-1.3170006352112957,0.7709419923642984,1.7603834213493528,-2.930634301516302,-10.0,10.0,-1.0411552008384495,10.0,-2.5508097630306863,-2.5508097630306863,-2.5508097630306863,0.0,False,True,0.0,logei,1.447946400003275,False,9,bb489d6a-d016-4f31-b1e4-b9f773038864,misclick,0.4,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,0.5452748438084025,5.175290094809299,42.44718759889281,2.07920548797021,3.5372656332410677,-1.4757183245139975,4.10019865629261,levy_10
13,10.0,10.0,0.7600254413264759,-0.18468048165992315,2.443573689620176,0.2708060924436106,-1.7245064507994587,-10.0,7.455218532065385,-0.3214689716633661,9.409899510903546,-1.3676844474507293,-1.3676844474507293,-1.3676844474507293,0.0,False,True,0.0,logei,1.60545319999801,False,9,bb489d6a-d016-4f31-b1e4-b9f773038864,misclick,0.4,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,0.5452748438084025,3.9921647792293413,46.43935237812215,2.07920548797021,3.5722578752401657,-1.4757183245139975,4.10019865629261,levy_10
14,9.111638908427944,10.0,-1.2520875078653293,-3.3346790067596057,2.1475705226951143,4.508383793070304,1.2317734558459648,-9.38281637300653,1.57369670933705,5.1096673036666544,4.956530082495417,-0.5098941431995128,-0.5098941431995128,-0.5098941431995128,0.0,False,True,0.0,logei,1.473202199995285,False,9,bb489d6a-d016-4f31-b1e4-b9f773038864,misclick,0.4,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,0.5452748438084025,3.134374474978125,49.573726853100275,2.07920548797021,3.5409804895071626,-1.4757183245139975,4.10019865629261,levy_10
