dataset,objective,oracle_model,error_model,jitter_iteration,jitter_std,variant,acquisition,metric,n_pairs,mean_diff,median_diff,std_diff,cohens_dz,ci95_low,ci95_high,dz_ci95_low,dz_ci95_high,t_stat,p_value_t,wilcoxon_stat,p_value_wilcoxon,p_value_t_fdr_bh,p_value_wilcoxon_fdr_bh
eggholder,value,exact,drift,0,0.05,anch5x3-detrend,logei,auc_simple_regret_excess_true,5,-3.4410196855381656,0.20442879269967307,20.023214419700523,-0.17185151261990186,-28.30312415879478,21.42108478771845,-1.0457540439525972,0.7222971023553032,-0.38427166425426357,0.7203318097167541,7.0,1.0,0.8705063942457029,1.0
eggholder,value,exact,drift,0,0.05,anch5x3-detrend,qnei,auc_simple_regret_excess_true,5,-4.658106077407007,0.37750945962844895,10.992107363927028,-0.4237682478151175,-18.30661005558568,8.990397900771663,,,-0.9475746088205794,0.39700237255557164,6.0,0.8125,0.704991725696727,0.9629629629629629
eggholder,value,exact,drift,0,0.25,anch5x3-detrend,logei,auc_simple_regret_excess_true,5,-14.043445623922926,1.2414877998982377,21.58375374553945,-0.6506488996069638,-40.84321559585491,12.756324348009057,,,-1.454895169006607,0.21938953739150577,6.0,0.8125,0.704991725696727,0.9629629629629629
eggholder,value,exact,drift,0,0.25,anch5x3-detrend,qnei,auc_simple_regret_excess_true,5,-6.790886030341353,0.701116486969596,16.245562077570415,-0.41801483986308186,-26.96241559264488,13.380643531962177,,,-0.9347095975375399,0.4028542399810506,6.0,0.8125,0.704991725696727,0.9629629629629629
eggholder,value,exact,drift,0,1.0,anch5x3-detrend,logei,auc_simple_regret_excess_true,5,-7.348419452192795,-2.0668869509116377,16.19013550766713,-0.4538825168395174,-27.45112783810349,12.7542889337179,,,-1.014912161451854,0.3675464404863291,4.0,0.4375,0.704991725696727,0.9629629629629629
eggholder,value,exact,drift,0,1.0,anch5x3-detrend,qnei,auc_simple_regret_excess_true,5,-7.27579077361054,-4.9986401803809315,18.97800657500357,-0.38338013767966944,-30.840098295466795,16.288516748245712,,,-0.8572640490749693,0.4396241309228723,6.0,0.8125,0.704991725696727,0.9629629629629629
eggholder,value,exact,drift,0,5.0,anch5x3-detrend,logei,auc_simple_regret_excess_true,5,2.265111357913919,5.693905443530511,11.201787200360023,0.2022098186119014,-11.643744524312858,16.173967240140694,-0.6965111624388857,1.0772766856285971,0.4521549001341137,0.6745927327539276,5.0,0.625,0.8705063942457029,0.9629629629629629
eggholder,value,exact,drift,0,5.0,anch5x3-detrend,qnei,auc_simple_regret_excess_true,5,3.317312564352707,5.209365858889896,8.740871329740044,0.37951737752572146,-7.535912678716968,14.170537807422381,-0.5538658279957909,1.2712073140247113,0.8486266547899642,0.44389004035229074,4.0,0.4375,0.704991725696727,0.9629629629629629
eggholder,value,exact,drift,20,0.05,anch5x3-detrend,logei,auc_simple_regret_excess_true,5,1.4287732825011488,0.0023349507290362226,3.465738319525858,0.4122565383691798,-2.8745092160493235,5.732055781051621,-0.5289124847295095,1.3088244244344316,0.9218336439622363,0.40878381585001033,3.0,0.625,0.704991725696727,0.9629629629629629
eggholder,value,exact,drift,20,0.05,anch5x3-detrend,qnei,auc_simple_regret_excess_true,5,-0.7094515466444988,-0.6110527940389048,4.538571462072804,-0.1563160462654666,-6.344832334375321,4.9259292410863225,-1.029813447442688,0.7356562041893233,-0.3495333054235854,0.7443152688434546,6.0,0.8125,0.8705063942457029,0.9629629629629629
